Name ID;Person name;Birth Year (Film person);Death Year (Film person);Profession (Film person);# Film people
nm0001337;Katherine Heigl;1978;;actress;1
nm0001338;Brian Helgeland;1961;;writer;1
nm0001339;Marg Helgenberger;1958;;actress;1
nm0001342;Jimi Hendrix;1942;1970;soundtrack;1
nm0001343;Carrie Henn;1976;;actress;1
nm0001344;Gregg Henry;1952;;actor;1
nm0001346;Edward Herrmann;1943;2014;actor;1
nm0001347;Barbara Hershey;1948;;actress;1
nm0001348;Werner Herzog;1942;;director;1
nm0001349;Jennifer Love Hewitt;1979;;actress;1
nm0001354;Ciarán Hinds;1953;;actor;1
nm0001355;Michael Hoffman;1956;;director;1
nm0001357;Paul Hogan;1939;;actor;1
nm0001358;Hal Holbrook;1925;2021;actor;1
nm0001363;Jane Horrocks;1964;;actress;1
nm0001364;Bob Hoskins;1942;2014;actor;1
nm0001367;C. Thomas Howell;1966;;actor;1
nm0001376;Isabelle Huppert;1953;;actress;1
nm0001383;David Hyde Pierce;1959;;actor;1
nm0001386;Natalie Imbruglia;1975;;actress;1
nm0001388;Amy Irving;1953;;actress;1
nm0001390;Janet Jackson;1966;;soundtrack;1
nm0001392;Peter Jackson;1961;;producer;1
nm0001394;Derek Jacobi;1938;;actor;1
nm0001396;Mick Jagger;1943;;soundtrack;1
nm0001398;Jenna Jameson;1974;;actress;1
nm0001399;Marianne Jean-Baptiste;1967;;actress;1
nm0001401;Angelina Jolie;1975;;actress;1
nm0001403;Neil Jordan;1950;;writer;1
nm0001405;Janusz Kaminski;1959;;cinematographer;1
nm0001406;Carol Kane;1952;;actress;1
nm0001407;Mitzi Kapture;1962;;actress;1
nm0001408;Shekhar Kapur;1945;;actor;1
nm0001409;Tchéky Karyo;1953;;actor;1
nm0001411;William Katt;1951;;actor;1
nm0001413;Julie Kavner;1950;;actress;1
nm0001416;Catherine Keener;1959;;actress;1
nm0001418;David Keith;1954;;actor;1
nm0001423;Richard Kiel;1939;2014;actor;1
nm0001426;Ben Kingsley;1943;;actor;1
nm0001427;Greg Kinnear;1963;;actor;1
nm0001429;Takeshi Kitano;1947;;actor;1
nm0001434;Kris Kristofferson;1936;;soundtrack;1
nm0001435;Lisa Kudrow;1963;;actress;1
nm0001436;Swoosie Kurtz;1944;;actress;1
nm0001437;Emir Kusturica;1954;;director;1
nm0001438;Neil LaBute;1963;;writer;1
nm0001439;Anthony LaPaglia;1959;;actor;1
nm0001441;Christine Lahti;1950;;actress;1
nm0001442;Ricki Lake;1968;;actress;1
nm0001447;Nathan Lane;1956;;actor;1
nm0001449;Frank Langella;1938;;actor;1
nm0001451;Queen Latifah;1970;;producer;1
nm0001454;Martin Lawrence;1965;;actor;1
nm0001455;Matt LeBlanc;1967;;actor;1
nm0001457;James Le Gros;1962;;actor;1
nm0001458;Cloris Leachman;1926;2021;actress;1
nm0001459;Denis Leary;1957;;writer;1
nm0001461;Virginie Ledoyen;1976;;actress;1
nm0001462;Jason Scott Lee;1966;;actor;1
nm0001467;Jared Leto;1971;;actor;1
nm0001472;Jet Li;1963;;actor;1
nm0001473;Laura Linney;1964;;actress;1
nm0001474;Tom Lister Jr.;1958;2020;actor;1
nm0001482;Courtney Love;1964;;actress;1
nm0001484;Jon Lovitz;1957;;actor;1
nm0001486;Sidney Lumet;1924;2011;director;1
nm0001487;John Lynch;1961;;actor;1
nm0001488;Kelly Lynch;1959;;actress;1
nm0001496;Amy Madigan;1950;;actress;1
nm0001497;Tobey Maguire;1975;;actor;1
nm0001498;John Mahoney;1940;2018;actor;1
nm0001499;Tina Majorino;1985;;actress;1
nm0001502;Luis Mandoki;1954;;director;1
nm0001506;Jane March;1973;;actress;1
nm0001512;Mary Elizabeth Mastrantonio;1958;;actress;1
nm0001513;Tim Matheson;1947;;actor;1
nm0001517;Catherine McCormack;1972;;actress;1
nm0001519;Ian McDiarmid;1944;;actor;1
nm0001521;Mary McDonnell;1952;;actress;1
nm0001523;Natascha McElhone;1969;;actress;1
nm0001524;Paul McGann;1959;;actor;1
nm0001525;John C. McGinley;1959;;actor;1
nm0001528;Don McKellar;1963;;actor;1
nm0001529;Nancy McKeon;1966;;actress;1
nm0001532;John McTiernan;1951;;director;1
nm0001533;Meat Loaf;1947;;actor;1
nm0001535;Dale Midkiff;1959;;actor;1
nm0001538;Jonny Lee Miller;1972;;actor;1
nm0001540;Rachel Miner;1980;;actress;1
nm0001541;Kylie Minogue;1968;;actress;1
nm0001542;Jay Mohr;1970;;actor;1
nm0001543;Gretchen Mol;1972;;actress;1
nm0001544;Ricardo Montalban;1920;2009;actor;1
nm0001550;Cathy Moriarty;1960;;actress;1
nm0001551;Alanis Morissette;1974;;soundtrack;1
nm0001554;Errol Morris;1948;;director;1
nm0001555;Rob Morrow;1962;;actor;1
nm0001556;David Morse;1953;;actor;1
nm0001557;Viggo Mortensen;1958;;actor;1
nm0001558;Mr. T;1952;;actor;1
nm0001564;Bebe Neuwirth;1958;;actress;1
nm0001565;Mike Newell;1942;;director;1
nm0001566;Mike Nichols;1931;2014;director;1
nm0001567;Connie Nielsen;1965;;actress;1
nm0001568;Lisa Niemi;1956;;actress;1
nm0001570;Edward Norton;1969;;actor;1
nm0001573;Catherine O'Hara;1954;;actress;1
nm0001574;Michael O'Keefe;1955;;actor;1
nm0001578;Annette O'Toole;1952;;actress;1
nm0001579;Edward James Olmos;1947;;actor;1
nm0001580;Ashley Olsen;1986;;actress;1
nm0001581;Mary-Kate Olsen;1986;;actress;1
nm0001584;Miranda Otto;1967;;actress;1
nm0001585;Kelly Packard;1975;;actress;1
nm0001591;Bruce Paltrow;1943;2002;producer;1
nm0001592;Joe Pantoliano;1951;;actor;1
nm0001593;Anna Paquin;1982;;actress;1
nm0001598;Robert Patrick;1958;;actor;1
nm0001599;Will Patton;1954;;actor;1
nm0001600;Adrian Paul;1959;;actor;1
nm0001601;David Paymer;1954;;actor;1
nm0001602;Guy Pearce;1967;;actor;1
nm0001605;Amanda Peet;1972;;actress;1
nm0001608;Barry Pepper;1970;;actor;1
nm0001609;Rosie Perez;1964;;actress;1
nm0001610;Elizabeth Perkins;1960;;actress;1
nm0001612;Matthew Perry;1969;;actor;1
nm0001615;Elizabeth Peña;1959;2014;actress;1
nm0001616;Mekhi Phifer;1974;;actor;1
nm0001618;Joaquin Phoenix;1974;;actor;1
nm0001619;Summer Phoenix;1978;;actress;1
nm0001626;Christopher Plummer;1929;2021;actor;1
nm0001628;Sydney Pollack;1934;2008;director;1
nm0001629;Kevin Pollak;1957;;actor;1
nm0001630;Tracy Pollan;1960;;actress;1
nm0001631;Sarah Polley;1979;;actress;1
nm0001632;Teri Polo;1969;;actress;1
nm0001634;CCH Pounder;1952;;actress;1
nm0001639;Alex Proyas;1963;;director;1
nm0001641;Vincent Perez;1964;;actor;1
nm0001642;Randy Quaid;1950;;actor;1
nm0001644;Aidan Quinn;1959;;actor;1
nm0001645;Serge Ladouceur;1952;;cinematographer;1
nm0001646;Ted Raimi;1965;;actor;1
nm0001648;Charlotte Rampling;1946;;actress;1
nm0001650;Michael Rapaport;1970;;actor;1
nm0001652;John Ratzenberger;1947;;actor;1
nm0001653;Stephen Rea;1946;;actor;1
nm0001655;Lynn Redgrave;1943;2010;actress;1
nm0001657;Oliver Reed;1938;1999;actor;1
nm0001661;Rob Reiner;1947;;actor;1
nm0001664;James Remar;1953;;actor;1
nm0001667;Jonathan Rhys Meyers;1977;;actor;1
nm0001668;Kim Richards;1964;;actress;1
nm0001669;Miranda Richardson;1958;;actress;1
nm0001670;Natasha Richardson;1963;2009;actress;1
nm0001671;Diana Rigg;1938;2020;actress;1
nm0001674;Chris Rock;1965;;producer;1
nm0001675;Robert Rodriguez;1968;;producer;1
nm0001679;Mark Rolston;1956;;actor;1
nm0001681;George A. Romero;1940;2017;producer;1
nm0001682;Mickey Rooney;1920;2014;actor;1
nm0001684;Katharine Ross;1940;;actress;1
nm0001687;Gena Rowlands;1930;;actress;1
nm0001691;Geoffrey Rush;1951;;actor;1
nm0001693;Eva Marie Saint;1924;;actress;1
nm0001698;John Savage;1949;;actor;1
nm0001700;Nancy Savoca;1959;;director;1
nm0001701;Devon Sawa;1978;;actor;1
nm0001704;Vincent Schiavelli;1948;2005;actor;1
nm0001705;Rob Schneider;1963;;actor;1
nm0001708;Joel Schumacher;1939;2020;director;1
nm0001709;Til Schweiger;1963;;actor;1
nm0001710;David Schwimmer;1966;;actor;1
nm0001713;Izabella Scorupco;1970;;actress;1
nm0001714;Campbell Scott;1961;;actor;1
nm0001716;Tony Scott;1944;2012;producer;1
nm0001718;Kyra Sedgwick;1965;;actress;1
nm0001720;Ivan Sergei;1971;;actor;1
nm0001721;Chloë Sevigny;1974;;actress;1
nm0001722;Rufus Sewell;1967;;actor;1
nm0001723;Tom Shadyac;1958;;producer;1
nm0001724;Tony Shalhoub;1953;;actor;1
nm0001725;Omar Sharif;1932;2015;actor;1
nm0001728;Wallace Shawn;1943;;actor;1
nm0001731;Sam Shepard;1943;2017;actor;1
nm0001733;Nicollette Sheridan;1963;;actress;1
nm0001736;Pauly Shore;1968;;actor;1
nm0001737;Martin Short;1950;;actor;1
nm0001739;Jean Simmons;1929;2010;actress;1
nm0001741;Bryan Singer;1965;;producer;1
nm0001744;Tom Sizemore;1961;;actor;1
nm0001745;Stellan Skarsgård;1951;;actor;1
nm0001746;Ione Skye;1970;;actress;1
nm0001749;Maggie Smith;1934;;actress;1
nm0001751;Jimmy Smits;1955;;actor;1
nm0001752;Steven Soderbergh;1963;;producer;1
nm0001753;P.J. Soles;1950;;actress;1
nm0001754;Todd Solondz;1959;;director;1
nm0001758;Timothy Spall;1957;;actor;1
nm0001760;Tori Spelling;1973;;actress;1
nm0001761;Jerry Springer;1944;;producer;1
nm0001763;Nick Stahl;1979;;actor;1
nm0001767;Imelda Staunton;1956;;actress;1
nm0001770;Fisher Stevens;1963;;actor;1
nm0001772;Patrick Stewart;1940;;actor;1
nm0001773;David Ogden Stiers;1942;2018;actor;1
nm0001774;Ben Stiller;1965;;producer;1
nm0001776;Sting;1951;;soundtrack;1
nm0001778;Matt Stone;1971;;music_department;1
nm0001780;Peter Stormare;1953;;actor;1
nm0001781;Julie Strain;1962;2021;actress;1
nm0001783;Sally Struthers;1947;;actress;1
nm0001787;Jeffrey Tambor;1944;;actor;1
nm0001792;Rod Taylor;1930;2015;actor;1
nm0001794;Henry Thomas;1971;;actor;1
nm0001796;Richard Thomas;1951;;actor;1
nm0001797;Rachel Ticotin;1958;;actress;1
nm0001799;John Toll;1952;;cinematographer;1
nm0001800;Rip Torn;1931;2019;actor;1
nm0001803;Danny Trejo;1944;;actor;1
nm0001804;Stanley Tucci;1960;;actor;1
nm0001806;John Turturro;1957;;actor;1
nm0001807;Cicely Tyson;1924;2021;actress;1
nm0001808;Tracey Ullman;1959;;actress;1
nm0001814;Gus Van Sant;1952;;director;1
nm0001815;Jim Varney;1949;2000;actor;1
nm0001819;Petra Verkaik;1966;;actress;1
nm0001822;Robert Wagner;1930;;actor;1
nm0001825;Andrew Kevin Walker;1964;;writer;1
nm0001828;Melora Walters;1960;;actress;1
nm0001833;Emily Watson;1967;;actress;1
nm0001834;Damon Wayans;1960;;actor;1
nm0001837;Peter Weir;1944;;director;1
nm0001838;Rachel Weisz;1970;;actress;1
nm0001840;Ming-Na Wen;1963;;actress;1
nm0001842;Adam West;1928;2017;actor;1
nm0001844;Frank Whaley;1963;;actor;1
nm0001845;Forest Whitaker;1961;;actor;1
nm0001853;Vanessa Williams;1963;;actress;1
nm0001857;Henry Winkler;1945;;actor;1
nm0001860;Alicia Witt;1975;;actress;1
nm0001863;Kari Wuhrer;1967;;actress;1
nm0001864;Noah Wyle;1971;;actor;1
nm0001872;Steve Zahn;1967;;actor;1
nm0001875;Anthony Zerbe;1936;;actor;1
nm0001876;Catherine Zeta-Jones;1969;;actress;1
nm0001877;Hans Zimmer;1957;;music_department;1
nm0001878;David Zucker;1947;;writer;1
nm0001880;Edward Zwick;1952;;producer;1
nm0001881;Maryam d'Abo;1960;;actress;1
nm0001884;Max von Sydow;1929;2020;actor;1
nm0001885;Lars von Trier;1956;;writer;1
nm0001887;Paul Brickman;1949;;writer;1
nm0001898;Bryan Adams;1959;;soundtrack;1
nm0001899;Remi Adefarasin;1948;;cinematographer;1
nm0001900;Danny Aiello III;1957;2010;stunts;1
nm0001903;Norma Aleandro;1936;;actress;1
nm0001909;Björn Andrésen;1955;;actor;1
nm0001914;Adam Ant;1954;;soundtrack;1
nm0001917;Pedro Armendáriz Jr.;1940;2011;actor;1
nm0001920;Isaac Asimov;1920;1992;writer;1
nm0001926;Joan Baez;1941;;soundtrack;1
nm0001929;Josiane Balasko;1950;;actress;1
nm0001937;Marco Beltrami;1966;;composer;1
nm0001941;Iris Berben;1950;;actress;1
nm0001945;Claude Berri;1934;2009;producer;1
nm0001949;Andrew Birkin;1945;;writer;1
nm0001951;Björk;1965;;soundtrack;1
nm0001952;Rubén Blades;1948;;actor;1
nm0001953;Moritz Bleibtreu;1971;;actor;1
nm0001959;Corinne Bohrer;1958;;actress;1
nm0001965;Élodie Bouchez;1973;;actress;1
nm0001971;Ewen Bremner;1972;;actor;1
nm0001972;Richard Briers;1934;2013;actor;1
nm0001973;Christie Brinkley;1954;;actress;1
nm0001974;Blair Brown;1946;;actress;1
nm0001975;Roscoe Lee Browne;1922;2007;actor;1
nm0001977;Charles Bukowski;1920;1994;writer;1
nm0001978;Emma Bunton;1976;;soundtrack;1
nm0001984;Naomi Campbell;1970;;actress;1
nm0001988;Marc Caro;1956;;director;1
nm0001989;Leslie Caron;1931;;actress;1
nm0001990;Elpidia Carrillo;1961;;actress;1
nm0001992;Johnny Carson;1925;2005;actor;1
nm0001993;Vincent Cassel;1966;;actor;1
nm0001994;Michael Caton-Jones;1957;;director;1
nm0001997;Patricia Charbonneau;1959;;actress;1
nm0002002;Shin'ichi Chiba;1939;;actor;1
nm0002004;Sarita Choudhury;1966;;actress;1
nm0002006;Thomas Haden Church;1960;;actor;1
nm0002007;Tom Clancy;1947;2013;writer;1
nm0002010;Christian Clavier;1952;;actor;1
nm0002015;Phil Collins;1951;;soundtrack;1
nm0002018;Tom Conti;1941;;actor;1
nm0002020;Costa-Gavras;1933;;director;1
nm0002026;Mary Crosby;1959;;actress;1
nm0002027;Ben Cross;1947;2020;actor;1
nm0002028;Sheryl Crow;1962;;soundtrack;1
nm0002039;Ruby Dee;1922;2014;actress;1
nm0002043;Madhuri Dixit;1967;;actress;1
nm0002044;Roger Donaldson;1945;;director;1
nm0002049;Robert Downey Sr.;1936;;actor;1
nm0002054;Sheena Easton;1959;;actress;1
nm0002056;Christine Ebersole;1953;;actress;1
nm0002062;Kathryn Erbe;1965;;actress;1
nm0002064;Giancarlo Esposito;1958;;music_department;1
nm0002065;Gloria Estefan;1957;;soundtrack;1
nm0002067;Linda Evans;1942;;actress;1
nm0002071;Will Ferrell;1967;;actor;1
nm0002073;Lou Ferrigno;1951;;actor;1
nm0002076;Jason Flemyng;1966;;actor;1
nm0002083;Carl Franklin;1949;;actor;1
nm0002091;Michael Gambon;1940;;actor;1
nm0002097;Bob Geldof;1951;;soundtrack;1
nm0002101;Robin Givens;1964;;actress;1
nm0002102;Sharon Gless;1943;;actress;1
nm0002103;Julian Glover;1935;;actor;1
nm0002105;Judith Godrèche;1972;;actress;1
nm0002110;Rodney A. Grant;1959;;actor;1
nm0002120;Lasse Hallström;1946;;director;1
nm0002122;Harry Hamlin;1951;;actor;1
nm0002124;Melora Hardin;1967;;actress;1
nm0002126;Dorian Harewood;1950;;actor;1
nm0002127;Mariska Hargitay;1964;;actress;1
nm0002128;Tess Harper;1950;;actress;1
nm0002130;Kathryn Harrold;1950;;actress;1
nm0002139;Judd Hirsch;1935;;actor;1
nm0002148;Mary Beth Hurt;1946;;actress;1
nm0002150;Billy Idol;1955;;soundtrack;1
nm0002159;Alejandro Agresti;1961;;director;1
nm0002160;Moustapha Akkad;1930;2005;producer;1
nm0002163;Nusrat Fateh Ali Khan;1948;1997;soundtrack;1
nm0002167;Gianni Amelio;1945;;director;1
nm0002168;Willeke van Ammelrooy;1944;;actress;1
nm0002169;Tori Amos;1963;;soundtrack;1
nm0002171;Franco Amurri;1958;;director;1
nm0002174;Yves Angelo;1956;;cinematographer;1
nm0002181;Imanol Arias;1956;;actor;1
nm0002184;Vic Armstrong;1946;;stunts;1
nm0002192;Michel Audiard;1920;1985;writer;1
nm0002199;Hector Babenco;1946;2016;director;1
nm0002201;John Debney;1956;;music_department;1
nm0002212;Anders Bohman;1965;;cinematographer;1
nm0002217;Mychael Danna;1958;;composer;1
nm0002218;Claude Miller;1942;2012;director;1
nm0002225;Axel Sand;1961;;cinematographer;1
nm0002243;Sam Douglas;1957;;actor;1
nm0002250;Rémi Bergman;1960;;production_manager;1
nm0002253;John Carroll Lynch;1963;;actor;1
nm0002256;Jordanna Fineberg;1970;;costume_department;1
nm0002257;Håkan Holmberg;1957;;cinematographer;1
nm0002259;Danny Nowak;1959;;cinematographer;1
nm0002262;J.P. Manoux;1969;;actor;1
nm0002265;John B. Josselyn;1971;;art_director;1
nm0002266;Jak Osmond;1966;;special_effects;1
nm0002273;Brett Boydstun;1966;;miscellaneous;1
nm0002276;Reinier Selen;1972;;producer;1
nm0002277;Jürgen Knoll;1965;;costume_designer;1
nm0002288;Elliott Goldkind;1964;;music_department;1
nm0002290;Loren Avedon;1962;;actor;1
nm0002294;Timm Zemanek;1947;;actor;1
nm0002299;Carlo Varini;1946;2014;cinematographer;1
nm0002301;Carl Davis;1936;;composer;1
nm0002304;Laurence Rosenthal;1926;;music_department;1
nm0002309;James 'Keeper' Auld;1968;;camera_department;1
nm0002310;David Trulli;1961;;cinematographer;1
nm0002313;Greg Fawcett;1958;;assistant_director;1
nm0002314;Mac Ruth;1967;;sound_department;1
nm0002315;Roger Wielgus;1951;;director;1
nm0002320;Fred Murphy;1942;;cinematographer;1
nm0002325;Matthew Versteeg;1966;;set_decorator;1
nm0002330;Larry Portmann;1965;;camera_department;1
nm0002332;Stephen Lang;1952;;actor;1
nm0002336;Declan Quinn;1957;;cinematographer;1
nm0002340;Stuart Gordon;1947;2020;writer;1
nm0002343;Adrian G. Griffiths;1964;;actor;1
nm0002347;Kate O'Toole;1960;;actress;1
nm0002350;Jim Meskimen;1959;;actor;1
nm0002351;Juli-Ann Kay;1958;;casting_department;1
nm0002353;Thomas Newman;1955;;music_department;1
nm0002357;JD Roberto;1969;;actor;1
nm0002358;Laura Behary;1961;;editorial_department;1
nm0002363;Don Neudecker;1971;;visual_effects;1
nm0002364;Dante Basco;1975;;actor;1
nm0002365;Dionysio Basco;1977;;actor;1
nm0002366;Christopher Young;1957;;composer;1
nm0002370;J.A.C. Redford;1953;;composer;1
nm0002376;David Hare;1947;;writer;1
nm0002381;John Bailie;1959;;camera_department;1
nm0002383;Myron Nettinga;1967;;sound_department;1
nm0002386;Preston Oliver;1952;;sound_department;1
nm0002387;Andrew Cohen;1954;;editor;1
nm0002389;Nigel Plaskitt;1950;;actor;1
nm0002391;Dwayne Adway;1969;;actor;1
nm0002393;Tara Howie;1973;;miscellaneous;1
nm0002395;Craig Binkley;1946;;art_department;1
nm0002398;Paris Themmen;1959;;actor;1
nm0002399;Alik Sakharov;1959;;cinematographer;1
nm0002406;Harry Jay Knowles;1971;;actor;1
nm0002409;Paul Blomdahl;1976;;visual_effects;1
nm0002410;Jerome Borenstein;1967;;assistant_director;1
nm0002414;Paul Chihara;1938;;composer;1
nm0002418;Colin Brunton;1955;;producer;1
nm0002422;Andy Pavord;1962;;location_management;1
nm0002432;John Grant;1960;;location_management;1
nm0002434;Cam Cronin;1972;;actor;1
nm0002435;Volkan Gücer;1964;;composer;1
nm0002436;Shannon Elizabeth;1973;;actress;1
nm0002438;Burnie Burns;1973;;producer;1
nm0002441;Alan L. Nineberg;1942;2002;sound_department;1
nm0002447;Ian D. Tootle;1954;;producer;1
nm0002453;Mary Prange;1947;2020;editorial_department;1
nm0002463;Guillermo Fernández Groizard;1960;;director;1
nm0002467;James Bain;1954;2016;casting_director;1
nm0002473;Ellen Rutter;1959;;production_manager;1
nm0002476;Jeff Campbell;1962;;visual_effects;1
nm0002477;Todd Toon;1964;;sound_department;1
nm0002486;Stephen Barden;1970;;sound_department;1
nm0002490;Bob Marley;1945;1981;soundtrack;1
nm0002491;Michael A. Martinez;1980;;visual_effects;1
nm0002494;Michael Cedar;1956;;producer;1
nm0002497;Jeffrey Kushon;1963;;set_decorator;1
nm0002499;John Lvoff;1954;;assistant_director;1
nm0002516;Jill H. Greenlief;1968;;miscellaneous;1
nm0002519;Kate Eales;1975;;editorial_department;1
nm0002521;Markus Ziegler;1963;;camera_department;1
nm0002522;Jonathan Buss;1972;;producer;1
nm0002529;Brian A. Kates;1972;;editor;1
nm0002530;Kelly Wagner;1972;;casting_director;1
nm0002531;Pascal Maeder;1965;;producer;1
nm0002534;Alex Erkiletian;1974;;producer;1
nm0002535;Jasper Randall;1974;;music_department;1
nm0002536;Emmy Rossum;1986;;actress;1
nm0002537;Miles Davis;1926;1991;soundtrack;1
nm0002540;John Jabaley;1969;;actor;1
nm0002546;Mena Suvari;1979;;actress;1
nm0002551;Bill Davis;1951;;art_department;1
nm0002556;Billy Maddox;1961;;actor;1
nm0002558;Ken Brooker;1973;;location_management;1
nm0002560;Adam Nordén;1971;;composer;1
nm0002570;Melissa Reneé Martin;1979;;actress;1
nm0002575;Sergio Ercolessi;1960;;assistant_director;1
nm0002580;Eric A. Pot;1969;;assistant_director;1
nm0002581;Nanci Roberts;1950;;production_designer;1
nm0002582;Christopher Rouse;1958;;editor;1
nm0002593;Rick Johnson;1961;;actor;1
nm0002600;Christopher Crane;1968;;actor;1
nm0002603;Ian B. Wile;1971;;editorial_department;1
nm0002604;Robert Blanche;1962;2020;actor;1
nm0002605;Michael A. Levine;1964;;composer;1
nm0002607;Nico Lypitkas;1974;;director;1
nm0002609;Su Whitaker;1963;;art_department;1
nm0002618;Andrew Loschin;1971;;visual_effects;1
nm0002625;Alison E. McBryde;1971;;casting_department;1
nm0002626;Lee Holdridge;1944;;music_department;1
nm0002633;Ken Rush;1968;;actor;1
nm0002635;Maurizio Argentieri;1964;;sound_department;1
nm0002637;Steven Warren Hill;1966;;actor;1
nm0002642;Warwick Young;1973;;actor;1
nm0002645;Paolo Genovese;1966;;writer;1
nm0002649;Yûki Masuda;1973;;actress;1
nm0002653;Joe Johnston;1950;;director;1
nm0002657;Gary Ross;1956;;writer;1
nm0002660;Paddy Eason;1966;;visual_effects;1
nm0002661;Chris Angel;1972;;editor;1
nm0002664;David Diliberto;1970;;producer;1
nm0002678;Lincoln Stalmaster;1966;;miscellaneous;1
nm0002679;Lynn Stalmaster;1927;2021;casting_director;1
nm0002680;Jessica Gallant;1967;;cinematographer;1
nm0002681;Jim Denault;1960;;cinematographer;1
nm0002683;Christopher Kendra;1970;;actor;1
nm0002685;Roger Neill;1963;;composer;1
nm0002686;Michael Stone;1949;2005;camera_department;1
nm0002687;Janet Zdyb;1975;;assistant_director;1
nm0002688;Mitch Davis;1971;;producer;1
nm0002689;Dana MacDuff;1955;;art_department;1
nm0002692;Joshua Tunick;1977;;director;1
nm0002693;Sharon 'Mae' West;1953;2006;script_department;1
nm0002694;Leland L. Jones;1963;;actor;1
nm0002696;Cort Hessler;1969;;stunts;1
nm0002699;Xavier Koller;1944;;director;1
nm0002700;Malcolm D. Lee;1970;;director;1
nm0002701;Paulette Rubinstein;1923;;miscellaneous;1
nm0002708;Todd Busch;1966;;visual_effects;1
nm0002710;Jeremy C. Colfer;1975;;production_manager;1
nm0002715;Arthur K. Flam;1969;;writer;1
nm0002718;Brian Koppelman;1966;;writer;1
nm0002720;Andrew Lowes;1975;;director;1
nm0002721;Kieron Phipps;1955;;assistant_director;1
nm0002726;Roger Young;1942;;director;1
