Property ID,Host ID,Host Name,Host since,Host response time,Host response rate,Host acceptance rate,Host is super host?,Host listings count,Host total listings count,Host has progile picture?,Host verified?,Neighborhood,Neighborhood Group,Latitude,Longitude,Room type,Number of guests,Number of Bathrooms,Number of Bathrooms (text),Number of Bedrooms,Number of Beds,Price ($),Has hot water?,Has shampoo?,Has dishes and silverware?,Has long term stays allowed?,Has fire extinguisher?,Has essentials?,Has carbon monoxide alarm?,Has lock on bedroom door?,Has hangers?,Has hair dryer?,Has heating?,Has tv?,Has patio or balcony?,Has wifi?,Has backyard?,Has refrigerator?,Has elevator?,Has extra pillows and blankets?,Has kitchen?,Minimum nights,Maximum nights,Availability in last 90 days,Availability in last 1 year,Number of reviews,Score - rating,Score - accuracy,Score - cleanliness,Score - check in,Score - communication,Score - location,Score - value,Instantly bookable?,Revenue in 1 year
11181172,58195161,Gloria,10/02/2016,N/A,N/A,N/A,No,1,1,Yes,No,el Putxet i el Farró,Sarrià-Sant Gervasi,41.407,2.14633,Private room,1,,1 bath,1,1,20,No,No,No,Yes,No,Yes,No,No,No,No,Yes,No,No,Yes,No,No,Yes,No,Yes,1,1125,0,0,0,,,,,,,,0,7300
11620815,45276687,AJay,28/09/2015,N/A,N/A,N/A,No,1,1,Yes,No,"Sant Pere, Santa Caterina i la Ribera",Ciutat Vella,41.38493,2.18014,Private room,1,,1.5 baths,1,1,33,No,No,No,Yes,No,Yes,No,No,Yes,Yes,No,No,No,Yes,No,No,No,No,Yes,1,1125,0,0,0,,,,,,,,0,12045
11671479,41829664,Elliot,18/08/2015,N/A,N/A,N/A,No,1,1,Yes,Yes,el Raval,Ciutat Vella,41.37704,2.1699,Private room,2,,1 bath,1,1,30,No,Yes,No,Yes,Yes,Yes,No,No,Yes,Yes,Yes,Yes,No,Yes,No,No,No,No,Yes,1,1125,0,0,0,,,,,,,,0,10950
11737613,61928398,Hanni,07/03/2016,N/A,N/A,N/A,No,1,1,Yes,Yes,el Fort Pienc,Eixample,41.39349,2.18429,Private room,1,,1 bath,1,1,10,No,No,No,Yes,No,No,No,No,No,No,No,No,No,Yes,No,No,Yes,No,No,1,1125,0,0,0,,,,,,,,0,3650
11931355,63686955,Anabel,20/03/2016,N/A,N/A,N/A,No,1,1,Yes,No,la Bordeta,Sants-Montjuïc,41.3681,2.13284,Private room,1,,2 baths,1,1,25,No,No,No,Yes,No,No,No,No,No,No,Yes,Yes,No,Yes,No,No,Yes,No,Yes,1,1125,0,0,0,,,,,,,,0,9125
12469879,1485710,Josep,08/12/2011,N/A,N/A,N/A,No,1,1,Yes,Yes,Sant Gervasi - Galvany,Sarrià-Sant Gervasi,41.39563,2.14348,Private room,1,,1 shared bath,1,1,90,No,Yes,No,Yes,No,Yes,No,No,Yes,No,Yes,Yes,No,Yes,No,No,Yes,No,Yes,3,1125,0,0,0,,,,,,,,1,32850
12195382,2375577,Erica,15/05/2012,N/A,N/A,N/A,No,1,1,Yes,Yes,el Camp d'en Grassot i Gràcia Nova,Gràcia,41.40818,2.16276,Private room,2,,1 bath,1,1,65,No,No,No,Yes,No,No,No,No,Yes,Yes,Yes,Yes,No,Yes,No,No,No,No,Yes,1,1125,0,0,0,,,,,,,,0,23725
12627328,68561294,Najjat,23/04/2016,N/A,N/A,N/A,No,1,1,Yes,No,la Vila de Gràcia,Gràcia,41.39966,2.15745,Private room,2,,1 bath,1,1,40,No,No,No,Yes,No,Yes,No,No,No,No,No,Yes,No,Yes,No,No,No,No,Yes,1,1125,0,0,0,,,,,,,,0,14600
12695395,55394382,Loren,20/01/2016,N/A,N/A,N/A,No,1,1,Yes,No,el Raval,Ciutat Vella,41.38138,2.16576,Private room,3,,1.5 baths,1,1,60,No,No,No,Yes,No,Yes,No,Yes,No,No,Yes,No,No,Yes,No,No,No,No,Yes,1,1125,0,0,0,,,,,,,,0,21900
13186692,73777923,Silvia,24/05/2016,N/A,N/A,N/A,No,1,1,Yes,No,la Maternitat i Sant Ramon,Les Corts,41.37669,2.11645,Private room,1,,1 bath,1,1,30,No,No,No,Yes,No,No,No,No,Yes,No,No,No,No,Yes,No,No,No,No,Yes,1,1125,0,0,0,,,,,,,,1,10950
13198646,65847508,Albert,05/04/2016,N/A,N/A,N/A,No,1,1,Yes,Yes,la Vila de Gràcia,Gràcia,41.40288,2.15938,Private room,2,,1 bath,1,1,60,No,No,No,Yes,No,Yes,No,No,Yes,No,No,No,No,Yes,No,No,No,No,Yes,1,1125,0,0,0,,,,,,,,0,21900
13058717,72318227,Silviorren,16/05/2016,N/A,N/A,N/A,No,1,1,Yes,No,Diagonal Mar i el Front Marítim del Poblenou,Sant Martí,41.40991,2.21035,Private room,2,,1 bath,1,1,30,No,Yes,No,Yes,No,Yes,No,No,Yes,Yes,Yes,Yes,No,Yes,No,No,Yes,No,Yes,3,1125,0,0,0,,,,,,,,0,10950
13305016,75161086,Sandra,01/06/2016,N/A,N/A,N/A,No,1,1,Yes,Yes,Diagonal Mar i el Front Marítim del Poblenou,Sant Martí,41.40662,2.2077,Private room,2,,1 private bath,1,1,60,No,Yes,No,Yes,Yes,Yes,No,No,Yes,Yes,Yes,Yes,No,Yes,No,No,Yes,No,Yes,1,1125,0,0,0,,,,,,,,0,21900
13458154,76906151,Isa,10/06/2016,N/A,N/A,N/A,No,1,1,Yes,No,el Barri Gòtic,Ciutat Vella,41.38107,2.17937,Private room,2,,1 bath,1,1,40,No,No,No,Yes,No,Yes,No,No,Yes,No,No,No,No,Yes,No,No,No,No,Yes,3,1125,0,0,0,,,,,,,,0,14600
13683831,79467759,Vicens,23/06/2016,N/A,N/A,N/A,No,1,1,Yes,Yes,Sants,Sants-Montjuïc,41.38013,2.13732,Private room,5,,1 bath,1,3,50,No,Yes,No,Yes,No,Yes,No,No,Yes,Yes,No,No,No,Yes,No,No,No,No,Yes,3,1125,0,0,0,,,,,,,,1,18250
13717255,10709001,Natalia,19/12/2013,N/A,N/A,N/A,No,1,1,Yes,Yes,l'Antiga Esquerra de l'Eixample,Eixample,41.38824,2.1562,Private room,2,,1 private bath,1,1,130,No,Yes,No,Yes,No,Yes,No,No,No,Yes,Yes,Yes,No,Yes,No,No,Yes,No,Yes,1,1125,0,0,0,,,,,,,,0,47450
13596241,78587747,Eva,19/06/2016,N/A,N/A,N/A,No,1,1,Yes,No,la Dreta de l'Eixample,Eixample,41.39107,2.17792,Private room,1,,1 bath,1,1,42,No,Yes,No,Yes,No,Yes,No,No,Yes,Yes,Yes,Yes,No,Yes,No,No,Yes,No,No,3,1125,0,0,0,,,,,,,,0,15330
13603686,70671771,Arianna,06/05/2016,N/A,N/A,N/A,No,2,2,Yes,Yes,Sants - Badal,Sants-Montjuïc,41.37747,2.12646,Private room,2,,1.5 baths,1,1,20,No,Yes,No,Yes,No,Yes,No,No,Yes,Yes,Yes,Yes,No,Yes,No,No,Yes,No,Yes,1,1125,0,0,0,,,,,,,,0,7300
13728163,70135382,Frederik,03/05/2016,N/A,N/A,N/A,No,1,1,Yes,Yes,el Poblenou,Sant Martí,41.39977,2.19765,Private room,2,,1 shared bath,1,1,38,No,Yes,No,Yes,No,Yes,No,No,Yes,No,No,Yes,No,Yes,No,No,No,No,Yes,7,1125,0,0,0,,,,,,,,0,13870
13617893,78852370,Estela,20/06/2016,N/A,N/A,N/A,No,1,1,Yes,No,el Clot,Sant Martí,41.4149,2.19085,Private room,2,,1 bath,1,1,30,No,Yes,No,Yes,No,Yes,No,No,No,No,Yes,Yes,No,Yes,No,No,Yes,No,Yes,2,1125,0,0,0,,,,,,,,0,10950
13766022,79987687,Miguel,26/06/2016,N/A,N/A,N/A,No,3,3,Yes,Yes,Sants - Badal,Sants-Montjuïc,41.37841,2.12944,Private room,2,,1 bath,1,1,35,No,Yes,No,Yes,No,Yes,No,No,No,No,Yes,Yes,No,Yes,No,No,Yes,No,Yes,2,1125,0,0,0,,,,,,,,0,12775
13767982,79987687,Miguel,26/06/2016,N/A,N/A,N/A,No,3,3,Yes,Yes,Sants,Sants-Montjuïc,41.38027,2.13082,Private room,2,,1 bath,1,1,35,No,Yes,No,Yes,No,Yes,No,No,No,No,Yes,Yes,No,Yes,No,No,Yes,No,Yes,2,1125,0,0,0,,,,,,,,0,12775
13775069,4081746,Yulia,07/11/2012,N/A,N/A,N/A,No,1,1,Yes,Yes,el Poble Sec,Sants-Montjuïc,41.37355,2.15702,Private room,1,,1 shared bath,1,1,30,No,No,No,Yes,No,Yes,No,Yes,Yes,Yes,No,No,No,Yes,No,No,Yes,No,Yes,1,1125,0,0,0,,,,,,,,1,10950
13850656,81795694,Rosa,05/07/2016,N/A,N/A,N/A,No,1,1,Yes,Yes,la Nova Esquerra de l'Eixample,Eixample,41.38377,2.14581,Private room,1,,1 shared bath,1,1,40,No,No,No,Yes,No,Yes,No,No,Yes,No,No,No,No,Yes,No,No,Yes,No,Yes,1,1125,0,0,0,,,,,,,,0,14600
13877186,82101586,Jonny,06/07/2016,N/A,N/A,N/A,No,1,1,Yes,No,la Nova Esquerra de l'Eixample,Eixample,41.38286,2.14333,Private room,1,,1 bath,1,1,25,No,No,No,Yes,No,No,No,No,Yes,No,No,Yes,No,Yes,No,No,Yes,No,Yes,4,1125,0,0,0,,,,,,,,1,9125
14099568,84865060,Adolfo,20/07/2016,N/A,N/A,N/A,No,1,1,Yes,No,el Barri Gòtic,Ciutat Vella,41.38442,2.17481,Private room,2,,1.5 shared baths,1,1,54,No,No,No,Yes,Yes,Yes,No,No,No,No,Yes,No,No,Yes,No,No,No,No,No,1,1125,0,0,0,,,,,,,,0,19710
13972983,32335069,Adria,01/05/2015,N/A,N/A,N/A,No,1,1,Yes,Yes,la Nova Esquerra de l'Eixample,Eixample,41.38603,2.14282,Private room,2,,1 bath,1,1,49,No,No,No,Yes,No,Yes,No,No,Yes,No,Yes,Yes,No,Yes,No,No,Yes,No,Yes,900,1125,89,89,0,,,,,,,,0,13524
14262764,11174738,Vicente,10/01/2014,N/A,N/A,N/A,No,1,1,Yes,Yes,el Camp d'en Grassot i Gràcia Nova,Gràcia,41.40345,2.16488,Private room,2,,1 private bath,1,1,35,No,No,No,Yes,No,Yes,No,No,Yes,No,Yes,No,No,Yes,No,No,Yes,No,Yes,3,1125,0,0,0,,,,,,,,1,12775
16308005,36607755,Igor,24/06/2015,within a few hours,1,0.88,No,89,89,Yes,No,la Sagrada Família,Eixample,41.40335,2.17985,Private room,1,,1 shared bath,1,1,22,Yes,No,Yes,Yes,No,No,No,Yes,Yes,No,Yes,Yes,Yes,Yes,No,Yes,Yes,No,Yes,32,1125,66,341,0,,,,,,,,0,528
16331344,27604634,Alicia,11/02/2015,N/A,N/A,N/A,No,1,1,Yes,Yes,la Font d'en Fargues,Horta-Guinardó,41.42509,2.16372,Private room,2,,1 private bath,1,1,30,No,Yes,No,Yes,No,Yes,No,No,Yes,Yes,Yes,No,No,Yes,No,No,No,No,No,2,1125,0,0,0,,,,,,,,0,10950
16350839,107052215,Diego,12/12/2016,N/A,N/A,N/A,No,2,2,Yes,No,la Dreta de l'Eixample,Eixample,41.39196,2.16955,Private room,2,,2 shared baths,1,1,30,No,Yes,No,Yes,No,Yes,No,No,Yes,No,No,No,No,Yes,No,No,Yes,No,Yes,2,1125,0,0,0,,,,,,,,0,10950
16351058,107052215,Diego,12/12/2016,N/A,N/A,N/A,No,2,2,Yes,No,la Dreta de l'Eixample,Eixample,41.39003,2.16944,Private room,2,,2 shared baths,1,1,26,No,Yes,No,Yes,No,Yes,No,No,Yes,No,No,No,No,Yes,No,No,Yes,No,Yes,1,1125,0,0,0,,,,,,,,0,9490
16833502,112043598,Joan,18/01/2017,within a day,0.55,0.52,No,17,17,Yes,Yes,el Camp de l'Arpa del Clot,Sant Martí,41.4152,2.1824,Entire home/apt,4,,1 bath,1,2,55,No,Yes,No,Yes,No,Yes,No,No,Yes,No,Yes,Yes,No,Yes,No,No,No,No,Yes,31,1125,13,288,0,,,,,,,,0,4235
16989407,17760928,Marta,07/07/2014,a few days or more,0.33,0,No,1,1,Yes,No,la Vila de Gràcia,Gràcia,41.40992,2.15733,Private room,2,,1.5 shared baths,1,1,150,No,No,No,Yes,Yes,Yes,No,No,Yes,Yes,Yes,Yes,No,Yes,No,No,Yes,No,Yes,4,1125,85,360,0,,,,,,,,0,750
17034988,10693680,Ramón,18/12/2013,within a day,0.9,0.68,No,30,30,Yes,Yes,la Dreta de l'Eixample,Eixample,41.39244,2.17874,Entire home/apt,8,,2 baths,2,4,65,Yes,No,Yes,Yes,No,Yes,No,No,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,No,Yes,32,1125,0,99,0,,,,,,,,0,17290
17366408,117091589,Vanessa,19/02/2017,a few days or more,0,0,No,1,1,Yes,No,les Corts,Les Corts,41.38389,2.13558,Private room,1,,1 shared bath,1,1,150,No,No,No,Yes,No,Yes,No,No,Yes,No,Yes,Yes,No,Yes,No,No,No,No,No,3,1125,89,364,0,,,,,,,,0,150
17366556,117348543,Oxana,20/02/2017,N/A,N/A,N/A,No,1,1,Yes,No,el Besòs i el Maresme,Sant Martí,41.41461,2.21565,Private room,2,,1 shared bath,1,1,36,Yes,Yes,No,Yes,No,Yes,No,No,Yes,Yes,No,Yes,No,No,No,No,No,No,Yes,4,1125,0,0,0,,,,,,,,0,13140
17445119,20765279,Joan,31/08/2014,N/A,N/A,N/A,No,1,1,Yes,No,Sant Gervasi - la Bonanova,Sarrià-Sant Gervasi,41.40337,2.13679,Private room,1,,1 private bath,1,1,40,No,No,No,Yes,Yes,No,No,No,No,Yes,No,No,No,Yes,No,No,Yes,No,Yes,1,1125,0,0,0,,,,,,,,0,14600
17741885,26828317,Blackandwhitehome,28/01/2015,within a day,0.6,0.48,No,20,20,Yes,Yes,"Sant Pere, Santa Caterina i la Ribera",Ciutat Vella,41.38499,2.18026,Entire home/apt,4,,1 bath,2,2,65,Yes,No,Yes,Yes,No,Yes,No,No,Yes,Yes,Yes,Yes,No,Yes,No,Yes,Yes,No,Yes,32,1125,0,249,0,,,,,,,,0,7540
18231716,26828317,Blackandwhitehome,28/01/2015,within a day,0.6,0.48,No,20,20,Yes,Yes,"Sant Pere, Santa Caterina i la Ribera",Ciutat Vella,41.38551,2.17989,Entire home/apt,4,,1 bath,2,3,65,Yes,No,Yes,Yes,No,Yes,No,No,Yes,Yes,Yes,Yes,No,Yes,No,Yes,Yes,No,Yes,32,1125,0,216,0,,,,,,,,0,9685
18799724,10693680,Ramón,18/12/2013,within a day,0.9,0.68,No,30,30,Yes,Yes,la Vila de Gràcia,Gràcia,41.4004,2.1628,Entire home/apt,3,,1 bath,1,1,73,Yes,No,Yes,Yes,No,Yes,No,No,Yes,Yes,No,Yes,Yes,Yes,No,Yes,Yes,No,Yes,32,1125,0,227,0,,,,,,,,0,10074
18970396,45120858,Alexei,26/09/2015,N/A,N/A,N/A,No,2,2,Yes,No,Verdun,Nou Barris,41.44232,2.17422,Private room,2,,1 shared bath,1,1,30,No,Yes,No,Yes,No,Yes,No,Yes,Yes,Yes,No,No,No,Yes,No,No,No,No,No,3,1125,0,0,0,,,,,,,,0,10950
18971689,45120858,Alexei,26/09/2015,N/A,N/A,N/A,No,2,2,Yes,No,Verdun,Nou Barris,41.44263,2.17288,Private room,2,,1 shared bath,1,1,30,No,Yes,No,Yes,No,Yes,No,Yes,Yes,Yes,No,No,No,Yes,No,No,No,No,No,3,1125,0,0,0,,,,,,,,0,10950
19548554,53058540,Alejandro,02/01/2016,N/A,N/A,N/A,No,3,3,Yes,Yes,la Nova Esquerra de l'Eixample,Eixample,41.3845,2.14836,Private room,2,,1 shared bath,1,1,50,No,Yes,No,Yes,No,Yes,No,No,Yes,No,No,Yes,No,Yes,No,No,Yes,No,Yes,1,1125,0,0,0,,,,,,,,0,18250
19565272,3359328,Anaïs,24/08/2012,within a day,1,0,No,1,1,Yes,Yes,el Raval,Ciutat Vella,41.37796,2.16585,Private room,2,,1 private bath,1,1,100,No,Yes,No,Yes,No,Yes,No,No,Yes,No,Yes,Yes,No,Yes,No,No,No,No,Yes,2,1125,0,0,0,,,,,,,,0,36500
19580586,137624057,Diego,29/06/2017,within a day,0.6,0.57,No,3,3,Yes,Yes,"Sant Pere, Santa Caterina i la Ribera",Ciutat Vella,41.38834,2.18188,Entire home/apt,4,,1 bath,1,1,500,Yes,No,Yes,Yes,No,Yes,No,No,Yes,Yes,Yes,Yes,No,Yes,No,Yes,No,Yes,Yes,32,1125,43,318,0,,,,,,,,0,23500
19585052,23542512,Nil,09/11/2014,N/A,N/A,N/A,No,1,1,Yes,Yes,el Putxet i el Farró,Sarrià-Sant Gervasi,41.404,2.14254,Private room,2,,2 shared baths,1,1,70,No,No,No,Yes,No,Yes,No,Yes,Yes,Yes,Yes,Yes,No,Yes,No,No,Yes,No,Yes,2,1125,0,0,0,,,,,,,,0,25550
19922686,10704,Weflating,19/03/2009,within an hour,0.91,0.92,No,37,37,Yes,Yes,la Sagrada Família,Eixample,41.40512,2.17131,Entire home/apt,2,,1 bath,1,1,95,No,No,No,Yes,Yes,Yes,No,No,Yes,Yes,Yes,Yes,No,Yes,No,No,Yes,No,Yes,32,1125,45,207,0,,,,,,,,0,15010
19923391,336524176,Weflating,16/02/2020,a few days or more,0.3,0.54,No,47,47,Yes,Yes,el Camp d'en Grassot i Gràcia Nova,Gràcia,41.40437,2.17153,Entire home/apt,2,,1 bath,1,1,95,No,No,Yes,Yes,No,Yes,No,No,Yes,Yes,Yes,Yes,No,Yes,No,No,Yes,No,Yes,32,1125,46,321,0,,,,,,,,0,4180
19930998,9670576,Jade,27/10/2013,N/A,N/A,N/A,No,2,2,Yes,Yes,Vallcarca i els Penitents,Gràcia,41.41101,2.14858,Private room,1,,1 shared bath,1,1,40,No,No,No,Yes,No,Yes,No,No,No,No,No,No,No,Yes,No,No,No,No,Yes,5,1125,0,0,0,,,,,,,,0,14600
19960402,336524176,Weflating,16/02/2020,a few days or more,0.3,0.54,No,47,47,Yes,Yes,la Sagrada Família,Eixample,41.40307,2.1713,Entire home/apt,4,,1 bath,2,2,110,No,No,No,Yes,No,Yes,No,No,Yes,Yes,Yes,Yes,No,Yes,No,No,Yes,No,Yes,32,1125,32,71,0,,,,,,,,0,32340
19962229,336524176,Weflating,16/02/2020,a few days or more,0.3,0.54,No,47,47,Yes,Yes,la Sagrada Família,Eixample,41.40496,2.17288,Entire home/apt,6,,2 baths,3,3,150,No,No,No,Yes,No,Yes,No,No,Yes,Yes,Yes,Yes,No,Yes,No,No,Yes,No,Yes,32,1125,46,46,0,,,,,,,,0,47850
19962749,336524176,Weflating,16/02/2020,a few days or more,0.3,0.54,No,47,47,Yes,Yes,la Sagrada Família,Eixample,41.40471,2.17172,Entire home/apt,6,,2 baths,3,6,150,Yes,No,No,Yes,No,Yes,No,No,Yes,Yes,Yes,Yes,No,Yes,No,No,Yes,No,Yes,32,1125,46,46,0,,,,,,,,0,47850
20004294,49286068,Montse,17/11/2015,N/A,N/A,N/A,No,1,1,Yes,No,les Corts,Les Corts,41.38967,2.14146,Private room,1,,1 shared bath,1,1,45,No,No,No,Yes,No,Yes,No,No,Yes,No,No,Yes,No,Yes,No,No,Yes,No,Yes,3,1125,0,0,0,,,,,,,,0,16425
20184309,137328855,Vict,27/06/2017,N/A,N/A,N/A,No,1,1,Yes,No,la Dreta de l'Eixample,Eixample,41.38988,2.17628,Private room,1,,1 private bath,3,1,40,No,No,No,Yes,No,Yes,No,No,No,No,No,No,No,Yes,No,No,Yes,No,Yes,1,1125,0,0,0,,,,,,,,1,14600
20185942,73960853,Marta,25/05/2016,within a few hours,1,0,No,1,1,Yes,Yes,Sant Antoni,Eixample,41.37661,2.15439,Private room,2,,2 shared baths,1,2,50,No,No,No,Yes,No,Yes,No,No,No,No,Yes,No,No,Yes,No,No,Yes,No,Yes,3,1125,8,202,0,,,,,,,,0,8150
21224065,297885449,ByMonths,25/09/2019,a few days or more,0.05,0.24,No,15,15,Yes,Yes,la Nova Esquerra de l'Eixample,Eixample,41.38401,2.15349,Entire home/apt,5,,2 baths,4,4,90,Yes,No,No,Yes,No,No,No,No,No,No,No,Yes,No,Yes,No,No,Yes,No,Yes,32,1125,48,269,0,,,,,,,,0,8640
21227215,153389846,Oscar,05/10/2017,N/A,N/A,N/A,No,1,1,Yes,No,l'Antiga Esquerra de l'Eixample,Eixample,41.38706,2.16138,Private room,2,,1.5 shared baths,1,1,45,No,No,No,Yes,Yes,Yes,No,Yes,Yes,Yes,No,No,No,Yes,No,No,Yes,No,Yes,76,1125,83,358,0,,,,,,,,1,315
21620967,7033608,Judith,21/06/2013,N/A,N/A,N/A,No,1,1,Yes,No,el Bon Pastor,Sant Andreu,41.43599,2.19498,Private room,2,,1 shared bath,1,1,45,No,No,No,Yes,No,Yes,No,No,No,Yes,Yes,Yes,No,Yes,No,No,Yes,No,Yes,1,1125,0,0,0,,,,,,,,1,16425
21696534,82436463,Joaquin,08/07/2016,N/A,N/A,N/A,No,1,1,Yes,No,la Barceloneta,Ciutat Vella,41.3813,2.18853,Private room,1,,1 shared bath,,1,20,No,No,No,Yes,No,Yes,No,No,No,No,No,No,No,Yes,No,No,Yes,No,Yes,1,1125,0,0,0,,,,,,,,1,7300
21850032,47046859,Lucía,20/10/2015,a few days or more,0,0,No,1,1,Yes,No,el Barri Gòtic,Ciutat Vella,41.38174,2.17977,Private room,2,,1 shared bath,1,1,350,No,Yes,No,Yes,No,Yes,No,No,Yes,Yes,Yes,No,No,Yes,No,No,Yes,No,Yes,1,1125,89,364,0,,,,,,,,0,350
21894254,112043598,Joan,18/01/2017,within a day,0.55,0.52,No,17,17,Yes,Yes,el Camp de l'Arpa del Clot,Sant Martí,41.41519,2.18102,Entire home/apt,4,,2 baths,2,2,55,Yes,No,No,Yes,No,Yes,No,No,Yes,No,Yes,Yes,No,Yes,No,No,No,No,Yes,31,1125,24,41,0,,,,,,,,0,17820
21903864,10693680,Ramón,18/12/2013,within a day,0.9,0.68,No,30,30,Yes,Yes,"Sant Pere, Santa Caterina i la Ribera",Ciutat Vella,41.38621,2.17917,Entire home/apt,4,,1 bath,2,2,50,No,No,No,Yes,No,Yes,No,No,Yes,Yes,Yes,Yes,No,Yes,No,No,No,No,Yes,32,1125,0,190,0,,,,,,,,0,8750
22304226,119588823,Io,07/03/2017,a few days or more,0,0,No,1,1,Yes,No,l'Antiga Esquerra de l'Eixample,Eixample,41.38894,2.15591,Private room,1,,1 private bath,,1,300,No,No,No,Yes,No,Yes,No,No,No,No,No,Yes,No,Yes,No,No,No,No,Yes,1,1125,89,364,0,,,,,,,,0,300
22072008,112043598,Joan,18/01/2017,within a day,0.55,0.52,No,17,17,Yes,Yes,el Camp de l'Arpa del Clot,Sant Martí,41.41301,2.18135,Entire home/apt,5,,1 bath,3,3,55,Yes,No,No,Yes,No,Yes,No,No,Yes,No,No,Yes,No,Yes,No,No,No,No,Yes,31,1125,14,183,0,,,,,,,,0,10010
22073747,112043598,Joan,18/01/2017,within a day,0.55,0.52,No,17,17,Yes,Yes,el Camp de l'Arpa del Clot,Sant Martí,41.41512,2.18128,Entire home/apt,4,,1 bath,3,3,55,No,No,No,Yes,No,Yes,No,No,No,No,Yes,Yes,No,Yes,No,No,No,No,Yes,31,1125,39,314,0,,,,,,,,0,2805
22112085,161539309,Ivanna,06/12/2017,N/A,N/A,N/A,No,1,1,Yes,No,"Sant Pere, Santa Caterina i la Ribera",Ciutat Vella,41.38693,2.17674,Private room,2,,1 shared bath,1,1,40,No,Yes,No,Yes,No,Yes,No,No,Yes,Yes,No,No,No,Yes,No,No,No,No,No,2,1125,0,0,0,,,,,,,,0,14600
22354284,163317272,Dana Elena,19/12/2017,N/A,N/A,N/A,No,1,1,Yes,No,l'Antiga Esquerra de l'Eixample,Eixample,41.38929,2.1597,Private room,12,,4 shared baths,5,12,260,No,No,No,Yes,No,Yes,No,Yes,Yes,No,Yes,No,No,Yes,No,No,Yes,No,Yes,2,1125,0,0,0,,,,,,,,1,94900
22156189,7016433,Xavi,20/06/2013,a few days or more,0.33,N/A,No,2,2,Yes,Yes,la Vila de Gràcia,Gràcia,41.40682,2.15207,Entire home/apt,3,,2 baths,2,2,190,No,Yes,No,Yes,No,Yes,No,No,Yes,Yes,Yes,Yes,No,Yes,No,No,Yes,No,Yes,32,1125,37,312,0,,,,,,,,1,10070
22188551,76721318,Francesco,09/06/2016,N/A,N/A,N/A,No,2,2,Yes,Yes,Sant Antoni,Eixample,41.37599,2.16029,Private room,2,,1 shared bath,1,1,40,No,Yes,No,Yes,No,Yes,No,No,No,Yes,Yes,Yes,No,Yes,No,No,Yes,No,Yes,1,1125,0,0,0,,,,,,,,1,14600
22383717,147236328,Diana,22/08/2017,N/A,N/A,1,No,1,1,Yes,Yes,el Clot,Sant Martí,41.40787,2.18902,Private room,2,,1 shared bath,1,1,41,No,No,No,Yes,No,Yes,No,No,Yes,No,Yes,No,No,Yes,No,Yes,Yes,No,Yes,2,1125,0,0,0,,,,,,,,1,14965
22201334,22029967,Jose,02/10/2014,N/A,N/A,N/A,No,1,1,Yes,No,la Dreta de l'Eixample,Eixample,41.38879,2.1679,Private room,1,,1 shared bath,,1,25,No,No,No,Yes,No,Yes,No,No,No,No,No,No,No,Yes,No,No,No,No,Yes,1,1125,0,0,0,,,,,,,,0,9125
22217118,112043598,Joan,18/01/2017,within a day,0.55,0.52,No,17,17,Yes,Yes,el Camp de l'Arpa del Clot,Sant Martí,41.41452,2.18285,Entire home/apt,4,,1 bath,1,2,55,No,No,No,Yes,No,Yes,No,No,Yes,No,Yes,Yes,No,Yes,No,No,No,No,Yes,31,1125,55,330,0,,,,,,,,0,1925
22660625,20205980,Fabrizio,18/08/2014,N/A,N/A,N/A,No,1,1,Yes,Yes,Horta,Horta-Guinardó,41.43,2.16127,Private room,2,,1 shared bath,1,1,40,Yes,No,No,Yes,No,Yes,No,No,Yes,No,Yes,No,No,Yes,No,No,No,No,Yes,1,1125,0,0,0,,,,,,,,0,14600
22892177,89367617,Flor,11/08/2016,N/A,N/A,N/A,No,1,1,Yes,No,Sant Gervasi - Galvany,Sarrià-Sant Gervasi,41.39474,2.14195,Entire home/apt,1,,1 bath,1,1,17,No,No,No,Yes,No,Yes,No,No,Yes,Yes,Yes,Yes,No,Yes,No,No,Yes,No,Yes,90,1125,89,89,0,,,,,,,,0,4692
22949323,35866575,Monica,15/06/2015,N/A,N/A,N/A,No,1,1,Yes,No,Sarrià,Sarrià-Sant Gervasi,41.41201,2.11276,Private room,2,,1 shared bath,1,1,100,No,Yes,Yes,Yes,No,Yes,No,No,Yes,Yes,Yes,No,Yes,Yes,No,Yes,No,No,Yes,3,1125,0,0,0,,,,,,,,1,36500
22790644,23257094,Andrea,02/11/2014,N/A,N/A,N/A,No,1,1,Yes,Yes,la Sagrada Família,Eixample,41.41098,2.17557,Private room,2,,1 shared bath,1,1,73,No,Yes,No,Yes,No,Yes,No,No,Yes,Yes,No,Yes,No,Yes,No,No,Yes,No,Yes,2,1125,0,0,0,,,,,,,,1,26645
23101188,171608416,Maria Rosa,04/02/2018,a few days or more,0.43,1,No,1,1,Yes,No,la Marina de Port,Sants-Montjuïc,41.36567999,2.14012605,Private room,1,,2 shared baths,1,1,70,No,No,No,Yes,No,Yes,No,No,Yes,No,Yes,Yes,No,Yes,No,No,Yes,No,Yes,7,1125,0,249,0,,,,,,,,0,8120
22884599,101269978,Damián,25/10/2016,N/A,N/A,N/A,No,1,1,Yes,Yes,el Putxet i el Farró,Sarrià-Sant Gervasi,41.40747,2.14351,Private room,1,,1 private bath,1,1,60,No,Yes,No,Yes,No,Yes,No,No,No,Yes,Yes,No,No,Yes,No,No,Yes,No,Yes,1,1125,0,0,0,,,,,,,,0,21900
