OrderID,CustomerID,OrderDate,ShipDate,ShipMode,Status
O001839,C00243,2026-01-31,2026-02-02,First Class,Completed
O001840,C00480,2026-01-31,2026-02-03,First Class,Completed
O001841,C00323,2026-01-31,2026-02-02,Second Class,Completed
O001842,C00382,2026-01-31,2026-02-01,Second Class,Completed
O001843,C00063,2026-01-31,2026-02-05,First Class,Completed
O001844,C00327,2026-01-31,2026-02-04,First Class,Completed
O001845,C00185,2026-01-31,2026-02-02,Standard,Completed
O001846,C00499,2026-01-31,2026-02-02,Standard,Completed
O001847,C00325,2026-01-31,2026-02-02,First Class,Completed
O001848,C00008,2026-01-31,2026-02-03,Standard,Completed
O001849,C00300,2026-01-31,2026-02-03,Standard,Completed
O001850,C00405,2026-01-31,2026-02-04,Standard,Completed
O001851,C00497,2026-01-31,2026-02-01,Standard,Completed
O001852,C00402,2026-01-31,2026-02-05,Second Class,Completed
O001853,C00353,2026-01-31,2026-02-04,Second Class,Completed
O001854,C00191,2026-01-31,2026-02-02,Standard,Completed
O001855,C00081,2026-01-31,2026-02-02,First Class,Completed
O001856,C00352,2026-01-31,2026-02-01,Second Class,Completed
O001857,C00477,2026-01-31,2026-02-03,Second Class,Completed
O001858,C00031,2026-01-31,2026-02-01,First Class,Completed
O001859,C00360,2026-01-31,2026-02-02,Second Class,Completed
O001860,C00065,2026-01-31,2026-02-01,First Class,Completed
O001861,C00163,2026-01-31,2026-02-02,Second Class,Completed
O001862,C00413,2026-01-31,2026-02-03,First Class,Completed
O001863,C00011,2026-01-31,2026-02-02,Second Class,Completed
O001864,C00184,2026-01-31,2026-02-04,Second Class,Completed
O001865,C00129,2026-01-31,2026-02-02,Standard,Completed
O001866,C00362,2026-01-31,2026-02-04,First Class,Completed
O001867,C00151,2026-01-31,2026-02-05,Second Class,Completed
O001868,C00098,2026-01-31,2026-02-04,Second Class,Completed
O001869,C00279,2026-01-31,2026-02-02,First Class,Completed
O001870,C00375,2026-01-31,2026-02-03,First Class,Completed
O001871,C00445,2026-01-31,2026-02-03,Second Class,Completed
O001872,C00083,2026-01-31,2026-02-05,Standard,Completed
O001873,C00080,2026-01-31,2026-02-05,First Class,Completed
O001874,C00420,2026-01-31,2026-02-03,First Class,Completed
O001875,C00188,2026-01-31,2026-02-05,First Class,Completed
O001876,C00398,2026-01-31,2026-02-01,Second Class,Completed
O001877,C00195,2026-01-31,2026-02-05,Second Class,Completed
O001878,C00453,2026-01-31,2026-02-02,Standard,Completed
O001879,C00439,2026-01-31,2026-02-05,First Class,Completed
O001880,C00123,2026-01-31,2026-02-05,First Class,Completed
O001881,C00338,2026-01-31,2026-02-01,Second Class,Completed
O001882,C00098,2026-01-31,2026-02-04,Second Class,Completed
O001883,C00393,2026-01-31,2026-02-04,Second Class,Completed
O001884,C00314,2026-01-31,2026-02-02,First Class,Completed
O001885,C00210,2026-01-31,2026-02-03,Second Class,Completed
O001886,C00057,2026-01-31,2026-02-03,Standard,Completed
O001887,C00338,2026-01-31,2026-02-05,Standard,Completed
O001888,C00428,2026-01-31,2026-02-01,Standard,Completed
O001889,C00448,2026-01-31,2026-02-02,Standard,Completed
O001890,C00055,2026-01-31,2026-02-02,First Class,Completed
O001891,C00051,2026-01-31,2026-02-02,Standard,Completed
O001892,C00329,2026-01-31,2026-02-05,First Class,Completed
O001893,C00270,2026-01-31,2026-02-04,Second Class,Completed
O001894,C00132,2026-01-31,2026-02-05,Standard,Completed
O001895,C00114,2026-01-31,2026-02-03,Second Class,Completed
O001896,C00007,2026-01-31,2026-02-01,Standard,Completed
O001897,C00476,2026-01-31,2026-02-04,Standard,Completed
O001898,C00411,2026-01-31,2026-02-04,Second Class,Completed
O001899,C00185,2026-01-31,2026-02-01,Second Class,Completed
O001900,C00421,2026-01-31,2026-02-04,First Class,Completed
O001901,C00422,2026-01-31,2026-02-01,Second Class,Completed
O001902,C00271,2026-01-31,2026-02-03,Standard,Completed
O001903,C00428,2026-01-31,2026-02-01,First Class,Completed
O001904,C00484,2026-01-31,2026-02-01,Standard,Completed
O001905,C00050,2026-01-31,2026-02-05,Standard,Completed
O001906,C00273,2026-01-31,2026-02-02,First Class,Completed
O001907,C00099,2026-01-31,2026-02-02,Second Class,Completed
O001908,C00292,2026-01-31,2026-02-02,Second Class,Completed
O001909,C00286,2026-01-31,2026-02-02,Second Class,Completed
O001910,C00213,2026-01-31,2026-02-05,Second Class,Completed
O001911,C00393,2026-01-31,2026-02-01,Second Class,Completed
O001912,C00184,2026-01-31,2026-02-05,Second Class,Completed
O001913,C00360,2026-01-31,2026-02-04,Second Class,Completed
O001914,C00453,2026-01-31,2026-02-04,Standard,Completed
O001915,C00406,2026-01-31,2026-02-02,Standard,Completed
O001916,C00206,2026-01-31,2026-02-05,Second Class,Completed
O001917,C00337,2026-01-31,2026-02-03,Standard,Completed
O001918,C00308,2026-01-31,2026-02-05,First Class,Completed
O001919,C00463,2026-01-31,2026-02-03,First Class,Completed
O001920,C00167,2026-01-31,2026-02-05,First Class,Completed
O001921,C00392,2026-01-31,2026-02-04,Second Class,Completed
O001922,C00423,2026-01-31,2026-02-04,Second Class,Completed
O001923,C00312,2026-01-31,2026-02-03,Standard,Completed
O001924,C00280,2026-01-31,2026-02-05,Standard,Completed
O001925,C00393,2026-01-31,2026-02-04,Second Class,Completed
O001926,C00185,2026-01-31,2026-02-03,First Class,Completed
O001927,C00492,2026-01-31,2026-02-04,First Class,Completed
O001928,C00372,2026-01-31,2026-02-01,Standard,Completed
O001929,C00306,2026-01-31,2026-02-03,Standard,Completed
O001930,C00070,2026-01-31,2026-02-05,First Class,Completed
O001931,C00154,2026-01-31,2026-02-01,Standard,Completed
O001932,C00439,2026-01-31,2026-02-02,First Class,Completed
O001933,C00396,2026-01-31,2026-02-01,Second Class,Completed
O001934,C00471,2026-01-31,2026-02-03,Second Class,Completed
O001935,C00285,2026-01-31,2026-02-05,Second Class,Completed
O001936,C00080,2026-01-31,2026-02-05,Standard,Completed
O001937,C00236,2026-01-31,2026-02-01,First Class,Completed
O001938,C00071,2026-01-31,2026-02-02,First Class,Completed
O001939,C00456,2026-01-31,2026-02-03,Second Class,Completed
O001940,C00120,2026-01-31,2026-02-02,First Class,Completed
O001941,C00048,2026-01-31,2026-02-03,Second Class,Completed
O001942,C00292,2026-01-31,2026-02-04,Standard,Completed
O001943,C00371,2026-01-31,2026-02-01,First Class,Completed
O001944,C00089,2026-01-31,2026-02-04,First Class,Completed
O001945,C00420,2026-01-31,2026-02-05,Standard,Completed
O001946,C00329,2026-01-31,2026-02-05,First Class,Completed
O001947,C00375,2026-01-31,2026-02-01,Second Class,Completed
O001948,C00041,2026-01-31,2026-02-04,Standard,Completed
O001949,C00179,2026-01-31,2026-02-03,First Class,Completed
O001950,C00477,2026-01-31,2026-02-04,Standard,Completed
O001951,C00383,2026-01-31,2026-02-02,Second Class,Completed
O001952,C00476,2026-01-31,2026-02-05,Standard,Completed
O001953,C00028,2026-01-31,2026-02-04,First Class,Completed
O001954,C00022,2026-01-31,2026-02-05,First Class,Completed
O001955,C00290,2026-01-31,2026-02-05,Standard,Completed
O001956,C00258,2026-01-31,2026-02-03,Second Class,Completed
O001957,C00079,2026-01-31,2026-02-02,Standard,Completed
O001958,C00498,2026-01-31,2026-02-04,First Class,Completed
O001959,C00295,2026-01-31,2026-02-05,Second Class,Completed
O001960,C00114,2026-01-31,2026-02-01,First Class,Completed
O001961,C00403,2026-01-31,2026-02-03,First Class,Completed
O001962,C00068,2026-01-31,2026-02-02,First Class,Completed
O001963,C00244,2026-01-31,2026-02-01,Second Class,Completed
O001964,C00281,2026-01-31,2026-02-01,First Class,Completed
O001965,C00044,2026-01-31,2026-02-03,First Class,Completed
O001966,C00223,2026-01-31,2026-02-05,Second Class,Completed
O001967,C00391,2026-01-31,2026-02-02,Standard,Completed
O001968,C00287,2026-01-31,2026-02-04,Standard,Completed
O001969,C00203,2026-01-31,2026-02-04,Second Class,Completed
O001970,C00101,2026-01-31,2026-02-05,Second Class,Completed
O001971,C00377,2026-01-31,2026-02-05,Second Class,Completed
O001972,C00125,2026-01-31,2026-02-02,Standard,Completed
O001973,C00398,2026-01-31,2026-02-03,First Class,Completed
O001974,C00351,2026-01-31,2026-02-03,Second Class,Completed
O001975,C00058,2026-01-31,2026-02-01,Second Class,Completed
O001976,C00217,2026-01-31,2026-02-04,First Class,Completed
O001977,C00098,2026-01-31,2026-02-03,First Class,Completed
O001978,C00305,2026-01-31,2026-02-03,Second Class,Completed
O001979,C00395,2026-01-31,2026-02-01,First Class,Completed
O001980,C00180,2026-01-31,2026-02-02,Second Class,Completed
O001981,C00320,2026-01-31,2026-02-04,Standard,Completed
O001982,C00023,2026-01-31,2026-02-04,Standard,Completed
O001983,C00351,2026-01-31,2026-02-02,First Class,Completed
O001984,C00388,2026-01-31,2026-02-02,Second Class,Completed
O001985,C00058,2026-01-31,2026-02-01,Second Class,Completed
O001986,C00125,2026-01-31,2026-02-01,Second Class,Completed
O001987,C00445,2026-01-31,2026-02-02,First Class,Completed
O001988,C00176,2026-01-31,2026-02-01,Second Class,Completed
O001989,C00157,2026-01-31,2026-02-01,First Class,Completed
O001990,C00012,2026-01-31,2026-02-04,First Class,Completed
O001991,C00379,2026-01-31,2026-02-02,Second Class,Completed
O001992,C00105,2026-01-31,2026-02-02,Second Class,Completed
O001993,C00385,2026-01-31,2026-02-05,First Class,Completed
O001994,C00248,2026-01-31,2026-02-05,Second Class,Completed
O001995,C00356,2026-01-31,2026-02-02,Second Class,Completed
O001996,C00193,2026-01-31,2026-02-01,Second Class,Completed
O001997,C00023,2026-01-31,2026-02-05,First Class,Completed
O001998,C00031,2026-01-31,2026-02-02,First Class,Completed
O001999,C00405,2026-01-31,2026-02-02,Second Class,Completed
O002000,C00139,2026-01-31,2026-02-05,Standard,Completed
