PaymentID,OrderID,PaymentDate,PaymentMethod,Amount
PAY0001973,O001973,2026-01-31,PayPal,2405.51
PAY0001974,O001974,2026-01-31,Credit Card,1078.77
PAY0001975,O001975,2026-01-31,PayPal,155.11
PAY0001976,O001976,2026-01-31,PayPal,1235.15
PAY0001977,O001977,2026-01-31,Debit Card,1636.57
PAY0001978,O001978,2026-01-31,Debit Card,1933.1
PAY0001979,O001979,2026-01-31,Credit Card,1640.65
PAY0001980,O001980,2026-01-31,Credit Card,1898.26
PAY0001981,O001981,2026-01-31,Debit Card,1447.98
PAY0001982,O001982,2026-01-31,PayPal,647.46
PAY0001983,O001983,2026-01-31,PayPal,628.95
PAY0001984,O001984,2026-01-31,PayPal,1690.1
PAY0001985,O001985,2026-01-31,Debit Card,1660.46
PAY0001986,O001986,2026-01-31,PayPal,432.46
PAY0001987,O001987,2026-01-31,PayPal,1916.83
PAY0001988,O001988,2026-01-31,Debit Card,2087.23
PAY0001989,O001989,2026-01-31,Debit Card,2404.05
PAY0001990,O001990,2026-01-31,PayPal,382.73
PAY0001991,O001991,2026-01-31,Credit Card,2265.4
PAY0001992,O001992,2026-01-31,PayPal,1564.02
PAY0001993,O001993,2026-01-31,Debit Card,171.86
PAY0001994,O001994,2026-01-31,Credit Card,1074.95
PAY0001995,O001995,2026-01-31,Debit Card,1406.8
PAY0001996,O001996,2026-01-31,Credit Card,1141.95
PAY0001997,O001997,2026-01-31,Debit Card,324.39
PAY0001998,O001998,2026-01-31,PayPal,1017.84
PAY0001999,O001999,2026-01-31,Debit Card,927.32
PAY0002000,O002000,2026-01-31,PayPal,274.73
