Channel;City;Region;Customer name;Distance from the warehouse 
Supermarket;St. Enoder;Cornwall;Fleetwood Area School District;30
Local store;Aldborough Ward;Greater London;Alaska State Troopers;35
Local store;Abbey Ward;Buckinghamshire;Lasting Impressions;160
Franchise;Loundsley Green Ward;Derbyshire;Glass Express;55
Small chain store;Broxburn, Uphall and Winchburg;West Lothian;Quantum Consultants Inc;65
Franchise;Dee Ward;Dumfries and Galloway;J A Associates;35
Local store;Abbey Ward;Buckinghamshire;Ide Haigney & Radio;160
Local store;Hilton;Aberdeenshire;Dale, George F Esq;40
Franchise;Brooklands Ward;Greater Manchester;M A C Insurance Agency;75
Franchise;Abbey Ward;Buckinghamshire;Audrey M Borland Studios;160
Franchise;Abbey Ward;Buckinghamshire;Mayo, Timothy L Esq;160
Franchise;Eccleston Ward;Merseyside;Hollett, Byron P Esq;60
Franchise;Howard Town Ward;Derbyshire;Veri Nu Products Corp;45
Franchise;Aylesbury;Buckinghamshire;Schen, Sanford E Md;80
Small chain store;Newquay;Cornwall;Danka Business Systems;95
Supermarket;St. Georges Hill Ward;Surrey;Hasselberg, Michael R Esq;50
Franchise;Abbey Ward;Buckinghamshire;Ed Miniat Inc;160
Small chain store;Royal Hospital Ward;Greater London;Davis Commercial Contracting;30
Supermarket;Broxburn, Uphall and Winchburg;West Lothian;Garton, Jeffrey P Esq;155
Supermarket;Broxburn, Uphall and Winchburg;West Lothian;Sm Toth Baldridge & Van Belkum;155
Franchise;Weston-Super-Mare;North Somerset;Westoaks Glass;45
Supermarket;Castle Ward;West Sussex;Direct Tools & Fasteners;40
Supermarket;Abbey Ward;Buckinghamshire;Applied Robotic Tech Inc;160
Supermarket;Broxburn, Uphall and Winchburg;West Lothian;Air Tech Streamlining;155
Local store;Abbey Ward;Buckinghamshire;E Zaks & Co;160
Local store;Abbey Ward;Buckinghamshire;Olden Camera & Lens Co Inc;160
Franchise;Hawerby cum Beesby;Lincolnshire;Madaus, Gerald F Jr;40
Small chain store;Llangeler Community;Ceredigion;Radisson Suite Hotel;50
Supermarket;Launcells;Cornwall;Digital Solutions Inc;85
Supermarket;Abbey Ward;Buckinghamshire;El Hispanic News;160
Supermarket;Abbey Ward;Buckinghamshire;South Bldg Code Congres;160
Franchise;Shard End Ward;West Midlands;Kenney Mfg Co;35
Franchise;City and Hunslet Ward;West Yorkshire;Oncor Inc;20
Small chain store;Shard End Ward;West Midlands;Best Western Caprock Inn;120
Small chain store;Abbey Ward;Buckinghamshire;Wiltgen, Nancy A Esq;160
Local store;Broxburn, Uphall and Winchburg;West Lothian;Mcknight, H Vincent Jr;155
Local store;Abbey Ward;Buckinghamshire;Miller Searl & Fitch;160
Franchise;Westgate Ward;Gloucestershire;Brenner, Steven G Esq;50
Franchise;Franche Ward;Hereford and Worcester;Western Packing Co;35
Franchise;Staple Hill Ward;South Gloucestershire;Ardent Studios Inc;60
Small chain store;Abbey Ward;Buckinghamshire;Borton Petrini & Conron;160
Small chain store;Broxburn, Uphall and Winchburg;West Lothian;A F Supl Co Div Automtc Firing;155
Local store;Broxburn, Uphall and Winchburg;West Lothian;Murray Whisnant Architects;155
Franchise;Loundsley Green Ward;Derbyshire;1893 Shops;55
Franchise;Llangeler Community;Ceredigion;Dering, James E Esq;50
Small chain store;Launcells;Cornwall;Waltons Carson Gardens;85
Small chain store;Abbey Ward;Buckinghamshire;Cohen And Fromm Pc;160
Supermarket;Loundsley Green Ward;Derbyshire;Prg Company;55
Local store;Abbey Ward;Buckinghamshire;Medlab Environmental Test Inc;160
Local store;Llangeler Community;Ceredigion;Leem Company Inc;50
Franchise;Renfrew South & Gallowhill War;Dunbartonshire;Clarke, James H Esq;35
Supermarket;Westgate Ward;Gloucestershire;Lykes Bros Inc;50
Local store;Weston-Super-Mare;North Somerset;Mason Insurance Agency Inc;45
Small chain store;Abbey Ward;Buckinghamshire;J T Painting Corp;160
Supermarket;Stroud;Hampshire;Solomon Metals Inc;105
Local store;Astley Bridge Ward;Greater Manchester;Looking Good;75
Local store;Broxburn, Uphall and Winchburg;West Lothian;Guldstrand Engineering Inc;155
Franchise;Brockley Ward;Greater London;Ciocia, James A Esq;30
Supermarket;Abbey Ward;Buckinghamshire;Center For Pediatrics;160
Supermarket;St. Ive;Cornwall;William A Geppert True Value;40
Supermarket;Abbey Ward;Buckinghamshire;Hardware Specialty Co Inc;160
Supermarket;Dee Ward;Dumfries and Galloway;Creative Consultants;35
Supermarket;Sefton;Merseyside;Fhk Corp;40
Franchise;Dee Ward;Dumfries and Galloway;Regis Brd Pro Engrs & Land;35
Franchise;Abbey Ward;Buckinghamshire;Male Power Ltd;160
Franchise;Parwich;Derbyshire;Atc Power Systems;175
Franchise;Loundsley Green Ward;Derbyshire;Farmers Electric Co Op Inc;55
Franchise;Carbrooke;Norfolk;Goldberg, Stephen M Esq;205
Small chain store;Shiney Row Ward;County Durham;Best Wstrn Host Mtr Htl Palm;75
Supermarket;Carbrooke;Norfolk;Micro Lan;205
Local store;Carbrooke;Norfolk;Dilling Harris Inc;205
Franchise;Steornabhagh a Deas Ward;Western Isles;Horizon Air Magazine;50
Franchise;Abbey Ward;Buckinghamshire;Avante Limited;160
Small chain store;Bintree;Norfolk;Miller, William E Iii;80
Supermarket;Howard Town Ward;Derbyshire;Martin Morrissey;45
Supermarket;Woodstock Ward;South Gloucestershire;Auto Body Color;35
Franchise;Woodhall Farm Ward;Hertfordshire;Fred, Anthony Esq;45
Franchise;Shiney Row Ward;County Durham;Advantage Bookkeeping;75
Franchise;Overton Ward;Lancashire;Capital Fasteners Inc;65
Franchise;Lye and Stourbridge North Ward;West Midlands;Cumberland Vacuum Products;25
Supermarket;Parwich;Derbyshire;Schwartz, Thomas E Esq;175
Supermarket;Loundsley Green Ward;Derbyshire;Alliance Construction Co Inc;55
Local store;Parwich;Derbyshire;Keller, Raymond C;175
Local store;Chichester;West Sussex;Proto Tek Manufacturing;20
Local store;Abbey Ward;Buckinghamshire;Great Clips For Hair;160
Franchise;Abbey Ward;Buckinghamshire;Country Kitchen;160
Small chain store;Broxburn, Uphall and Winchburg;West Lothian;T C E Systems Inc;65
Small chain store;Stanhope;County Durham;Rock Springs Petroleum Equip;25
Small chain store;St. Enoder;Cornwall;Howard Johnson;30
Small chain store;Lancing;West Sussex;Harris Oldsmobile Inc;25
Small chain store;North Tawton;Devon;Jurdem, Scott Esq;15
Supermarket;Loundsley Green Ward;Derbyshire;Lindner Funds;55
Supermarket;Letchworth South West Ward;Hertfordshire;Donald, G Nelson Esq;35
Supermarket;St. Enoder;Cornwall;Cia Inspection;30
Local store;Abbey Ward;Buckinghamshire;Nelsons Trmt & Pest Cntrl Co;160
Local store;Marldon;Devon;Plaza Gourmet Delicatessen;45
Franchise;Abbey Ward;Buckinghamshire;Fitzgerald, Edward J;160
Franchise;Abbey Ward;Buckinghamshire;Furey & Associates;160
Franchise;Marldon;Devon;Bfg Federal Credit Union;45
Supermarket;Carbrooke;Norfolk;Nelson Wright Haworth Golf Crs;205
Supermarket;Parwich;Derbyshire;Alan D Rosenburg Cpa Pc;40
Local store;Dee Ward;Dumfries and Galloway;Cap Gemini America;35
Local store;Letchworth South West Ward;Hertfordshire;Elliott, John W Esq;20
Franchise;East Southbourne and Tuckton W;Bournemouth;Mcmahan, Ben L;20
Franchise;Castle Ward;West Sussex;Champagne Room;40
Franchise;Broxburn, Uphall and Winchburg;West Lothian;Thompson, Michael C Esq;50
Franchise;Woodstock Ward;South Gloucestershire;Wrangle Hill Auto Auct & Slvg;35
Franchise;Laindon Park Ward;Essex;In Communications Inc;90
Local store;Carbrooke;Norfolk;Bizerba Usa Inc;60
Local store;Carbrooke;Norfolk;Max Video;160
Local store;Carbrooke;Norfolk;K & R Associates Inc;160
Franchise;Carbrooke;Norfolk;Cain, John M Esq;160
Franchise;Broxburn, Uphall and Winchburg;West Lothian;Sound Vision Corp;155
Franchise;Cockerton West Ward;Darlington;Rowley/hansell Petetin;35
Franchise;Conisbrough and Denaby Ward;South Yorkshire;Industrial Engineering Assocs;45
Franchise;Broxburn, Uphall and Winchburg;West Lothian;Weiss Spirt & Guyer;55
Supermarket;Broxburn, Uphall and Winchburg;West Lothian;Crowan, Kenneth W Esq;20
Supermarket;Castle Ward;West Sussex;Rittenhouse Motor Co;35
Local store;Loundsley Green Ward;Derbyshire;Modern Plastics Corp;55
Local store;East Putney Ward;Greater London;Niagara Custombuilt Mfg Co;45
Franchise;Catterick;North Yorkshire;Practical Periphrals;40
Small chain store;Broxburn, Uphall and Winchburg;West Lothian;Curtin, Patricia M Esq;155
Supermarket;Brimpton;Berkshire;Wilhelm, James E Jr;35
Supermarket;Newquay;Cornwall;Smart Signs;35
Local store;Abbey Ward;Buckinghamshire;Arctic Star Distributing Inc;90
Local store;Selston;Nottinghamshire;Lensbower, Gregory L Esq;85
Franchise;Dunblane and Bridge of Allan W;Stirling;Portal Metal Products;25
Franchise;Abbey Ward;Buckinghamshire;J C S Machinery;55
Franchise;Kilmersdon;Somerset;Berick, Joseph G Esq;45
Franchise;Kirkby Stephen;Cumbria;Jackson & Heit Machine Co Inc;40
Franchise;Marldon;Devon;Bridgeway Plan For Health;45
Franchise;Abbey Ward;Buckinghamshire;Wmgl 101.7 Fm;55
Supermarket;Central Ward;Lancashire;Hughlett, Henry T Jr;25
Supermarket;Sawston;Cambridgeshire;Penrose Place Pharmacy Inc;5
Supermarket;City and Hunslet Ward;West Yorkshire;Novak, Alan Paul Esq;20
Supermarket;Kirkby Stephen;Cumbria;B & S Tool And Cutter Svc Inc;40
Supermarket;Llangeler Community;Ceredigion;Berry, John M Esq;50
Supermarket;Carbrooke;Norfolk;Alden, Michael H Esq;25
Supermarket;Abbey Ward;Buckinghamshire;Ernest E Heuer & Company Pc;80
Local store;Malmesbury;Wiltshire;Frankel, Stephen;20
Local store;Weston-Super-Mare;North Somerset;Guynes Design Inc;45
Franchise;Abbey Ward;Buckinghamshire;General Appraisal Co;50
Franchise;Catterick;North Yorkshire;Sheraton Inn Ocean Front;40
Small chain store;Broxburn, Uphall and Winchburg;West Lothian;Cooper Myers Y Co;60
Supermarket;St. Stephens Ward;Kent;Cash 4 Checks;40
Supermarket;Town Ward;Greater London;Charlotte Chamber;55
Local store;Walkergate Ward;Tyne and Wear;Kisc 98 Kiss Fm;75
Local store;Loundsley Green Ward;Derbyshire;Schwartzbard, Gail L Esq;55
Franchise;Abbey Ward;Buckinghamshire;Marketing Horizons Inc;35
Franchise;Carbrooke;Norfolk;Brady, Brad J Esq;35
Local store;New Milton;Hampshire;Welders Supply;35
Franchise;Eccleston Ward;Merseyside;Bomarko Inc;35
Franchise;Hawerby cum Beesby;Lincolnshire;Benitez, Brigida Esq;35
Small chain store;Filwood Ward;Bristol;Kennedy Scales Inc;25
Small chain store;Ryde;Isle of Wight;Barajas & Bustamante Archl;40
Small chain store;Marldon;Devon;Brewster Wallcoverings Co;35
Supermarket;East Putney Ward;Greater London;Bohs Well Drilling Inc;25
Local store;Central Buchan Ward;Aberdeenshire;Gavin, Lee W Esq;25
Franchise;Abbey Ward;Buckinghamshire;Reid, Carleton B Esq;35
Small chain store;Carbrooke;Norfolk;Canterbury, Christopher C;40
Franchise;Abbey Ward;Buckinghamshire;Omni Mandalay;40
Franchise;Abbey Ward;Buckinghamshire;Lba Savings Bank;55
Franchise;Central Buchan Ward;Aberdeenshire;Lutz, Christopher T Esq;90
Franchise;Broxburn, Uphall and Winchburg;West Lothian;Association Of Art Museum Dir;155
Franchise;Bulwell Ward;Nottinghamshire;L & L Sales Co Inc;45
Small chain store;Abbey Ward;Buckinghamshire;Cavuto, John A;10
Small chain store;Loundsley Green Ward;Derbyshire;Pacific Coast Packaging;55
Local store;Newquay;Cornwall;Storm Eye Institute;35
Franchise;St. Enoder;Cornwall;Automation Engrg & Mfg Inc;30
Small chain store;Loundsley Green Ward;Derbyshire;Packaging Corp Of America;55
Small chain store;Chichester;West Sussex;Goe, Douglas E Esq;20
Supermarket;New Milton;Hampshire;Burgess Steel Products Corp;35
Franchise;Abbey Ward;Buckinghamshire;Tipton & Hurst;5
Local store;Newquay;Cornwall;A O Hardee & Son Inc;95
Franchise;Parwich;Derbyshire;Dale Yoder Clu Life Hlth & Bus;25
Franchise;Hawerby cum Beesby;Lincolnshire;Council Of Cmnty Blood Ctrs;40
Small chain store;Loundsley Green Ward;Derbyshire;Tremont, Michael A Esq;55
Small chain store;Broxburn, Uphall and Winchburg;West Lothian;Trautman, Eileen Esq;65
Supermarket;Carbrooke;Norfolk;Office Service Co;40
Local store;Bargate Ward;Southampton;Alphabetland Pre School Center;35
Franchise;Lancing;West Sussex;Shamrock Food Service;25
Franchise;Steornabhagh a Deas Ward;Western Isles;Central Hrdwr & Elec Corp;50
Supermarket;Broxburn, Uphall and Winchburg;West Lothian;Matt Parrott & Sons Co;155
Local store;Parwich;Derbyshire;Tiny Tots Originals Div;160
Franchise;Broxburn, Uphall and Winchburg;West Lothian;Lovitch, Alan F;155
Franchise;Brimpton;Berkshire;Wise Industries;35
Franchise;Stroud;Hampshire;East County Process;25
Franchise;Woodstock Ward;South Gloucestershire;Agopgee Enterprises Inc;10
Franchise;St. Enoder;Cornwall;L Winik & Associates Inc;30
Franchise;Parwich;Derbyshire;Rosati, Marc D Esq;30
Franchise;Bishop Auckland;County Durham;Rust Evader Corp;30
Small chain store;Smallbridge and Firgrove Ward;Greater Manchester;Kiqo Pure Gold Oldies 104 Fm;35
Small chain store;Broxburn, Uphall and Winchburg;West Lothian;Segall Majestic Inc;155
Small chain store;Conisbrough and Denaby Ward;South Yorkshire;Taos Valley Resort Assn;40
Supermarket;West End Ward;Greater London;Exhibit Crafts Inc;35
Supermarket;Broxburn, Uphall and Winchburg;West Lothian;Laitinen, Stephen B Esq;90
Supermarket;Parwich;Derbyshire;Herr Foods Inc;160
Local store;Broxburn, Uphall and Winchburg;West Lothian;Tiburon Pen Chmbr Commrce Inc;45
Local store;Abbey Ward;Buckinghamshire;Agri Business Insurance Agency;80
Local store;Broxburn, Uphall and Winchburg;West Lothian;Gerstenfeld, Gerald F Esq;40
Local store;Marldon;Devon;Mcdonald, Michael J Esq;45
Franchise;Abbey Ward;Buckinghamshire;Best Western Riverview Inn;55
Small chain store;Burmantofts and Richmond Hill ;West Yorkshire;Berg, Michael D Esq;40
Supermarket;Broxburn, Uphall and Winchburg;West Lothian;Nature Conservancy;60
Local store;Franche Ward;Hereford and Worcester;Walker, Susan S Esq;35
Franchise;Darnall Ward;Yorkshire, South;Alternative Collection Svc Inc;85
Supermarket;Ryde;Isle of Wight;Thornsjo, Dale O Esq;15
Supermarket;East Putney Ward;Greater London;Manhattan Supply Co Deer Pk;55
Supermarket;East Putney Ward;Greater London;Clifford Standifer & Mcdowell;70
Supermarket;Farnham;Surrey;Universal Case Co;50
Local store;Broxburn, Uphall and Winchburg;West Lothian;A O J Mfg Corp;155
Local store;Carbrooke;Norfolk;Paralegal Personnel;30
Local store;Carbrooke;Norfolk;Sunderland Publishing Co;110
Local store;Malmesbury;Wiltshire;Godfroy, William Esq;100
Franchise;Broxburn, Uphall and Winchburg;West Lothian;Crossroads Travel Service Inc;155
Franchise;Abbey Ward;Buckinghamshire;Sarrail Lynch & Hall;65
Franchise;Weston-Super-Mare;North Somerset;Typesetters;40
Franchise;Meads Ward;East Sussex;Cooper Electric Supply Co;110
Franchise;Broxburn, Uphall and Winchburg;West Lothian;Mcallister & Murphy Pc;155
Franchise;Abbey Ward;Buckinghamshire;Blanton, Mary R Attorney;95
Small chain store;Brimpton;Berkshire;Upper Deck Co;35
Small chain store;Abbey Ward;Buckinghamshire;Victory Coating;40
Supermarket;New Milton;Hampshire;Twining Nemia & Steflik;35
Supermarket;East Southbourne and Tuckton W;Bournemouth;Jeanettes Drapery & Upholstery;20
Local store;Lavenham;Suffolk;Prugh, Pamela J Cpa;80
Local store;Wollaton West Ward;Nottinghamshire;Neeley, Gregory W Esq;15
Franchise;Cockerton West Ward;Darlington;Village Business Center;35
Franchise;Stanhope;County Durham;Carlin, Angela G Esq;25
Franchise;Parwich;Derbyshire;Fan Shop;160
Franchise;Lancing;West Sussex;Mccartney Printing Services;25
Franchise;Smallbridge and Firgrove Ward;Greater Manchester;Greater Cinc Schl Empl Crdt Un;20
Franchise;East Southbourne and Tuckton W;Bournemouth;Haar, Allen F;20
Franchise;Abbey Ward;Buckinghamshire;Harmons;155
Small chain store;Wakefield North Ward;West Yorkshire;Grt Amercn Fed Svngs & Ln Assn;10
Supermarket;Maybury and Sheerwater Ward;Surrey;Allied Plastics;60
Franchise;Carbrooke;Norfolk;Newton Clerk;35
Franchise;Westgate Ward;Gloucestershire;Thompson, Chesney Md;50
Franchise;Parwich;Derbyshire;Young Door Company;55
Small chain store;South Ward;North Eart Lincolnshire;Reliable Yard Service;60
Local store;Woodhall Farm Ward;Hertfordshire;M D & W Railway;45
Local store;Carbrooke;Norfolk;Chuckmaster Co;55
Small chain store;City and Hunslet Ward;West Yorkshire;Shannon, Paul V Esq;20
Small chain store;Abbey Ward;Buckinghamshire;Computemp;160
Local store;New Milton;Hampshire;N Rockland Educl Fed Crdt Un;35
Franchise;Devizes;Wiltshire;A All In One Construction;40
Supermarket;Maybury and Sheerwater Ward;Surrey;Blaineco Structural Movers;50
Small chain store;Parwich;Derbyshire;Green Point Savings Bank;160
Supermarket;Abbey Ward;Buckinghamshire;Sherpa Corp;70
Supermarket;Woodstock Ward;South Gloucestershire;Russell, Amelia Mosley Esq;35
Local store;Franche Ward;Hereford and Worcester;Inter American Press Assn;25
Local store;Carbrooke;Norfolk;Eagle Newspapers;155
Franchise;Darnall Ward;Yorkshire, South;Martin Morrissey;45
Franchise;Loundsley Green Ward;Derbyshire;Callender, William C Esq;5
Supermarket;Whittington;Shropshire;Duffield, Michael C;25
Local store;Gresham Ward;Middlesbrough;Advanced Data Systems;35
Small chain store;Abbey Ward;Buckinghamshire;Drubner, Norman S Esq;160
Supermarket;Abbey Ward;Buckinghamshire;Desktop Center;50
Supermarket;Broxburn, Uphall and Winchburg;West Lothian;Viking Lodge;80
Local store;Loundsley Green Ward;Derbyshire;Rosenkrance, Brent;55
Small chain store;Franche Ward;Hereford and Worcester;Holiday House Apts;35
Small chain store;Loundsley Green Ward;Derbyshire;Or Draymen & Warehousemans;20
Supermarket;Abbey Ward;Buckinghamshire;Haney, Tom C Md;60
Local store;South Ward;North Eart Lincolnshire;Burlington Co Library;50
Franchise;Brimpton;Berkshire;Geneva Woods Professional Ctr;35
Franchise;Saffron Walden;Essex;Chile Pepper Magazine;40
Franchise;Marldon;Devon;Flash, Elena Salerno Esq;45
Franchise;Carbrooke;Norfolk;Owensboro Brick & Tile;35
Franchise;Carbrooke;Norfolk;Mouw & Celello Pc;40
Small chain store;Warlingham;Surrey;Visiting Nur Assn Ctrl Jersey;50
Supermarket;Steornabhagh a Deas Ward;Western Isles;C C Industries;50
Local store;Loundsley Green Ward;Derbyshire;Nelson & Paulson Chartered;55
Franchise;Carbrooke;Norfolk;Capital Thrpy & Spts Medcn Inc;160
Franchise;Abbey Ward;Buckinghamshire;Sun Toledo Refinery Co;60
Franchise;Carbrooke;Norfolk;Philosophical Rsrch Scty Bkstr;70
Small chain store;St. Georges Hill Ward;Surrey;New Jersey Tanning Co Inc;50
Small chain store;Loundsley Green Ward;Derbyshire;All County Inc;55
Supermarket;Sawston;Cambridgeshire;Elmark Graphics Inc;5
Franchise;Crompton Ward;Greater Manchester;Interdependence Associates Inc;40
Franchise;Abbey Ward;Buckinghamshire;Mmm Design Group;35
Small chain store;Maybury and Sheerwater Ward;Surrey;Pathe Cmptr Cntrl Systems Corp;60
Small chain store;Abbey Ward;Buckinghamshire;Torrefazione Italia Inc;35
Supermarket;Loundsley Green Ward;Derbyshire;Sawyer, Robert M Esq;35
