seller_id;seller_zip_code_prefix;seller_city;seller_state
Seller 2998;52011;recife;PE
Seller 2992;88063;florianopolis;SC
Seller 805;13253;itatiba;SP
Seller 1691;90630;porto alegre;RS
Seller 2739;4041;sao paulo;SP
Seller 1400;89136;rodeio;SC
Seller 1442;19020;presidente prudente;SP
Seller 1797;31160;belo horizonte;SP
Seller 478;26510;nilopolis;RJ
Seller 2197;20020;rio de janeiro;RJ
Seller 1834;39400;montes claros;MG
Seller 1384;93032;sao leopoldo;RS
Seller 2401;12327;jacarei;SP
Seller 2398;9981;diadema;SP
Seller 2004;89812;chapeco;SC
Seller 826;13600;sao paulo;SP
Seller 1434;71065;brasilia;DF
Seller 628;41342;salvador;BA
Seller 1024;22793;rio de janeiro;RJ
Seller 394;87045;maringa;PR
Seller 2375;3121;sao paulo;SP
Seller 1853;73813;formosa;GO
Seller 678;25561;sao joao de meriti;RJ
Seller 1127;74930;aparecida de goiania;GO
Seller 536;3029;sao paulo;SP
Seller 192;3572;sao paulo;SP
Seller 1441;37590;jacutinga;MG
Seller 2391;89036;blumenau;SC
Seller 1783;24020;niteroi;RJ
Seller 888;4771;sao paulo;SP
Seller 1997;14025;ribeirao preto;SP
Seller 1692;38405;uberlandia;MG
Seller 967;2122;sao paulo;SP
Seller 2473;13273;valinhos;SP
Seller 1687;31310;belo horizonte;MG
Seller 2137;86360;bandeirantes;PR
Seller 1663;82900;curitiba;PR
Seller 613;5734;sao paulo;SP
Seller 1978;20770;rio de janeiro;RJ
Seller 1845;15054;sao jose do rio preto;SP
Seller 458;14940;ibitinga;SP
Seller 1635;2968;sao paulo;SP
Seller 2429;89082;indaial;SC
Seller 2668;86020;londrina;PR
Seller 2150;82200;curitiba;PR
Seller 2849;74835;goiania;GO
Seller 108;13186;hortolandia;SP
Seller 1511;9550;sao caetano do sul;SP
Seller 2807;55602;vitoria de santo antao;PE
Seller 1772;13212;jundiai;SP
Seller 1122;31565;belo horizonte;MG
Seller 2652;14808;araraquara;SP
Seller 2263;85950;palotina;PR
Seller 3022;25755;petropolis;RJ
Seller 288;6852;itapecerica da serra;SP
Seller 2010;36401;conselheiro lafaiete;MG
Seller 1986;13613;leme;SP
Seller 1519;35530;claudio;MG
Seller 2420;1238;sao paulo;SP
Seller 1510;5713;sao paulo;SP
Seller 1721;5314;sao paulo;SP
Seller 1888;87111;sarandi;PR
Seller 1909;88137;palhoca;SC
Seller 2104;4650;sao paulo;SP
Seller 1695;96080;pelotas;RS
Seller 2619;12051;taubate;SP
