product_id;product_category;product_name_lenght;product_description_lenght;product_photos_qty;product_weight_g;product_length_cm;product_height_cm;product_width_cm
Product 17927;HOUSEWARES;17;395;1;600;17;17;18
Product 25225;FASHION_BAGS_ACCESSORIES;56;1410;1;200;16;2;20
Product 2013;AUTO;57;1631;3;500;16;21;18
Product 17929;COSTRUCTION_TOOLS_TOOLS;50;289;1;1250;22;17;20
Product 16950;COMPUTERS_ACCESSORIES;52;260;1;667;27;19;20
Product 9042;BED_BATH_TABLE;48;120;1;300;40;4;30
Product 6213;PERFUMERY;52;365;1;400;18;18;12
Product 21103;SPORTS_LEISURE;38;256;3;450;25;25;25
Product 10748;AUTO;41;1510;1;2800;16;2;11
Product 15905;FURNITURE_DECOR;60;438;1;250;20;6;11
Product 8365;FURNITURE_DECOR;51;535;1;250;35;5;25
Product 3895;PET_SHOP;50;365;3;300;24;12;12
Product 7190;#N/A;;;;150;16;2;11
Product 30197;FURNITURE_DECOR;28;196;2;1000;35;25;25
Product 5821;FURNITURE_DECOR;29;764;1;6267;36;40;36
Product 5832;SPORTS_LEISURE;46;254;1;2653;53;15;36
Product 28657;FURNITURE_DECOR;58;2130;2;3000;69;11;11
Product 22246;AUTO;54;1636;1;8500;18;29;13
Product 9370;SPORTS_LEISURE;43;877;1;2120;26;25;25
Product 3556;SMALL_APPLIANCES;52;640;3;750;30;30;30
Product 25817;HEALTH_BEAUTY;40;684;2;200;16;16;12
Product 12364;BED_BATH_TABLE;56;198;1;1650;35;20;30
Product 24656;COMPUTERS_ACCESSORIES;53;192;1;900;26;13;21
Product 26931;HOUSEWARES;55;783;1;150;32;5;16
Product 24771;HOUSEWARES;52;202;1;800;31;5;21
Product 25163;COOL_STUFF;22;683;3;700;20;20;20
Product 7679;DRINKS;59;879;1;700;20;20;20
Product 2476;BABY;46;1654;6;10400;100;23;27
Product 27952;MUSICAL_INSTRUMENTS;57;374;1;5850;40;9;105
Product 24697;BED_BATH_TABLE;39;347;1;75;17;12;17
Product 5155;STATIONERY;55;1349;2;1000;27;10;20
Product 28443;AUTO;45;764;4;1475;32;28;28
Product 30972;FASHION_BAGS_ACCESSORIES;52;1383;4;750;36;18;36
Product 30007;STATIONERY;52;145;10;3600;36;8;15
Product 26859;FURNITURE_DECOR;42;461;3;2200;28;28;38
Product 6090;HOME_APPLIANCES;47;82;1;150;20;13;15
Product 13217;HOME_CONSTRUCTION;58;247;1;1750;30;20;30
Product 25976;SPORTS_LEISURE;54;1162;4;1300;44;8;30
Product 1945;FURNITURE_LIVING_ROOM;24;356;2;7750;33;25;33
Product 13078;HOUSEWARES;46;616;1;3100;32;26;21
Product 17008;LUGGAGE_ACCESSORIES;21;769;4;1600;55;37;30
Product 11536;HEALTH_BEAUTY;50;355;1;888;18;17;18
Product 26448;COMPUTERS_ACCESSORIES;39;160;3;150;16;4;14
Product 22147;HOUSEWARES;46;193;1;1025;25;23;25
Product 7353;HOUSEWARES;63;261;2;250;20;9;12
Product 27828;BED_BATH_TABLE;56;509;4;450;45;15;35
Product 7401;HEALTH_BEAUTY;50;546;1;1000;16;12;13
Product 29251;HOUSEWARES;26;201;1;400;16;9;12
Product 22740;TELEPHONY;56;367;3;150;21;7;14
Product 11404;COMPUTERS_ACCESSORIES;45;554;3;400;16;4;16
Product 17495;COSTRUCTION_TOOLS_GARDEN;55;749;1;9500;56;30;28
Product 29102;COOL_STUFF;46;269;1;300;34;5;27
Product 22129;PERFUMERY;30;138;1;150;22;7;16
Product 31245;BED_BATH_TABLE;44;421;1;550;30;5;25
Product 27122;AUTO;39;1571;3;1100;37;12;30
Product 27261;HEALTH_BEAUTY;46;841;1;300;19;12;13
Product 20266;#N/A;;;;21450;70;34;50
Product 20764;HEALTH_BEAUTY;57;1668;1;850;18;10;14
Product 7010;WATCHES_GIFTS;42;431;2;500;17;22;17
Product 16191;SPORTS_LEISURE;54;675;1;750;26;23;23
Product 10919;HEALTH_BEAUTY;59;3939;6;150;28;13;12
Product 12731;HOUSEWARES;54;2952;3;30000;76;51;51
Product 29766;SIGNALING_AND_SECURITY;53;512;1;325;17;17;17
Product 18925;FASHION_BAGS_ACCESSORIES;53;770;1;200;16;2;11
Product 28375;TELEPHONY;50;561;3;200;19;3;12
Product 13289;#N/A;;;;1000;16;14;30
Product 25673;FASHION_MALE_CLOTHING;32;713;2;800;20;7;20
Product 18765;HEALTH_BEAUTY;48;589;1;700;20;16;17
Product 27217;WATCHES_GIFTS;60;394;6;250;16;2;11
Product 6064;AUTO;58;674;3;1800;22;10;18
Product 11873;WATCHES_GIFTS;51;393;1;300;19;13;13
Product 7723;BOOKS_TECHNICAL;42;492;1;450;29;2;17
Product 7990;COMPUTERS_ACCESSORIES;57;761;1;400;16;21;15
Product 17882;COOL_STUFF;59;988;1;1635;23;30;17
Product 9781;FURNITURE_DECOR;52;832;1;750;20;35;20
Product 21927;HEALTH_BEAUTY;54;340;1;500;24;20;24
Product 1263;CONSOLES_GAMES;59;434;3;350;20;20;20
Product 31007;TOYS;43;389;1;200;18;13;16
Product 24465;BED_BATH_TABLE;60;166;3;950;26;15;19
Product 14186;HEALTH_BEAUTY;50;1083;2;452;20;11;18
Product 24341;TOYS;60;919;2;17650;45;50;45
Product 29963;BED_BATH_TABLE;56;393;2;1100;35;9;35
Product 16289;HOUSEWARES;58;235;5;5250;35;15;35
Product 5240;WATCHES_GIFTS;52;654;4;340;47;13;13
Product 23113;BED_BATH_TABLE;58;430;1;2650;33;10;33
Product 30680;FURNITURE_DECOR;58;477;1;300;35;10;25
Product 22044;HOUSEWARES;50;1123;1;13600;16;65;60
Product 31667;CONSTRUCTION_TOOLS_CONSTRUCTION;59;711;6;1250;30;10;20
Product 16241;BED_BATH_TABLE;50;627;2;3950;33;14;33
Product 17582;COMPUTERS_ACCESSORIES;32;1095;2;400;38;2;29
Product 8784;LUGGAGE_ACCESSORIES;59;857;7;1100;35;14;29
Product 20591;HEALTH_BEAUTY;45;379;3;200;16;16;16
Product 7063;HOME_APPLIANCES;60;230;1;425;39;17;39
Product 27970;HOUSEWARES;43;1129;1;22050;55;40;60
Product 15632;COMPUTERS_ACCESSORIES;58;240;1;150;35;8;11
Product 20600;HOUSEWARES;46;290;1;800;20;8;20
Product 7683;FURNITURE_DECOR;57;209;11;800;40;8;35
Product 30316;PERFUMERY;60;418;1;650;16;10;11
Product 21759;FASHIO_FEMALE_CLOTHING;43;754;2;500;16;2;11
Product 17881;COOL_STUFF;57;1255;4;198;17;9;15
Product 30799;#N/A;;;;9150;33;30;44
Product 4825;HOUSEWARES;27;868;2;500;22;16;16
Product 16175;HOUSEWARES;41;687;2;950;27;30;27
Product 9909;AUTO;56;1310;1;3750;42;19;25
Product 13472;SPORTS_LEISURE;32;513;3;250;16;6;20
Product 27089;FASHION_BAGS_ACCESSORIES;42;361;1;100;17;3;12
Product 8973;STATIONERY;59;495;7;800;22;7;15
Product 16935;CONSTRUCTION_TOOLS_SAFETY;58;1720;3;200;17;7;17
Product 1407;INDUSTRY_COMMERCE_AND_BUSINESS;44;1396;2;7225;16;103;25
Product 15856;COOL_STUFF;20;740;1;50;40;30;50
Product 9142;HEALTH_BEAUTY;52;1976;3;425;20;9;18
Product 5250;TOYS;52;397;5;550;32;11;20
Product 23282;HOME_APPLIANCES_2;59;319;7;14350;41;55;31
Product 22095;HEALTH_BEAUTY;32;1046;1;328;20;14;18
Product 9097;BED_BATH_TABLE;32;306;1;1950;58;15;46
Product 29329;HEALTH_BEAUTY;36;642;1;700;16;40;11
Product 25223;HOME_APPLIANCES;57;335;1;1250;22;11;20
Product 19175;CONSTRUCTION_TOOLS_CONSTRUCTION;56;290;2;400;20;5;20
Product 22919;SPORTS_LEISURE;55;936;3;2320;63;33;17
Product 22722;GARDEN_TOOLS;41;394;1;2700;16;30;25
Product 18650;PERFUMERY;47;723;1;455;21;15;17
Product 6296;FASHION_BAGS_ACCESSORIES;38;366;3;150;16;6;20
Product 26229;BED_BATH_TABLE;51;115;1;2200;45;25;35
Product 18712;BED_BATH_TABLE;49;297;2;1400;37;23;35
Product 17605;HOME_CONFORT;55;200;2;450;45;15;35
Product 903;BED_BATH_TABLE;54;120;1;835;40;9;33
Product 23650;COOL_STUFF;55;418;2;1250;36;16;24
Product 30808;COMPUTERS_ACCESSORIES;34;2457;1;550;26;17;17
Product 25148;BED_BATH_TABLE;49;729;1;3850;20;30;30
Product 10542;COOL_STUFF;63;877;6;7000;22;52;27
Product 24592;WATCHES_GIFTS;47;528;3;850;48;16;25
Product 16735;GARDEN_TOOLS;49;374;1;900;30;10;20
Product 30044;FASHION_UNDERWEAR_BEACH;63;3140;11;400;16;5;11
Product 23669;WATCHES_GIFTS;52;585;1;400;20;11;19
Product 16550;SPORTS_LEISURE;52;682;2;1100;24;16;15
Product 14709;GARDEN_TOOLS;57;365;6;850;24;13;18
Product 2961;WATCHES_GIFTS;54;630;6;400;18;11;15
Product 4584;AUDIO;60;1046;1;675;22;9;16
Product 30922;HEALTH_BEAUTY;56;483;2;175;19;12;13
Product 31718;FOOD_DRINK;57;1322;1;1350;18;17;16
Product 27706;COMPUTERS_ACCESSORIES;60;1503;5;588;20;17;15
Product 20188;HOUSEWARES;41;897;1;450;20;10;20
Product 22762;AUTO;59;867;5;1500;68;9;33
Product 27542;SPORTS_LEISURE;25;267;2;1550;35;30;40
Product 8681;HEALTH_BEAUTY;46;1969;1;683;31;16;16
Product 21350;FURNITURE_DECOR;53;575;1;2500;35;9;25
Product 6855;BABY;51;1243;2;500;30;6;23
Product 27456;SPORTS_LEISURE;52;1113;2;300;20;34;44
Product 28015;HEALTH_BEAUTY;44;820;1;350;16;16;15
Product 6479;COOL_STUFF;51;425;1;250;16;12;11
Product 646;FURNITURE_DECOR;47;348;1;2900;40;10;35
Product 2910;COMPUTERS_ACCESSORIES;23;1036;2;200;16;2;11
Product 1133;TELEPHONY;45;742;3;383;16;12;13
Product 28777;CONSOLES_GAMES;49;781;5;200;16;16;16
Product 30229;COMPUTERS_ACCESSORIES;56;1173;1;1300;30;16;16
Product 24504;DRINKS;44;744;1;4300;16;15;11
Product 23827;HEALTH_BEAUTY;53;2610;2;150;16;7;12
Product 6352;FURNITURE_DECOR;59;589;1;400;17;8;17
Product 4648;BED_BATH_TABLE;58;262;1;1400;25;10;25
Product 19825;AUTO;56;1108;6;450;20;15;15
Product 7917;SPORTS_LEISURE;54;660;1;154;17;10;13
Product 2510;HOUSEWARES;55;132;1;470;21;23;21
Product 18154;#N/A;;;;5500;33;22;33
Product 16066;SMALL_APPLIANCES;58;613;1;650;16;10;16
Product 7725;COMPUTERS_ACCESSORIES;34;1122;2;100;18;11;14
Product 7848;BED_BATH_TABLE;55;739;1;1600;40;20;20
Product 12789;FURNITURE_DECOR;52;646;1;400;16;30;20
Product 2161;BED_BATH_TABLE;60;298;1;2350;33;7;37
Product 27077;HOUSEWARES;52;1301;1;975;31;12;21
Product 1880;FURNITURE_DECOR;59;439;1;1800;30;6;20
Product 31618;BED_BATH_TABLE;54;687;2;1150;32;5;30
Product 27832;BED_BATH_TABLE;58;678;1;1250;19;17;22
Product 21128;HEALTH_BEAUTY;60;950;2;1300;42;12;20
Product 5554;#N/A;;;;1300;30;20;30
Product 24765;#N/A;;;;1200;20;20;20
Product 26160;FURNITURE_DECOR;58;275;1;1800;45;14;35
Product 4694;GARDEN_TOOLS;54;2155;1;509;17;13;13
Product 265;SPORTS_LEISURE;59;1104;1;8809;52;52;17
Product 14454;CONSTRUCTION_TOOLS_CONSTRUCTION;58;138;6;14900;48;30;48
Product 15806;FURNITURE_DECOR;56;296;2;1050;100;7;15
Product 10178;BED_BATH_TABLE;57;520;1;950;29;10;25
Product 27634;COOL_STUFF;35;377;2;500;19;17;25
Product 19501;TELEPHONY;58;733;6;100;18;6;14
Product 16677;COOL_STUFF;45;3033;5;12400;35;35;50
Product 10121;STATIONERY;36;215;1;700;45;10;31
Product 21127;WATCHES_GIFTS;39;700;2;253;18;11;13
Product 8421;HEALTH_BEAUTY;45;1194;1;1413;40;16;31
Product 22016;KITCHEN_DINING_LAUNDRY_GARDEN_FURNITURE;57;354;4;1150;27;15;16
Product 27607;BABY;36;654;3;18667;88;28;67
Product 29923;COSTRUCTION_TOOLS_GARDEN;34;376;1;65;17;12;17
Product 20841;PET_SHOP;54;947;4;700;36;12;30
Product 7815;GARDEN_TOOLS;42;567;3;1075;34;31;34
Product 24629;PET_SHOP;42;244;4;4050;30;53;30
Product 26359;PARTY_SUPPLIES;60;430;1;200;16;6;11
Product 18754;BED_BATH_TABLE;35;2618;1;1200;16;22;11
Product 4025;PET_SHOP;57;651;1;500;25;15;20
Product 22909;CONSTRUCTION_TOOLS_CONSTRUCTION;38;409;2;8817;43;24;47
Product 15734;MUSIC;50;364;2;100;24;11;16
Product 13115;COOL_STUFF;58;989;1;2050;42;25;15
Product 27184;OFFICE_FURNITURE;42;2115;1;13600;58;28;58
Product 11028;TELEPHONY;58;734;3;250;17;4;12
Product 11952;ELECTRONICS;60;300;4;24050;80;30;60
Product 15519;HEALTH_BEAUTY;59;1935;3;300;27;11;15
Product 9741;WATCHES_GIFTS;55;266;3;667;20;17;18
Product 29526;CONSTRUCTION_TOOLS_CONSTRUCTION;58;339;1;7100;29;8;29
Product 450;TOYS;60;804;1;600;23;25;20
Product 14422;HEALTH_BEAUTY;59;374;2;1450;38;31;24
Product 7267;HOUSEWARES;55;747;1;6250;53;23;28
Product 3425;FIXED_TELEPHONY;28;1252;3;400;20;30;11
Product 9044;WATCHES_GIFTS;26;567;1;283;18;12;13
Product 5575;PERFUMERY;47;1090;1;850;16;14;11
Product 1886;BED_BATH_TABLE;58;871;1;1200;40;10;37
Product 31317;AUTO;48;557;4;350;44;17;30
Product 26527;AUTO;51;93;1;200;16;15;15
Product 26441;TELEPHONY;55;316;2;150;16;4;11
Product 10606;COMPUTERS_ACCESSORIES;35;1101;1;250;42;2;30
Product 13661;LUGGAGE_ACCESSORIES;41;1047;1;2240;76;10;14
Product 21010;BOOKS_TECHNICAL;25;2021;1;213;21;2;14
Product 20132;TOYS;60;196;4;1150;30;30;30
Product 8958;BED_BATH_TABLE;59;273;1;8850;16;10;16
Product 27872;FURNITURE_DECOR;58;1969;2;3000;69;11;11
Product 20298;HOUSEWARES;58;803;3;10900;71;25;45
Product 3465;FURNITURE_DECOR;32;926;1;600;17;17;17
Product 20558;FASHION_BAGS_ACCESSORIES;51;1081;1;415;23;19;18
Product 31705;TOYS;54;457;1;400;30;10;20
Product 2176;BED_BATH_TABLE;59;796;3;8150;50;20;40
Product 2595;FURNITURE_DECOR;60;956;4;5250;66;15;33
Product 20430;CONSOLES_GAMES;49;472;1;700;20;15;20
Product 28942;COMPUTERS_ACCESSORIES;53;240;1;650;34;15;15
Product 10860;COMPUTERS_ACCESSORIES;24;718;2;200;41;2;29
Product 12528;COOL_STUFF;44;854;3;1000;35;28;16
Product 21591;STATIONERY;57;223;4;1500;60;20;29
Product 23580;TELEPHONY;59;486;1;253;20;10;18
Product 22199;STATIONERY;42;148;4;800;29;10;25
Product 29079;AUTO;58;1590;4;7350;24;69;53
Product 28686;KITCHEN_DINING_LAUNDRY_GARDEN_FURNITURE;60;356;1;4400;27;27;37
Product 1112;TOYS;42;241;1;1200;30;16;20
Product 13097;HEALTH_BEAUTY;49;1216;1;1600;20;20;20
Product 12810;COMPUTERS_ACCESSORIES;25;153;3;250;16;15;15
Product 14312;TELEPHONY;54;653;1;150;19;3;11
Product 25529;#N/A;;;;200;16;2;11
Product 3446;MARKET_PLACE;53;213;3;775;35;9;15
Product 22109;TOYS;63;784;1;300;20;7;20
Product 6989;HEALTH_BEAUTY;41;763;1;150;20;10;20
Product 11563;#N/A;;;;950;45;12;30
Product 27296;FURNITURE_DECOR;40;241;2;4000;52;6;52
Product 30466;SPORTS_LEISURE;57;407;1;500;20;6;15
Product 17507;SPORTS_LEISURE;31;447;1;100;16;6;11
Product 1650;AUTO;60;505;3;200;24;2;17
Product 28113;SPORTS_LEISURE;26;3694;1;300;20;10;15
Product 25439;SPORTS_LEISURE;58;1042;1;2000;28;8;15
Product 21678;TELEPHONY;25;1052;5;300;16;7;11
Product 11365;MUSIC;43;656;2;783;16;8;15
Product 7967;COMPUTERS_ACCESSORIES;41;260;1;775;21;18;26
Product 30685;HOUSEWARES;55;716;1;1400;25;35;35
Product 10005;HOUSEWARES;55;536;1;600;28;18;17
Product 19300;FASHION_UNDERWEAR_BEACH;40;549;3;200;30;30;30
Product 29358;HOUSEWARES;44;919;2;1000;29;19;21
Product 7782;HOUSEWARES;50;379;1;1100;25;22;21
Product 30865;FASHION_SHOES;48;375;6;100;29;7;16
Product 15583;MUSICAL_INSTRUMENTS;50;1053;1;400;19;11;19
Product 20989;HOUSEWARES;59;889;2;250;20;5;16
Product 1911;AGRO_INDUSTRY_AND_COMMERCE;39;326;1;1050;38;41;39
Product 31044;#N/A;;;;200;16;2;11
Product 17073;FASHION_BAGS_ACCESSORIES;48;248;3;300;30;26;22
Product 31391;TOYS;52;706;4;2450;23;7;23
Product 19868;STATIONERY;54;447;1;400;25;10;17
Product 9633;FURNITURE_DECOR;55;743;1;2200;34;8;22
Product 8161;PERFUMERY;46;458;1;500;20;12;15
Product 10487;BED_BATH_TABLE;58;373;2;1700;34;10;34
Product 27307;HEALTH_BEAUTY;49;166;1;325;25;10;13
Product 17090;SPORTS_LEISURE;36;1581;1;150;18;7;14
Product 23327;PERFUMERY;37;107;2;200;22;3;11
Product 7046;CONSTRUCTION_TOOLS_CONSTRUCTION;56;1087;4;6250;55;14;44
Product 10295;FASHION_MALE_CLOTHING;33;939;2;950;40;6;35
Product 27514;AUTO;47;84;2;200;32;8;26
Product 29897;BED_BATH_TABLE;55;148;1;6200;35;15;25
Product 13143;COOL_STUFF;52;330;1;1650;33;44;19
Product 6869;#N/A;;;;200;22;14;14
Product 4406;FOOD;45;911;1;3350;20;21;20
Product 1437;PERFUMERY;60;1772;1;150;16;16;15
Product 15186;PET_SHOP;60;1614;1;2900;83;82;12
Product 181;PARTY_SUPPLIES;36;378;1;1550;23;17;18
Product 15787;AUTO;53;366;1;5750;30;19;31
Product 14519;AUTO;52;1304;1;200;18;9;13
Product 14977;AUTO;45;736;3;350;25;10;20
Product 21480;STATIONERY;51;59;1;100;16;5;16
Product 26142;LUGGAGE_ACCESSORIES;42;413;1;700;16;30;20
Product 10959;HEALTH_BEAUTY;51;495;1;233;18;16;14
Product 25523;SPORTS_LEISURE;41;194;1;100;25;20;20
Product 13136;#N/A;;;;1800;25;25;25
Product 16633;LUGGAGE_ACCESSORIES;57;455;3;10700;40;100;16
Product 28295;BABY;60;849;5;750;50;5;40
Product 12872;#N/A;;;;300;27;5;18
Product 27209;AUTO;32;1313;2;250;18;19;15
Product 714;SPORTS_LEISURE;44;233;5;461;18;10;14
Product 7445;AUTO;60;1146;1;4000;65;25;25
Product 21269;BED_BATH_TABLE;50;353;1;1250;16;10;16
Product 5761;HEALTH_BEAUTY;43;876;2;543;30;12;16
Product 7705;FOOD_DRINK;42;2263;6;1000;28;13;13
Product 12645;AUTO;60;703;6;9050;56;11;32
Product 21458;BED_BATH_TABLE;58;774;1;1550;32;8;29
Product 1873;SPORTS_LEISURE;56;1494;1;300;20;20;20
Product 20743;#N/A;;;;200;16;2;11
Product 26588;HEALTH_BEAUTY;47;886;4;500;30;14;16
Product 14848;HOUSEWARES;52;303;2;9900;61;31;31
Product 29781;TOYS;41;517;1;875;65;23;20
Product 4883;BED_BATH_TABLE;60;850;1;1100;40;10;30
Product 23347;MUSICAL_INSTRUMENTS;56;349;3;200;16;12;20
Product 12207;TELEPHONY;55;880;3;50;18;6;11
Product 16052;ELECTRONICS;55;1702;5;750;21;10;14
Product 24457;CONSOLES_GAMES;50;429;4;530;18;24;18
Product 22361;FURNITURE_DECOR;50;314;1;400;40;15;40
Product 16316;HEALTH_BEAUTY;55;1181;1;250;16;11;14
Product 20545;SPORTS_LEISURE;49;375;2;2000;20;40;30
Product 15192;BED_BATH_TABLE;53;558;1;2400;41;11;36
Product 5811;BOOKS_TECHNICAL;18;612;1;500;23;2;16
Product 14903;FIXED_TELEPHONY;50;78;1;99;22;3;16
Product 18335;SPORTS_LEISURE;45;179;1;1150;16;12;12
Product 27698;COOL_STUFF;52;673;1;175;30;20;25
Product 19895;HEALTH_BEAUTY;57;991;1;217;17;13;15
Product 27194;FASHION_BAGS_ACCESSORIES;42;831;1;100;16;5;16
Product 26779;PERFUMERY;54;909;2;700;20;20;20
Product 12959;COMPUTERS_ACCESSORIES;36;218;1;900;30;14;11
Product 23991;AUTO;49;199;1;2800;95;7;33
Product 3897;WATCHES_GIFTS;58;591;1;500;16;11;11
Product 16161;HOUSEWARES;48;204;1;1150;19;22;19
Product 16081;SPORTS_LEISURE;56;1100;2;300;30;20;40
Product 17373;HOUSEWARES;58;102;1;200;30;40;30
Product 22713;FURNITURE_DECOR;53;1750;3;2550;105;3;70
Product 24178;TELEPHONY;54;1057;6;200;18;3;16
Product 5854;BED_BATH_TABLE;64;409;2;10900;45;15;35
Product 7414;HEALTH_BEAUTY;52;572;1;300;17;14;14
Product 3916;TOYS;51;122;4;450;20;31;30
Product 394;WATCHES_GIFTS;33;523;3;584;16;11;13
Product 24493;BED_BATH_TABLE;56;729;1;2700;20;30;30
Product 8467;BED_BATH_TABLE;58;663;1;4200;34;10;38
Product 14548;TOYS;54;240;1;300;20;20;20
Product 4678;BED_BATH_TABLE;58;2375;6;1400;30;20;26
Product 12279;TELEPHONY;57;1887;2;600;23;18;20
Product 5819;COOL_STUFF;52;894;1;2250;34;52;30
Product 29465;PARTY_SUPPLIES;45;499;6;4500;102;12;12
Product 17982;PET_SHOP;47;115;6;500;20;20;20
Product 17603;SPORTS_LEISURE;55;800;1;900;23;18;18
Product 29829;WATCHES_GIFTS;55;943;4;450;16;11;12
Product 23399;HOME_CONFORT;30;503;1;700;18;12;18
Product 31098;PET_SHOP;58;502;4;200;27;9;26
Product 16455;TOYS;31;735;3;600;20;20;20
Product 24587;TELEPHONY;25;287;1;75;19;3;11
Product 2143;WATCHES_GIFTS;50;589;2;600;19;10;15
Product 10726;SPORTS_LEISURE;60;1596;3;750;30;11;20
Product 14918;AUTO;60;332;2;100;16;5;16
Product 8963;CONSOLES_GAMES;15;728;1;110;17;2;14
Product 642;HEALTH_BEAUTY;47;1115;3;125;24;12;20
Product 911;TELEPHONY;58;751;5;300;17;4;12
Product 23794;COMPUTERS_ACCESSORIES;59;445;1;133;16;12;15
Product 19401;SPORTS_LEISURE;51;546;3;750;23;28;38
Product 6660;AUTO;37;269;3;6700;70;25;22
Product 5712;KITCHEN_DINING_LAUNDRY_GARDEN_FURNITURE;60;137;1;16900;40;30;40
Product 23978;AUTO;59;651;5;4200;78;4;47
Product 29835;TELEPHONY;60;776;6;100;17;4;12
Product 26022;HOUSEWARES;28;238;1;150;26;16;16
Product 28868;BED_BATH_TABLE;42;331;1;550;23;37;35
Product 4643;FURNITURE_DECOR;25;253;3;7000;25;25;25
Product 15440;SPORTS_LEISURE;56;617;3;1100;32;9;21
Product 24385;TOYS;44;1250;4;3850;35;26;41
Product 16727;AUTO;51;966;3;800;21;8;14
Product 1664;PET_SHOP;55;703;1;1500;50;30;33
Product 9768;PERFUMERY;58;942;2;450;16;16;22
Product 27986;SPORTS_LEISURE;31;958;3;2350;92;4;24
Product 14602;HEALTH_BEAUTY;51;309;1;700;28;10;11
Product 13123;AUTO;53;357;2;500;16;16;12
Product 9824;BED_BATH_TABLE;51;231;1;2100;40;6;29
Product 14363;AUTO;57;703;6;4700;47;19;23
Product 24588;SPORTS_LEISURE;39;468;1;200;20;20;20
Product 13660;BED_BATH_TABLE;55;514;1;900;16;10;16
Product 12794;PERFUMERY;52;693;1;400;18;18;18
Product 24037;COMPUTERS_ACCESSORIES;54;1785;1;7000;57;11;52
Product 9488;SPORTS_LEISURE;55;416;1;400;22;5;20
Product 28240;PET_SHOP;50;619;5;1150;40;20;30
Product 3794;ELECTRONICS;54;381;2;100;16;8;16
Product 21210;HOME_CONSTRUCTION;57;707;1;10100;30;61;30
Product 19552;TELEPHONY;55;370;1;250;16;8;11
Product 6424;SPORTS_LEISURE;59;1100;6;1550;16;10;16
Product 20635;SPORTS_LEISURE;56;1720;1;1000;20;20;14
Product 11535;BED_BATH_TABLE;58;184;1;3000;55;25;35
Product 3859;COMPUTERS_ACCESSORIES;60;401;2;150;16;5;15
Product 13160;HOUSEWARES;30;167;1;2150;21;4;71
Product 24332;SPORTS_LEISURE;49;515;1;550;27;25;25
Product 31228;BABY;60;566;1;17600;65;36;45
Product 4405;HOUSEWARES;30;299;2;250;16;23;14
Product 15792;HEALTH_BEAUTY;46;803;1;350;22;3;15
Product 27333;CONSTRUCTION_TOOLS_CONSTRUCTION;52;3500;3;2700;16;11;11
Product 18241;LUGGAGE_ACCESSORIES;56;488;3;17150;36;48;56
Product 4573;TABLETS_PRINTING_IMAGE;64;547;3;300;26;3;26
Product 16805;HEALTH_BEAUTY;32;1883;1;250;17;12;12
Product 11950;BABY;16;978;1;300;16;8;11
Product 6324;HOUSEWARES;59;760;2;650;20;11;15
Product 12541;AUTO;59;1391;3;1700;34;18;16
Product 28563;FASHION_BAGS_ACCESSORIES;48;731;1;200;16;2;11
Product 9422;ELECTRONICS;52;537;1;200;21;7;14
Product 24594;BED_BATH_TABLE;59;497;2;1350;50;11;11
Product 29996;TOYS;30;1155;1;263;19;14;16
Product 20305;BOOKS_GENERAL_INTEREST;10;2068;1;1000;33;6;22
Product 4920;SPORTS_LEISURE;56;1236;1;4350;20;20;20
Product 7957;FURNITURE_DECOR;54;315;1;303;14;14;28
Product 15113;TELEPHONY;56;214;2;200;22;16;16
Product 10702;FOOD_DRINK;58;457;3;2950;17;22;17
Product 28003;COMPUTERS_ACCESSORIES;54;90;2;100;16;8;11
Product 20586;COOL_STUFF;35;240;3;130;100;25;35
Product 21990;BED_BATH_TABLE;49;476;1;350;16;10;16
Product 7517;FURNITURE_DECOR;33;106;2;250;20;20;20
Product 30328;FURNITURE_DECOR;54;757;6;3300;19;7;16
Product 6852;HOME_APPLIANCES;37;1642;10;5500;29;37;25
Product 30901;STATIONERY;41;312;2;200;24;7;14
Product 14937;CONSTRUCTION_TOOLS_CONSTRUCTION;56;1133;1;4200;30;20;20
Product 21921;HEALTH_BEAUTY;41;1109;1;217;17;10;14
Product 11799;FURNITURE_LIVING_ROOM;55;595;1;5600;20;5;60
Product 26056;HEALTH_BEAUTY;59;1343;2;150;16;13;11
Product 4845;COMPUTERS_ACCESSORIES;55;956;3;239;27;8;16
Product 12354;BOOKS_IMPORTED;63;1071;7;1300;29;9;18
Product 20494;FASHION_BAGS_ACCESSORIES;60;83;1;200;16;2;11
Product 5510;HOUSEWARES;45;928;1;800;39;6;28
Product 18505;CONSTRUCTION_TOOLS_CONSTRUCTION;59;274;1;150;24;13;13
Product 9995;HEALTH_BEAUTY;41;1918;1;580;39;11;15
Product 237;AUTO;50;214;4;1600;25;9;17
Product 1612;FASHION_BAGS_ACCESSORIES;35;385;1;100;17;3;12
Product 25360;COMPUTERS_ACCESSORIES;52;294;2;1000;20;20;20
Product 29013;COSTRUCTION_TOOLS_GARDEN;54;118;1;1450;16;16;12
Product 1380;FURNITURE_DECOR;60;473;1;600;30;4;20
Product 18329;AUTO;50;520;2;1200;19;6;14
Product 15384;FOOD;28;528;1;1376;23;15;21
Product 3592;#N/A;;;;350;16;6;11
Product 3040;COMPUTERS_ACCESSORIES;52;967;1;220;22;13;12
Product 15761;TOYS;42;1604;1;6084;68;14;68
Product 7676;WATCHES_GIFTS;53;542;2;400;16;11;20
Product 31032;HEALTH_BEAUTY;60;180;1;300;17;12;11
