cycle_id,truck_id,excavator_id,site_id,load_time,dump_time,tonnes,distance_km,fuel_litres
CYC000238,TRK006,EXC003,NSW001,2024-03-16 21:57:00,2024-03-16 22:27:27,259.85,4.83,115.7
CYC000239,TRK008,EXC004,QLD001,2024-04-30 10:33:00,2024-04-30 11:24:47,354.57,5.05,101.67
CYC000240,TRK001,EXC002,WA001,2024-12-29 03:28:00,2024-12-29 03:49:44,329.69,2.76,91.24
CYC000241,TRK003,EXC006,NSW001,2024-11-28 15:57:00,2024-11-28 16:36:24,345.4,3.6km,146.53
CYC000242,TRK002,EXC001,WA001,2024-10-22 11:30:00,2024-10-22 11:58:02,335.84,5.37,137.05
CYC000243,TRK004,EXC004,NSW001,2024-12-06 08:33:00,2024-12-06 09:23:43,213.69,2.7,201.21
CYC000244,TRK008,EXC003,WA001,2024-03-03 09:18:00,2024-03-03 10:04:50,200.28,5.6km,100.15
CYC000245,TRK008,EXC001,WA001,2024-05-11 17:57:00,2024-05-11 18:21:12,203.69,6.24,127.61
CYC000246,TRK004,EXC003,WA001,2024-12-28 06:16:00,2024-12-28 06:44:41,344.23,5.0km,189.5
CYC000247,TRK010,EXC004,WA001,2024-07-14 19:47:00,2024-07-14 20:25:37,350.42,8.1km,-229.08
CYC000248,TRK015,EXC005,WA001,2024-03-16 15:32:00,2024-03-16 16:15:36,358.03,3.28,144.6
CYC000249,TRK014,EXC006,NSW001,2024-06-12 12:37:00,2024-06-12 12:59:19,211.87,2.99,203.77
CYC000250,TRK004,EXC001,WA001,2024-04-04 19:28:00,2024-04-04 20:03:59,319.98,5.9,-197.48
CYC000251,TRK011,EXC003,NSW001,2024-11-11 08:14:00,2024-11-11 08:36:13,211.84,5.8,94.9
CYC000252,TRK003,EXC003,QLD001,2024-09-10 10:44:00,2024-09-10 11:35:16,316.51,2.81,105.9
CYC000253,TRK013,EXC002,QLD001,2024-12-25 02:43:00,2024-12-25 03:36:34,330.89,4.4km,139.31
CYC000254,TRK013,EXC003,QLD001,2024-06-06 12:07:00,2024-06-06 12:49:41,267.06,5.6,161.77
CYC000255,TRK004,EXC002,QLD001,2024-03-13 07:13:00,2024-03-13 08:12:45,339.64,7.09,214.87
CYC000256,TRK005,EXC005,WA001,2024-09-21 03:34:00,2024-09-21 04:09:55,272.54,5.31,-201.44
CYC000257,TRK005,EXC004,WA001,2024-07-05 09:52:00,2024-07-05 10:20:35,388.49,8.5km,234.6
CYC000258,TRK014,EXC003,QLD001,2024-05-20 01:41:00,2024-05-20 02:34:25,348.4,8.36,221.89
CYC000259,TRK009,EXC004,WA001,2024-01-14 02:57:00,2024-01-14 03:37:48,357.8,6.3km,237.35
CYC000260,TRK015,EXC003,NSW001,2024-01-03 17:01:00,2024-01-03 17:47:52,354.01,8.49,84.66
CYC000261,TRK010,EXC002,QLD001,2024-11-26 04:42:00,2024-11-26 05:24:08,299.94,8.06,223.98
CYC000262,TRK004,EXC001,WA001,2024-09-07 08:53:00,2024-09-07 09:37:33,228.89,2.71,130.99
CYC000263,TRK007,EXC001,NSW001,2024-03-10 04:06:00,2024-03-10 04:34:55,248.71,2.0km,171.65
CYC000264,TRK010,EXC001,QLD001,2024-04-06 23:08:00,2024-04-06 23:41:30,288.95,6.44,238.86
CYC000265,TRK008,EXC003,QLD001,2024-05-23 23:24:00,2024-05-23 23:57:32,281.33,7.5,105.08
CYC000266,TRK013,EXC005,WA001,2024-03-12 18:05:00,2024-03-12 19:04:55,398.34,7.98,97.78
CYC000267,TRK006,EXC001,NSW001,2024-03-07 14:07:00,2024-03-07 14:28:16,307.57,1.77,240.24
CYC000268,TRK004,EXC006,NSW001,2024-02-24 17:07:00,,223.01,6.11,81.51
CYC000269,TRK006,EXC005,WA001,2024-12-01 06:24:00,2024-12-01 07:15:48,295.39,3.3km,248.32
CYC000270,TRK004,EXC002,QLD001,2024-12-20 06:43:00,2024-12-20 07:36:17,239.97,1.59,212.73
CYC000271,TRK003,EXC004,WA001,2024-03-28 03:48:00,2024-03-28 04:22:48,216.04,1.9,186.6
CYC000272,TRK014,EXC002,WA001,2024-04-17 15:57:00,2024-04-17 16:33:47,209.84,4.01,136.41
CYC000273,TRK005,EXC001,WA001,2024-03-22 04:38:00,2024-03-22 05:06:43,246.4,5.3km,138.58
CYC000274,TRK011,EXC006,NSW001,2024-02-07 08:19:00,2024-02-07 08:56:11,332.53,1.85,212.68
CYC000275,TRK014,EXC001,QLD001,2024-09-17 22:34:00,2024-09-17 23:06:30,389.14,4.0km,248.02
CYC000276,TRK007,EXC005,WA001,2024-12-02 21:22:00,2024-12-02 22:08:35,203.13,7.2km,155.62
CYC000277,TRK011,EXC001,QLD001,2024-11-14 22:31:00,2024-11-14 23:08:55,330.86,6.1km,101.27
CYC000278,TRK015,EXC001,NSW001,2024-06-10 04:45:00,2024-06-10 05:16:51,321.28,7.71,233.87
CYC000279,TRK014,EXC004,QLD001,2024-10-31 14:35:00,2024-10-31 15:25:56,227.43,4.75,229.12
CYC000280,TRK009,EXC005,QLD001,2024-01-04 22:22:00,2024-01-04 22:44:12,267.44,3.1km,170.44
CYC000281,TRK013,EXC004,WA001,2024-07-14 21:45:00,,299.57,6.0km,132.37
CYC000282,TRK007,EXC002,WA001,2024-10-11 07:53:00,2024-10-11 08:21:01,339.29,4.67,83.9
CYC000283,TRK002,EXC001,WA001,2024-04-10 14:52:00,2024-04-10 15:44:40,221.76,5.2km,190.25
CYC000284,TRK015,EXC003,NSW001,2024-02-11 11:57:00,2024-02-11 12:34:37,234.48,5.5,172.94
CYC000285,TRK010,EXC001,QLD001,2024-09-12 08:00:00,2024-09-12 08:29:38,236.94,6.27,155.14
CYC000286,TRK010,EXC006,QLD001,2024-11-11 09:41:00,2024-11-11 10:36:46,244.06,7.0,243.46
CYC000287,TRK006,EXC006,NSW001,2024-06-07 10:40:00,2024-06-07 11:27:26,267.23,7.24,192.53
CYC000288,TRK001,EXC001,WA001,2024-09-24 21:02:00,2024-09-24 21:22:48,343.92,4.16,231.94
CYC000289,TRK006,EXC005,WA001,2024-04-30 06:45:00,2024-04-30 07:28:08,348.87,6.71,205.66
CYC000290,TRK014,EXC006,NSW001,2024-12-20 02:36:00,2024-12-20 03:04:09,241.11,3.0km,239.17
CYC000291,TRK007,EXC002,NSW001,2024-07-10 15:56:00,2024-07-10 16:49:46,208.47,6.1km,197.61
CYC000292,TRK004,EXC004,QLD001,2024-01-13 04:40:00,2024-01-13 05:31:07,376.53,8.4,163.71
CYC000293,TRK008,EXC001,QLD001,2024-12-10 18:16:00,,319.56,8.1km,-205.65
CYC000294,TRK009,EXC005,NSW001,2024-08-14 14:48:00,2024-08-14 15:16:08,300.28,8.35,87.19
CYC000295,TRK015,EXC005,WA001,2024-04-14 18:26:00,2024-04-14 19:06:16,285.0,7.8,114.03
CYC000296,TRK006,EXC001,QLD001,2024-11-09 03:26:00,,238.24,6.21,187.63
CYC000297,TRK002,EXC004,QLD001,2024-09-16 12:45:00,2024-09-16 13:11:44,228.91,3.53,231.47
CYC000298,TRK004,EXC005,NSW001,2024-01-01 20:10:00,2024-01-01 21:05:50,310.25,6.9km,231.76
CYC000299,TRK009,EXC004,QLD001,2024-11-16 13:39:00,,322.6,7.59,165.51
CYC000300,TRK005,EXC004,QLD001,2024-02-20 13:24:00,,314.7,2.3km,108.85
CYC000301,TRK013,EXC001,NSW001,2024-09-01 16:08:00,2024-09-01 16:58:45,239.39,3.84,162.49
CYC000302,TRK015,EXC006,QLD001,2024-08-09 06:22:00,2024-08-09 06:47:48,237.52,8.37,235.02
CYC000303,TRK014,EXC003,NSW001,2024-10-08 09:11:00,2024-10-08 09:53:22,385.56,3.07,129.63
CYC000304,TRK013,EXC005,WA001,2024-03-03 20:36:00,2024-03-03 21:13:29,254.91,5.78,98.82
CYC000305,TRK013,EXC005,QLD001,2024-08-30 01:17:00,2024-08-30 02:09:40,225.12,2.21,151.32
CYC000306,TRK008,EXC001,WA001,2024-09-10 21:57:00,2024-09-10 22:49:10,253.05,8.0,106.66
CYC000307,TRK002,EXC005,NSW001,2024-10-23 02:20:00,2024-10-23 02:41:31,290.79,6.56,192.26
CYC000308,TRK012,EXC002,QLD001,2024-09-07 06:11:00,2024-09-07 06:55:52,204.95,7.5km,166.21
CYC000309,TRK009,EXC001,NSW001,2024-03-12 07:59:00,2024-03-12 08:40:30,262.1,2.68,242.31
CYC000310,TRK008,EXC002,QLD001,2024-08-13 08:40:00,2024-08-13 09:03:38,397.36,2.8km,230.11
CYC000311,TRK006,EXC001,QLD001,2024-03-11 01:59:00,2024-03-11 02:26:29,255.75,4.0,217.56
CYC000312,TRK009,EXC001,NSW001,2024-05-30 09:13:00,2024-05-30 09:55:34,287.86,3.3km,155.29
CYC000313,TRK014,EXC001,WA001,2024-02-24 05:57:00,2024-02-24 06:45:19,238.95,2.67,242.35
CYC000314,TRK003,EXC002,NSW001,2024-07-02 01:51:00,,391.08,6.0km,111.35
CYC000315,TRK009,EXC005,QLD001,2024-02-18 16:46:00,2024-02-18 17:12:41,319.81,3.4km,234.31
CYC000316,TRK009,EXC004,NSW001,2024-04-05 01:16:00,2024-04-05 02:12:08,289.33,7.04,122.74
CYC000317,TRK003,EXC004,QLD001,2024-10-13 01:47:00,2024-10-13 02:42:16,206.07,5.23,178.53
CYC000318,TRK005,EXC002,NSW001,2024-08-06 00:12:00,2024-08-06 00:52:20,208.31,2.74,111.21
CYC000319,TRK001,EXC001,WA001,2024-03-28 13:48:00,2024-03-28 14:45:09,328.44,3.56,90.07
CYC000320,TRK004,EXC005,NSW001,2024-10-21 02:25:00,2024-10-21 02:47:19,397.50,2.95,147.01
CYC000321,TRK001,EXC006,QLD001,2024-07-03 19:20:00,2024-07-03 19:52:38,234.69,6.45,247.77
CYC000322,TRK003,EXC004,WA001,2024-06-05 11:18:00,2024-06-05 12:15:23,383.32,2.96,197.59
CYC000323,TRK006,EXC001,NSW001,2024-10-30 22:20:00,2024-10-30 22:50:07,325.72,6.91,204.62
CYC000324,TRK013,EXC005,NSW001,2024-09-08 11:22:00,2024-09-08 11:45:57,233.45,3.98,136.55
CYC000325,TRK011,EXC001,NSW001,2024-10-26 04:34:00,2024-10-26 05:03:16,247.82,4.5,136.27
CYC000326,TRK003,EXC005,WA001,2024-11-18 11:14:00,2024-11-18 11:57:58,222.34,5.0km,195.63
CYC000327,TRK007,EXC005,NSW001,2024-03-27 09:53:00,2024-03-27 10:34:14,342.69,6.8km,128.05
CYC000328,TRK010,EXC006,NSW001,2024-08-31 07:25:00,,231.82,7.27,104.36
CYC000329,TRK014,EXC002,WA001,2024-03-27 16:12:00,2024-03-27 16:49:06,330.75,5.79,190.37
CYC000330,TRK009,EXC004,NSW001,2024-10-06 00:14:00,2024-10-06 00:38:39,312.71,7.53,-98.35
CYC000331,TRK010,EXC003,WA001,2024-04-23 23:47:00,2024-04-24 00:08:29,255.68,3.39,205.25
CYC000332,TRK010,EXC005,NSW001,2024-11-09 18:42:00,2024-11-09 19:25:04,283.99,2.5km,249.63
CYC000333,TRK008,EXC001,WA001,2024-10-31 10:48:00,2024-10-31 11:46:49,339.32,4.17,161.01
CYC000334,TRK003,EXC005,WA001,2024-04-20 03:00:00,2024-04-20 03:32:57,250.58,8.23,85.8
CYC000335,TRK014,EXC002,NSW001,2024-03-26 01:38:00,2024-03-26 02:04:18,396.11,7.2km,139.7
CYC000336,TRK004,EXC003,QLD001,2024-09-10 11:04:00,2024-09-10 11:32:55,319.23,1.64,164.57
CYC000337,TRK013,EXC006,NSW001,2024-06-22 01:59:00,2024-06-22 02:23:40,234.58,6.34,113.72
CYC000338,TRK012,EXC004,WA001,2024-05-07 16:58:00,2024-05-07 17:21:33,302.46,5.9km,112.79
CYC000339,TRK011,EXC006,WA001,2024-10-03 06:03:00,2024-10-03 06:46:14,311.87,4.57,122.03
CYC000340,TRK004,EXC001,WA001,2024-07-21 09:50:00,2024-07-21 10:32:05,325.29,6.69,98.67
CYC000341,TRK012,EXC006,QLD001,2024-02-03 17:26:00,2024-02-03 17:46:25,327.53,6.16,184.61
CYC000342,TRK013,EXC005,NSW001,2024-01-20 21:38:00,2024-01-20 22:26:45,295.29,7.96,86.63
CYC000343,TRK015,EXC003,NSW001,2024-04-09 23:32:00,2024-04-10 00:24:10,319.28,6.2km,220.94
CYC000344,TRK003,EXC002,QLD001,2024-02-06 15:14:00,2024-02-06 15:43:58,312.25,5.5km,207.03
CYC000345,TRK004,EXC004,WA001,2024-07-16 13:44:00,2024-07-16 14:08:03,396.72,2.35,-140.22
CYC000346,TRK009,EXC001,QLD001,2024-10-14 23:11:00,2024-10-15 00:07:00,369.76,8.06,121.64
CYC000347,TRK010,EXC006,QLD001,2024-10-22 06:57:00,2024-10-22 07:53:27,373.1,1.6km,189.34
CYC000348,TRK014,EXC005,QLD001,2024-10-22 10:51:00,2024-10-22 11:50:14,327.59,4.03,207.62
CYC000349,TRK006,EXC002,WA001,2024-06-13 00:18:00,2024-06-13 01:06:43,229.83,6.22,249.99
CYC000350,TRK013,EXC005,QLD001,2024-06-04 22:18:00,2024-06-04 23:10:23,352.43,6.59,228.56
CYC000351,TRK010,EXC001,NSW001,2024-05-18 17:33:00,2024-05-18 18:08:03,398.86,7.33,174.01
CYC000352,TRK011,EXC002,NSW001,2024-01-16 13:45:00,2024-01-16 14:06:29,293.15,2.57,111.09
CYC000353,TRK012,EXC005,QLD001,2024-07-21 22:28:00,2024-07-21 23:22:43,205.2,7.95,245.75
CYC000354,TRK012,EXC002,NSW001,2024-11-20 10:20:00,2024-11-20 11:16:03,274.43,6.25,215.9
CYC000355,TRK011,EXC006,NSW001,2024-03-13 23:13:00,,393.22,1.74,177.48
CYC000356,TRK004,EXC006,QLD001,2024-08-09 00:40:00,2024-08-09 01:21:35,385.16,4.21,146.24
CYC000357,TRK010,EXC005,WA001,2024-09-22 20:33:00,2024-09-22 21:19:32,251.28,2.76,100.09
CYC000358,TRK013,EXC003,QLD001,2024-10-14 06:55:00,2024-10-14 07:50:41,306.51,7.7km,226.69
CYC000359,TRK014,EXC002,QLD001,2024-01-10 02:38:00,2024-01-10 03:12:38,335.94,5.1km,247.63
CYC000360,TRK001,EXC002,NSW001,2024-01-15 22:32:00,2024-01-15 23:11:42,267.78,8.0km,139.07
CYC000361,TRK002,EXC001,NSW001,2024-10-31 04:19:00,2024-10-31 04:56:00,245.04,2.6,194.45
CYC000362,TRK007,EXC002,NSW001,2024-06-15 10:34:00,2024-06-15 11:10:59,253.94,5.45,184.4
CYC000363,TRK003,EXC001,WA001,2024-11-07 22:16:00,2024-11-07 23:06:28,385.47,7.39,162.65
CYC000364,TRK011,EXC005,WA001,2024-08-06 17:13:00,2024-08-06 18:12:53,236.84,3.1,180.29
CYC000365,TRK009,EXC005,WA001,2024-11-29 20:51:00,2024-11-29 21:11:23,327.65,5.99,114.9
CYC000366,TRK013,EXC004,WA001,2024-01-14 18:16:00,2024-01-14 18:47:45,252.29,5.63,236.41
CYC000367,TRK008,EXC002,NSW001,2024-10-16 20:17:00,2024-10-16 21:06:05,202.66,1.7km,101.66
CYC000368,TRK002,EXC006,WA001,2024-01-12 21:24:00,2024-01-12 22:19:31,314.48,7.7km,122.92
CYC000369,TRK006,EXC005,QLD001,2024-03-23 10:25:00,2024-03-23 10:52:29,219.85,8.1km,174.43
CYC000370,TRK013,EXC004,NSW001,2024-06-29 16:52:00,2024-06-29 17:22:20,295.59,5.63,102.59
CYC000371,TRK001,EXC006,NSW001,2024-07-31 02:54:00,,223.54,2.6,163.27
CYC000372,TRK006,EXC004,WA001,2024-10-25 23:57:00,2024-10-26 00:40:21,223.31,5.21,246.24
CYC000373,TRK003,EXC001,WA001,2024-10-20 13:27:00,,280.92,3.08,240.65
CYC000374,TRK012,EXC003,NSW001,2024-02-19 04:50:00,2024-02-19 05:10:46,346.54,3.56,115.27
CYC000375,TRK012,EXC005,QLD001,2024-08-05 09:20:00,2024-08-05 10:08:23,297.56,3.4km,247.62
CYC000376,TRK002,EXC003,WA001,2024-05-18 14:55:00,2024-05-18 15:28:51,229.34,8.0km,172.82
CYC000377,TRK008,EXC005,NSW001,2024-05-21 15:43:00,2024-05-21 16:11:27,266.66,7.85,97.53
CYC000378,TRK006,EXC001,QLD001,2024-07-02 15:13:00,2024-07-02 16:11:15,381.63,4.62,135.08
CYC000379,TRK015,EXC004,NSW001,2024-02-13 16:30:00,2024-02-13 17:01:24,396.67,5.39,137.8
CYC000380,TRK008,EXC001,NSW001,2024-01-25 12:47:00,2024-01-25 13:41:07,255.8,1.5km,144.03
CYC000381,TRK013,EXC002,WA001,2024-10-21 05:50:00,2024-10-21 06:47:27,302.88,6.7km,228.99
CYC000382,TRK002,EXC001,WA001,2024-08-07 00:11:00,2024-08-07 00:56:30,234.74,5.29,106.86
CYC000383,TRK005,EXC004,QLD001,2024-12-03 20:16:00,2024-12-03 20:50:01,214.42,4.2km,198.38
CYC000384,TRK008,EXC005,QLD001,2024-06-05 01:33:00,2024-06-05 01:56:24,278.1,6.57,243.6
CYC000385,TRK010,EXC002,QLD001,2024-07-06 17:35:00,2024-07-06 18:28:42,397.02,3.0,97.17
CYC000386,TRK015,EXC002,NSW001,2024-10-16 11:07:00,2024-10-16 11:43:49,280.48,8.4,106.27
CYC000387,TRK001,EXC001,WA001,2024-12-20 21:14:00,2024-12-20 22:09:03,391.86,6.91,184.74
CYC000388,TRK001,EXC006,NSW001,2024-12-30 14:42:00,2024-12-30 15:41:58,368.66,5.78,210.31
CYC000389,TRK005,EXC002,QLD001,2024-05-14 07:47:00,2024-05-14 08:20:09,294.15,3.3km,132.07
CYC000390,TRK001,EXC005,NSW001,2024-10-30 10:52:00,2024-10-30 11:49:38,340.12,1.88,96.13
CYC000391,TRK012,EXC002,QLD001,2024-10-03 09:01:00,2024-10-03 10:00:33,315.05,1.75,127.68
CYC000392,TRK001,EXC002,NSW001,2024-09-24 06:51:00,2024-09-24 07:35:06,365.86,6.2km,226.58
CYC000393,TRK008,EXC004,WA001,2024-03-05 11:50:00,2024-03-05 12:23:45,229.01,1.87,161.81
CYC000394,TRK006,EXC006,WA001,2024-03-22 08:34:00,2024-03-22 09:31:55,322.64,3.05,189.03
CYC000395,TRK010,EXC004,NSW001,2024-10-05 13:00:00,2024-10-05 13:53:08,220.98,7.0km,83.69
CYC000396,TRK012,EXC005,NSW001,2024-06-03 15:55:00,2024-06-03 16:39:55,237.44,6.39,96.76
CYC000397,TRK004,EXC005,NSW001,2024-02-08 02:42:00,2024-02-08 03:17:24,369.35,6.11,242.87
CYC000398,TRK007,EXC006,QLD001,2024-07-04 13:18:00,2024-07-04 14:11:54,232.08,5.84,99.26
CYC000399,TRK013,EXC002,WA001,2024-08-11 01:46:00,2024-08-11 02:18:24,249.67,7.97,197.89
CYC000400,TRK014,EXC004,NSW001,2024-11-27 07:36:00,2024-11-27 08:31:56,363.10,6.53,158.9
CYC000401,TRK001,EXC006,QLD001,2024-04-20 05:56:00,2024-04-20 06:47:47,372.66,3.91,96.65
CYC000402,TRK001,EXC005,QLD001,2024-10-24 06:09:00,2024-10-24 06:50:02,371.36,6.16,-97.73
CYC000403,TRK003,EXC002,NSW001,2024-11-23 08:57:00,2024-11-23 09:46:54,351.43,4.8km,213.35
CYC000404,TRK014,EXC006,WA001,2024-05-17 03:34:00,2024-05-17 04:04:33,386.37,7.38,135.99
CYC000405,TRK014,EXC004,WA001,2024-11-13 08:49:00,2024-11-13 09:44:48,202.03,3.76,220.66
CYC000406,TRK009,EXC006,NSW001,2024-05-28 17:31:00,2024-05-28 17:55:33,346.0,7.4km,102.09
CYC000407,TRK004,EXC004,QLD001,2024-11-08 12:59:00,2024-11-08 13:37:58,368.76,6.83,214.6
CYC000408,TRK010,EXC001,WA001,2024-05-03 07:53:00,2024-05-03 08:48:38,248.0,4.19,80.81
CYC000409,TRK002,EXC003,NSW001,2024-05-13 14:35:00,2024-05-13 15:11:02,304.56,3.39,143.47
CYC000410,TRK011,EXC006,WA001,2024-05-13 23:34:00,2024-05-14 00:05:55,239.19,4.83,180.14
CYC000411,TRK003,EXC003,NSW001,2024-02-25 09:14:00,2024-02-25 09:51:00,201.56,4.52,176.34
CYC000412,TRK011,EXC006,QLD001,2024-04-05 18:59:00,2024-04-05 19:25:15,288.93,4.13,203.76
CYC000413,TRK001,EXC003,NSW001,2024-01-11 23:02:00,2024-01-11 23:37:49,203.03,7.23,220.1
CYC000414,TRK006,EXC004,WA001,2024-03-05 14:44:00,2024-03-05 15:05:52,211.55,7.25,84.06
CYC000415,TRK009,EXC001,NSW001,2024-01-28 05:33:00,2024-01-28 06:09:20,348.9,3.78,166.55
CYC000416,TRK014,EXC005,WA001,2024-01-26 01:59:00,2024-01-26 02:41:29,220.17,3.5km,143.47
CYC000417,TRK010,EXC005,QLD001,2024-03-30 04:10:00,2024-03-30 05:06:57,207.81,8.36,131.09
CYC000418,TRK009,EXC003,NSW001,2024-12-06 11:30:00,2024-12-06 12:29:09,376.53,8.1km,197.02
CYC000419,TRK006,EXC003,QLD001,2024-11-23 13:47:00,2024-11-23 14:30:53,312.22,5.45,201.85
CYC000420,TRK011,EXC002,WA001,2024-11-06 03:59:00,2024-11-06 04:55:31,200.53,7.24,83.66
CYC000421,TRK014,EXC006,WA001,2024-03-16 23:03:00,2024-03-16 23:28:48,237.81,8.22,184.62
CYC000422,TRK014,EXC002,NSW001,2024-06-26 06:43:00,2024-06-26 07:39:36,316.41,3.68,213.19
CYC000423,TRK006,EXC001,QLD001,2024-11-14 03:50:00,2024-11-14 04:43:01,357.86,5.0km,95.41
CYC000424,TRK006,EXC001,NSW001,2024-04-17 04:52:00,2024-04-17 05:15:26,282.11,4.59,238.32
CYC000425,TRK002,EXC001,WA001,2024-11-06 02:51:00,2024-11-06 03:49:42,396.91,8.0km,189.29
CYC000426,TRK011,EXC005,WA001,2024-03-16 05:11:00,2024-03-16 05:56:09,242.32,3.3km,93.02
CYC000427,TRK002,EXC005,QLD001,2024-06-26 20:07:00,2024-06-26 20:59:58,295.7,2.2km,165.03
CYC000428,TRK007,EXC006,WA001,2024-10-22 06:05:00,2024-10-22 06:52:31,372.42,6.8km,88.47
CYC000429,TRK012,EXC001,NSW001,2024-05-13 23:59:00,2024-05-14 00:53:07,230.99,1.9,228.94
CYC000430,TRK010,EXC002,WA001,2024-06-07 16:39:00,2024-06-07 17:24:15,386.16,6.19,80.9
CYC000431,TRK002,EXC001,QLD001,2024-11-20 20:17:00,2024-11-20 20:44:44,275.96,3.61,139.89
CYC000432,TRK004,EXC001,WA001,2024-02-09 12:57:00,2024-02-09 13:29:17,304.4,5.43,205.2
CYC000433,TRK014,EXC004,WA001,2024-07-03 20:23:00,2024-07-03 21:14:13,392.95,5.14,163.63
CYC000434,TRK011,EXC004,QLD001,2024-09-21 02:50:00,2024-09-21 03:48:35,214.31,2.3km,139.05
CYC000435,TRK014,EXC001,QLD001,2024-07-19 15:33:00,2024-07-19 16:22:35,360.66,4.09,213.18
CYC000436,TRK002,EXC006,NSW001,2024-11-26 07:10:00,2024-11-26 07:58:47,322.75,5.91,93.82
CYC000437,TRK014,EXC003,QLD001,2024-02-26 22:49:00,2024-02-26 23:30:53,358.02,6.85,136.68
CYC000438,TRK012,EXC006,QLD001,2024-06-10 23:08:00,2024-06-10 23:43:23,391.02,6.1km,156.46
CYC000439,TRK007,EXC005,NSW001,2024-07-30 15:31:00,2024-07-30 15:56:05,274.14,6.27,207.63
CYC000440,TRK008,EXC002,QLD001,2024-07-01 09:11:00,2024-07-01 09:47:09,256.74,5.9km,218.96
CYC000441,TRK005,EXC001,QLD001,2024-01-24 22:24:00,2024-01-24 22:57:02,346.06,6.02,168.2
CYC000442,TRK012,EXC003,QLD001,2024-09-28 18:00:00,2024-09-28 18:55:13,301.58,7.2km,105.89
CYC000443,TRK008,EXC005,WA001,2024-08-20 04:55:00,2024-08-20 05:30:24,382.98,7.33,227.21
CYC000444,TRK014,EXC001,WA001,2024-04-12 08:36:00,2024-04-12 09:27:13,324.69,5.44,125.71
CYC000445,TRK014,EXC004,WA001,2024-10-22 04:05:00,2024-10-22 04:26:16,262.76,6.46,164.73
CYC000446,TRK015,EXC002,NSW001,2024-10-06 09:06:00,2024-10-06 10:02:21,340.42,1.72,135.86
CYC000447,TRK014,EXC006,WA001,2024-02-09 12:14:00,,381.17,3.18,120.46
CYC000448,TRK009,EXC006,QLD001,2024-09-02 02:49:00,2024-09-02 03:34:03,314.60,2.28,98.52
CYC000449,TRK015,EXC005,NSW001,2024-03-30 18:37:00,2024-03-30 19:14:24,294.63,8.2,195.4
CYC000450,TRK005,EXC003,QLD001,2024-06-04 16:57:00,2024-06-04 17:39:04,217.35,6.58,82.2
CYC000451,TRK008,EXC002,WA001,2024-11-23 20:11:00,2024-11-23 20:40:10,373.79,1.65,94.59
CYC000452,TRK013,EXC003,NSW001,2024-12-11 05:38:00,2024-12-11 06:04:21,364.06,5.18,130.16
CYC000453,TRK013,EXC004,WA001,2024-12-09 04:23:00,2024-12-09 04:43:35,218.38,3.66,117.74
CYC000454,TRK001,EXC002,NSW001,2024-02-13 06:04:00,,364.02,8.16,166.51
CYC000455,TRK014,EXC004,NSW001,2024-01-18 08:29:00,2024-01-18 08:52:36,283.26,5.56,142.02
CYC000456,TRK002,EXC004,WA001,2024-01-28 20:50:00,2024-01-28 21:30:25,257.36,6.46,149.11
CYC000457,TRK004,EXC006,WA001,2024-06-18 00:58:00,2024-06-18 01:41:18,296.63,2.1km,132.2
CYC000458,TRK012,EXC002,WA001,2024-09-16 14:01:00,2024-09-16 14:45:19,321.86,4.5,229.83
CYC000459,TRK011,EXC001,NSW001,2024-09-13 17:21:00,2024-09-13 18:06:23,321.74,6.46,214.81
CYC000460,TRK003,EXC004,WA001,2024-11-10 23:51:00,2024-11-11 00:37:26,297.77,3.6km,163.6
CYC000461,TRK007,EXC001,QLD001,2024-02-05 21:42:00,2024-02-05 22:36:20,304.2,6.03,127.18
CYC000462,TRK008,EXC006,WA001,2024-12-29 21:25:00,2024-12-29 22:06:36,354.87,6.3km,228.24
CYC000463,TRK004,EXC003,NSW001,2024-12-28 09:54:00,2024-12-28 10:41:29,312.13,6.42,133.11
CYC000464,TRK015,EXC002,QLD001,2024-11-02 19:37:00,2024-11-02 19:57:28,332.61,1.89,153.32
CYC000465,TRK002,EXC003,NSW001,2024-09-15 06:46:00,2024-09-15 07:43:18,298.53,4.5km,107.92
CYC000466,TRK010,EXC003,WA001,2024-12-09 15:30:00,2024-12-09 15:51:33,289.65,7.54,192.22
CYC000467,TRK004,EXC004,NSW001,2024-02-26 03:45:00,2024-02-26 04:44:26,359.19,3.94,178.61
CYC000468,TRK006,EXC006,WA001,2024-02-01 06:54:00,2024-02-01 07:40:02,225.57,8.1km,236.08
CYC000469,TRK012,EXC006,QLD001,2024-12-15 03:55:00,2024-12-15 04:31:20,376.49,1.68,91.44
CYC000470,TRK014,EXC006,WA001,2024-04-10 22:12:00,2024-04-10 22:35:03,242.76,3.6km,110.86
CYC000471,TRK005,EXC003,QLD001,2024-09-03 10:38:00,2024-09-03 11:15:56,380.37,2.36,100.94
CYC000472,TRK010,EXC003,WA001,2024-01-21 19:18:00,2024-01-21 20:06:57,333.26,5.51,99.72
CYC000473,TRK013,EXC004,WA001,2024-11-25 15:57:00,2024-11-25 16:41:20,384.12,8.1km,229.52
CYC000474,TRK013,EXC004,NSW001,2024-03-29 08:24:00,2024-03-29 08:50:18,219.22,8.0km,241.53
CYC000475,TRK001,EXC005,WA001,2024-02-01 20:58:00,2024-02-01 21:42:42,329.42,7.7km,183.21
CYC000476,TRK001,EXC002,NSW001,2024-07-01 06:53:00,2024-07-01 07:20:55,238.19,5.59,143.45
