work_order_id,equipment_id,site_id,open_time,close_time,failure_type,parts_cost_aud,labor_hours,priority
WO00228,EXC005,WA001,2024-09-13 16:00:00,2024-09-15 08:26:44,Hydraulic Leak,35063.66,33.65,LOW
WO00229,CRU003,WA001,2024-04-02 01:00:00,2024-04-03 20:06:03,electrical fault,47017.27,28.14,LOW
WO00230,EXC006,NSW001,2024-04-05 22:00:00,2024-04-07 11:20:59,Sensor Malfunction,40585.51,36.42,LOW
WO00231,CRU001,NSW001,2024-05-10 07:00:00,2024-05-12 06:15:22,Sensor Malfunction,22312.69,67.04,high
WO00232,CNV001,QLD001,2024-10-25 09:00:00,2024-10-26 22:07:00,BEARING FAILURE,47424.18,39.23,Medium
WO00233,CNV001,WA001,2024-08-03 14:00:00,2024-08-04 02:39:55,Bearing Failure,13144.17,13.33,LOW
WO00234,TRK008,QLD001,2024-06-18 02:00:00,2024-06-18 05:42:42,bearing failure,11506.19,5.3,Medium
WO00235,TRK009,QLD001,2024-11-08 00:00:00,2024-11-08 10:13:48,Bearing Failure,14219.39,11.04,HIGH
WO00236,TRK001,NSW001,2024-09-19 17:00:00,2024-09-20 01:44:29,TIRE DAMAGE,17709.35,11.27,LOW
WO00237,TRK012,QLD001,2024-03-03 06:00:00,,Engine Failure,10926.29,7.22,high
WO00238,CNV002,NSW001,2024-02-26 10:00:00,2024-02-28 06:52:51,ELECTRICAL FAULT,4968.11,41.87,HIGH
WO00239,CNV003,WA001,2024-01-10 07:00:00,2024-01-10 17:59:07,Bearing Failure,45500.48,14.36,Medium
WO00240,EXC003,QLD001,2024-03-02 19:00:00,2024-03-04 16:59:05,ENGINE FAILURE,13502.65,55.28,LOW
WO00241,TRK008,NSW001,2024-04-29 21:00:00,2024-05-01 08:55:10,electrical fault,33975.43,23.38,high
WO00242,TRK010,QLD001,2024-01-03 09:00:00,2024-01-05 06:07:40,coolant system,13226.59,28.41,Medium
WO00243,TRK007,QLD001,2024-12-24 21:00:00,2024-12-25 00:17:34,BRAKE SYSTEM,14411.75,3.82,MEDIUM
WO00244,EXC004,QLD001,2024-10-15 05:00:00,,transmission issue,29835.31,21.94,LOW
WO00245,CRU003,WA001,2024-02-28 04:00:00,2024-02-28 19:41:02,tire damage,"$16,040.64",9.72,MEDIUM
WO00246,EXC006,QLD001,2024-09-13 09:00:00,2024-09-14 14:18:47,TIRE DAMAGE,47835.19,22.41,Medium
WO00247,TRK013,WA001,2024-04-10 23:00:00,2024-04-11 18:05:53,Tire Damage,14836.95,19.88,Medium
WO00248,EXC005,QLD001,2024-09-03 04:00:00,2024-09-03 19:41:29,transmission issue,"$2,777.64",15.32,Medium
WO00249,EXC004,NSW001,2024-10-15 18:00:00,2024-10-16 21:12:16,Coolant System,"$24,970.47",32.4,HIGH
WO00250,TRK012,NSW001,2024-09-26 00:00:00,2024-09-27 03:53:28,bearing failure,"$2,186.86",19.86,HIGH
WO00251,TRK015,WA001,2024-04-10 20:00:00,2024-04-12 18:47:43,belt replacement,"$46,892.36",65.62,HIGH
WO00252,EXC005,QLD001,2024-10-17 19:00:00,2024-10-18 21:47:30,engine failure,26657.81,22.28,Medium
WO00253,TRK001,QLD001,2024-08-20 06:00:00,2024-08-21 20:46:38,Coolant System,4511.36,39.4,HIGH
WO00254,TRK001,NSW001,2024-08-10 05:00:00,2024-08-11 16:22:04,Brake System,"$173,740.00",45.97,HIGH
WO00255,EXC002,NSW001,2024-05-17 09:00:00,2024-05-18 09:08:04,Tire Damage,24080.21,16.31,HIGH
WO00256,TRK011,WA001,2024-08-28 22:00:00,2024-08-30 01:11:33,engine failure,47513.58,38.86,LOW
WO00257,CNV002,NSW001,2024-12-15 22:00:00,2024-12-16 12:04:53,Brake System,"$37,031.72",12.42,Medium
WO00258,EXC004,WA001,2024-11-04 17:00:00,2024-11-04 22:07:56,Brake System,26483.00,4.17,LOW
WO00259,TRK008,NSW001,2024-08-15 16:00:00,2024-08-16 07:04:38,tire damage,11757.84,14.05,high
WO00260,CNV003,WA001,2024-01-06 11:00:00,2024-01-07 13:24:50,engine failure,40680.93,34.52,Medium
WO00261,TRK014,QLD001,2024-09-03 21:00:00,2024-09-04 03:24:15,Tire Damage,17028.86,6.72,MEDIUM
WO00262,TRK008,NSW001,2024-08-24 14:00:00,2024-08-25 22:03:43,Bearing Failure,12037.08,47.58,Medium
WO00263,TRK008,WA001,2024-07-27 14:00:00,2024-07-28 04:19:18,bearing failure,13220.77,18.35,MEDIUM
WO00264,TRK010,WA001,2024-12-30 22:00:00,2024-12-31 06:54:31,Tire Damage,22365.47,5.65,HIGH
WO00265,CRU002,QLD001,2024-07-16 13:00:00,2024-07-17 08:06:20,Electrical Fault,5709.38,25.35,MEDIUM
WO00266,CRU001,QLD001,2024-05-10 02:00:00,2024-05-10 04:05:14,BEARING FAILURE,19297.03,3.05,MEDIUM
WO00267,TRK007,NSW001,2024-12-20 09:00:00,2024-12-21 20:46:26,Hydraulic Leak,40565.99,49.57,high
WO00268,TRK010,NSW001,2024-11-07 08:00:00,2024-11-08 14:04:57,Tire Damage,17124.30,19.26,MEDIUM
WO00269,TRK013,QLD001,2024-12-16 02:00:00,2024-12-16 11:57:41,Sensor Malfunction,22546.17,14.41,high
WO00270,EXC005,WA001,2024-08-10 02:00:00,2024-08-11 19:58:10,Bearing Failure,32431.81,44.52,MEDIUM
WO00271,CNV001,NSW001,2024-10-27 21:00:00,2024-10-29 04:24:41,Belt Replacement,36193.95,30.87,LOW
WO00272,CNV003,QLD001,2024-06-25 06:00:00,2024-06-25 13:19:14,Transmission Issue,"$16,710.50",5.35,LOW
WO00273,EXC003,QLD001,2024-03-26 10:00:00,2024-03-28 02:03:28,Tire Damage,"$169,580.00",51.68,high
WO00274,TRK001,WA001,2024-01-14 01:00:00,,Belt Replacement,8463.07,61.6,high
WO00275,CRU002,QLD001,2024-06-28 21:00:00,2024-06-28 23:43:52,SENSOR MALFUNCTION,16844.30,2.4,high
WO00276,TRK003,QLD001,2024-12-28 18:00:00,2024-12-30 02:53:43,TRANSMISSION ISSUE,19600.52,28.4,LOW
WO00277,CNV003,WA001,2024-12-26 18:00:00,,Hydraulic Leak,"$180,638.00",31.56,MEDIUM
WO00278,TRK014,WA001,2024-03-23 06:00:00,2024-03-24 17:05:27,Engine Failure,48642.78,49.38,MEDIUM
WO00279,EXC005,WA001,2024-12-08 16:00:00,2024-12-10 06:02:52,Belt Replacement,48515.72,39.73,Medium
WO00280,TRK004,WA001,2024-06-04 06:00:00,2024-06-05 14:05:35,sensor malfunction,"$28,831.88",20.3,high
WO00281,TRK009,QLD001,2024-05-05 03:00:00,2024-05-05 13:43:13,Hydraulic Leak,48566.78,13.23,LOW
WO00282,EXC003,NSW001,2024-05-17 04:00:00,2024-05-17 11:55:30,Electrical Fault,37192.91,7.91,LOW
WO00283,EXC006,WA001,2024-07-02 19:00:00,2024-07-03 18:45:32,Coolant System,26354.87,17.11,LOW
WO00284,EXC002,NSW001,2024-09-22 19:00:00,,Brake System,26583.89,13.01,high
WO00285,CNV002,QLD001,2024-05-06 23:00:00,2024-05-07 21:45:03,sensor malfunction,"$29,641.32",19.48,HIGH
WO00286,TRK004,NSW001,2024-07-14 19:00:00,2024-07-15 02:53:30,BELT REPLACEMENT,"$5,829.21",5.2,MEDIUM
WO00287,TRK001,WA001,2024-06-30 08:00:00,,Bearing Failure,13283.69,31.95,LOW
WO00288,EXC004,WA001,2024-09-27 17:00:00,2024-09-28 09:39:29,Electrical Fault,39512.45,15.95,Medium
WO00289,TRK014,QLD001,2024-11-18 19:00:00,2024-11-19 19:51:51,Electrical Fault,"$33,586.52",35.95,MEDIUM
WO00290,TRK013,QLD001,2024-11-09 21:00:00,2024-11-10 15:19:11,transmission issue,8725.94,19.61,high
WO00291,TRK010,WA001,2024-02-06 02:00:00,2024-02-06 22:34:57,Electrical Fault,42806.74,30.15,MEDIUM
WO00292,EXC002,WA001,2024-10-18 00:00:00,2024-10-18 20:35:04,tire damage,7132.52,27.94,high
WO00293,CRU001,NSW001,2024-11-17 06:00:00,2024-11-18 08:17:56,COOLANT SYSTEM,13624.42,27.7,MEDIUM
WO00294,EXC003,NSW001,2024-09-06 11:00:00,2024-09-07 08:48:38,belt replacement,"$193,354.00",29.48,LOW
WO00295,TRK008,WA001,2024-04-21 14:00:00,2024-04-21 18:39:51,Coolant System,16715.94,3.16,high
WO00296,TRK006,QLD001,2024-01-22 06:00:00,2024-01-23 09:17:12,Coolant System,"$46,909.46",32.17,HIGH
WO00297,EXC004,NSW001,2024-01-23 23:00:00,2024-01-25 20:05:59,Coolant System,34164.94,32.73,LOW
WO00298,TRK002,WA001,2024-04-17 00:00:00,2024-04-17 23:41:20,Transmission Issue,40930.49,26.93,LOW
WO00299,EXC004,QLD001,2024-08-04 21:00:00,2024-08-06 04:55:09,tire damage,"$24,497.49",35.23,high
WO00300,TRK003,NSW001,2024-12-26 18:00:00,,tire damage,9305.70,15.48,HIGH
WO00301,TRK006,QLD001,2024-04-04 23:00:00,2024-04-05 01:03:37,Sensor Malfunction,42569.96,1.82,LOW
WO00302,TRK008,QLD001,2024-04-07 18:00:00,2024-04-08 14:08:24,Hydraulic Leak,"$24,998.87",18.15,LOW
WO00303,EXC006,NSW001,2024-09-01 17:00:00,2024-09-01 22:32:02,sensor malfunction,15043.23,6.35,high
WO00304,TRK012,NSW001,2024-07-22 15:00:00,2024-07-23 13:13:40,hydraulic leak,41897.85,29.01,MEDIUM
WO00305,EXC002,NSW001,2024-01-15 08:00:00,,Sensor Malfunction,25011.58,28.95,high
WO00306,CRU001,NSW001,2024-02-24 05:00:00,2024-02-24 11:08:53,Transmission Issue,"$26,883.93",4.87,LOW
WO00307,EXC004,NSW001,2024-09-30 09:00:00,2024-10-02 06:35:16,Transmission Issue,24138.52,39.17,Medium
WO00308,EXC002,WA001,2024-05-05 07:00:00,2024-05-07 01:43:53,Sensor Malfunction,27525.10,40.49,high
WO00309,TRK001,NSW001,2024-01-16 07:00:00,2024-01-17 19:15:53,COOLANT SYSTEM,"$4,409.53",49.57,high
WO00310,TRK007,WA001,2024-06-04 12:00:00,2024-06-04 21:40:30,TIRE DAMAGE,21838.23,8.52,LOW
WO00311,TRK015,QLD001,2024-11-24 07:00:00,2024-11-25 12:28:26,tire damage,38667.61,15.39,Medium
WO00312,EXC006,WA001,2024-08-18 12:00:00,2024-08-19 01:03:55,sensor malfunction,"$190,964.00",15.83,Medium
WO00313,TRK008,WA001,2024-02-24 18:00:00,2024-02-25 00:25:36,Bearing Failure,28646.35,8.17,HIGH
WO00314,CNV003,NSW001,2024-11-10 18:00:00,2024-11-11 10:55:20,Belt Replacement,"$31,371.90",12.22,HIGH
WO00315,CNV001,WA001,2024-05-07 01:00:00,2024-05-08 19:50:53,Brake System,43851.61,38.77,LOW
WO00316,EXC002,QLD001,2024-01-22 17:00:00,2024-01-24 03:59:45,Belt Replacement,17879.96,42.17,Medium
WO00317,TRK004,QLD001,2024-01-30 06:00:00,2024-01-30 19:08:06,Brake System,1634.93,7.39,high
WO00318,TRK004,NSW001,2024-02-09 03:00:00,2024-02-10 19:32:48,Engine Failure,44415.03,30.16,MEDIUM
WO00319,TRK007,WA001,2024-02-28 14:00:00,2024-02-29 18:07:34,BELT REPLACEMENT,"$22,169.16",30.97,Medium
WO00320,CNV001,NSW001,2024-08-01 06:00:00,2024-08-01 11:21:01,tire damage,18148.65,4.08,MEDIUM
WO00321,EXC003,QLD001,2024-03-19 06:00:00,,Bearing Failure,11513.88,5.01,HIGH
WO00322,EXC004,NSW001,2024-09-19 03:00:00,2024-09-19 06:41:08,belt replacement,4368.91,4.99,high
WO00323,TRK007,NSW001,2024-01-27 17:00:00,2024-01-27 19:21:48,Transmission Issue,36681.36,2.8,high
WO00324,TRK009,QLD001,2024-05-29 14:00:00,2024-05-30 07:36:15,Sensor Malfunction,3880.13,16.81,high
WO00325,TRK012,WA001,2024-08-01 12:00:00,,Hydraulic Leak,"$15,202.00",10.45,HIGH
WO00326,TRK012,NSW001,2024-01-26 04:00:00,2024-01-27 10:24:33,Engine Failure,"$20,710.88",30.92,LOW
WO00327,TRK004,NSW001,2024-02-12 15:00:00,2024-02-13 07:00:35,sensor malfunction,15532.42,15.57,LOW
WO00328,CRU001,WA001,2024-12-15 16:00:00,2024-12-16 10:02:24,Coolant System,32175.62,14.75,HIGH
WO00329,EXC003,QLD001,2024-11-15 21:00:00,2024-11-16 10:16:48,tire damage,45119.42,15.39,high
WO00330,TRK015,QLD001,2024-03-31 22:00:00,2024-04-01 19:21:17,electrical fault,28540.75,21.37,LOW
WO00331,TRK014,WA001,2024-09-21 23:00:00,,belt replacement,44247.96,10.08,LOW
WO00332,EXC004,WA001,2024-04-19 05:00:00,2024-04-20 05:42:02,electrical fault,"$173,112.00",15.62,LOW
WO00333,CRU001,WA001,2024-05-12 01:00:00,2024-05-12 11:05:58,hydraulic leak,676.38,5.98,Medium
WO00334,EXC005,WA001,2024-12-16 04:00:00,2024-12-17 21:07:43,Tire Damage,"$115,081.00",22.0,Medium
WO00335,EXC005,WA001,2024-01-17 13:00:00,2024-01-18 04:24:19,Electrical Fault,37792.62,7.96,MEDIUM
WO00336,TRK010,NSW001,2024-11-15 23:00:00,2024-11-16 19:52:36,Electrical Fault,17228.13,17.51,Medium
WO00337,EXC005,NSW001,2024-09-06 08:00:00,,bearing failure,12303.55,8.6,HIGH
WO00338,TRK010,WA001,2024-02-06 03:00:00,2024-02-06 10:09:21,SENSOR MALFUNCTION,28085.03,8.61,LOW
WO00339,TRK015,QLD001,2024-02-02 15:00:00,2024-02-03 09:29:29,bearing failure,9005.65,15.04,HIGH
WO00340,TRK003,QLD001,2024-08-02 05:00:00,2024-08-03 09:30:40,Tire Damage,23808.80,26.44,high
WO00341,TRK005,NSW001,2024-11-23 09:00:00,2024-11-25 03:00:53,tire damage,31066.47,22.48,Medium
WO00342,CRU002,NSW001,2024-11-02 00:00:00,2024-11-02 06:20:39,TIRE DAMAGE,"$150,644.00",8.72,LOW
WO00343,TRK009,NSW001,2024-11-19 05:00:00,2024-11-19 13:32:36,belt replacement,"$9,205.01",4.69,HIGH
WO00344,EXC002,WA001,2024-04-03 18:00:00,2024-04-04 21:02:28,Engine Failure,18741.56,21.92,LOW
WO00345,CNV002,WA001,2024-12-29 03:00:00,2024-12-29 17:55:58,Sensor Malfunction,36672.83,14.32,high
WO00346,TRK010,QLD001,2024-04-14 09:00:00,,engine failure,37035.77,33.67,MEDIUM
WO00347,CRU001,NSW001,2024-09-06 19:00:00,2024-09-07 04:15:32,Electrical Fault,39978.82,11.47,high
WO00348,TRK014,WA001,2024-03-29 04:00:00,2024-03-30 21:14:12,TIRE DAMAGE,"$191,019.00",41.64,HIGH
WO00349,EXC002,QLD001,2024-11-18 06:00:00,2024-11-20 02:20:01,Belt Replacement,"$46,531.90",30.72,high
WO00350,CNV002,NSW001,2024-04-02 15:00:00,2024-04-03 21:54:53,Transmission Issue,"$18,731.77",45.41,LOW
WO00351,EXC002,WA001,2024-09-30 22:00:00,2024-10-01 21:03:36,Coolant System,20283.39,30.67,MEDIUM
WO00352,TRK005,QLD001,2024-10-27 21:00:00,2024-10-29 00:11:58,Brake System,"$49,924.42",32.47,high
WO00353,EXC005,QLD001,2024-01-08 05:00:00,2024-01-09 19:53:04,belt replacement,48681.51,29.4,high
WO00354,TRK007,NSW001,2024-10-28 23:00:00,,Tire Damage,23242.30,28.99,high
WO00355,CRU003,QLD001,2024-12-21 16:00:00,2024-12-22 12:54:19,Bearing Failure,"$171,891.00",17.09,HIGH
WO00356,CNV003,NSW001,2024-10-10 02:00:00,2024-10-11 07:37:12,belt replacement,"$198,990.00",29.93,MEDIUM
WO00357,EXC006,WA001,2024-07-28 14:00:00,2024-07-29 04:51:30,Brake System,1528.48,8.03,MEDIUM
WO00358,TRK002,QLD001,2024-01-03 06:00:00,2024-01-04 23:58:40,Bearing Failure,28558.38,58.17,Medium
WO00359,TRK005,QLD001,2024-05-11 23:00:00,2024-05-12 17:38:54,Hydraulic Leak,3937.41,21.15,HIGH
WO00360,TRK009,NSW001,2024-08-13 13:00:00,2024-08-14 08:14:19,Coolant System,"$32,263.48",22.81,HIGH
WO00361,CNV002,QLD001,2024-04-03 18:00:00,2024-04-05 01:13:09,hydraulic leak,"$122,034.00",41.38,LOW
WO00362,TRK005,WA001,2024-12-03 20:00:00,2024-12-04 05:09:35,BELT REPLACEMENT,32730.65,9.58,Medium
WO00363,TRK001,QLD001,2024-08-14 11:00:00,2024-08-16 03:40:17,Transmission Issue,"$15,030.90",41.88,HIGH
WO00364,TRK002,WA001,2024-09-02 15:00:00,2024-09-03 00:20:02,hydraulic leak,13692.52,4.97,MEDIUM
WO00365,EXC003,NSW001,2024-10-27 03:00:00,,sensor malfunction,4544.93,6.64,Medium
WO00366,TRK006,NSW001,2024-03-13 07:00:00,2024-03-13 21:50:02,Brake System,"$162,125.00",9.64,MEDIUM
WO00367,CRU003,QLD001,2024-02-01 08:00:00,2024-02-03 02:41:10,transmission issue,5180.55,25.13,high
WO00368,TRK011,NSW001,2024-06-22 11:00:00,,TIRE DAMAGE,17689.67,9.95,Medium
WO00369,EXC001,WA001,2024-02-25 18:00:00,2024-02-27 13:12:35,Sensor Malfunction,"$32,926.14",63.65,HIGH
WO00370,TRK008,QLD001,2024-04-22 10:00:00,2024-04-22 14:43:13,Tire Damage,21953.77,6.22,MEDIUM
WO00371,TRK011,WA001,2024-04-04 13:00:00,2024-04-05 09:24:13,Electrical Fault,37162.77,15.0,Medium
WO00372,EXC002,QLD001,2024-07-19 01:00:00,2024-07-20 19:38:00,Engine Failure,17629.44,32.91,HIGH
WO00373,EXC001,WA001,2024-08-05 15:00:00,2024-08-06 22:22:53,Hydraulic Leak,16684.77,37.86,HIGH
WO00374,TRK010,NSW001,2024-01-18 16:00:00,2024-01-19 02:41:17,COOLANT SYSTEM,15671.11,9.52,MEDIUM
WO00375,EXC006,QLD001,2024-10-25 17:00:00,2024-10-26 06:31:20,Coolant System,"$26,414.05",11.49,HIGH
WO00376,TRK005,QLD001,2024-01-16 02:00:00,,ENGINE FAILURE,25499.70,33.57,high
WO00377,TRK001,NSW001,2024-03-19 01:00:00,2024-03-19 11:51:58,belt replacement,48752.37,9.78,high
WO00378,TRK011,WA001,2024-06-18 19:00:00,2024-06-20 03:16:31,Hydraulic Leak,43059.52,18.03,LOW
WO00379,TRK013,NSW001,2024-12-28 07:00:00,2024-12-28 15:23:12,bearing failure,20039.95,11.32,MEDIUM
WO00380,CRU003,QLD001,2024-04-23 09:00:00,2024-04-23 15:18:14,Hydraulic Leak,33849.72,6.1,MEDIUM
WO00381,TRK006,NSW001,2024-01-07 16:00:00,2024-01-09 15:10:01,engine failure,46888.49,35.57,high
WO00382,CRU001,WA001,2024-09-27 07:00:00,2024-09-28 16:49:10,Coolant System,41158.56,21.52,HIGH
WO00383,TRK014,NSW001,2024-11-10 05:00:00,2024-11-10 15:22:31,Tire Damage,44023.87,15.06,MEDIUM
WO00384,EXC001,QLD001,2024-03-30 03:00:00,2024-03-31 13:38:34,electrical fault,"$1,139.23",50.99,high
WO00385,TRK005,WA001,2024-12-29 21:00:00,2024-12-31 02:24:12,bearing failure,36927.98,27.84,HIGH
WO00386,TRK001,QLD001,2024-04-06 10:00:00,2024-04-07 22:42:47,Coolant System,"$38,677.37",48.53,HIGH
WO00387,CRU003,NSW001,2024-04-11 21:00:00,2024-04-13 12:30:53,Tire Damage,32530.83,24.62,LOW
WO00388,TRK015,NSW001,2024-01-19 04:00:00,2024-01-19 09:01:33,Tire Damage,44822.69,4.28,MEDIUM
WO00389,TRK007,NSW001,2024-05-19 21:00:00,2024-05-21 01:30:19,Bearing Failure,"$33,453.54",16.83,Medium
WO00390,TRK007,NSW001,2024-08-11 08:00:00,2024-08-12 11:36:49,Coolant System,43513.18,29.04,LOW
WO00391,CNV001,NSW001,2024-02-22 23:00:00,2024-02-24 21:15:13,Hydraulic Leak,"$5,715.81",34.26,Medium
WO00392,EXC002,QLD001,2024-10-06 03:00:00,2024-10-06 19:50:15,hydraulic leak,"$155,938.00",13.69,LOW
WO00393,TRK010,QLD001,2024-05-09 11:00:00,2024-05-11 01:00:40,Engine Failure,15229.76,38.88,LOW
WO00394,EXC001,NSW001,2024-09-23 20:00:00,2024-09-24 23:30:59,Tire Damage,22465.97,37.0,HIGH
WO00395,TRK010,NSW001,2024-12-05 11:00:00,2024-12-06 01:32:37,Sensor Malfunction,"$109,669.00",20.83,Medium
WO00396,TRK015,QLD001,2024-11-11 22:00:00,2024-11-12 20:45:02,sensor malfunction,29875.73,22.52,LOW
WO00397,EXC001,QLD001,2024-02-27 13:00:00,2024-02-29 11:40:01,TIRE DAMAGE,"$192,064.00",62.17,HIGH
WO00398,EXC003,QLD001,2024-07-20 20:00:00,2024-07-21 04:17:01,Belt Replacement,"$1,775.21",6.4,Medium
WO00399,CNV003,QLD001,2024-01-12 17:00:00,2024-01-14 05:37:12,Engine Failure,"$37,565.55",33.35,high
WO00400,TRK015,QLD001,2024-04-05 01:00:00,2024-04-05 09:22:36,Electrical Fault,17710.60,4.63,HIGH
WO00401,TRK008,NSW001,2024-09-24 11:00:00,2024-09-25 03:49:23,Electrical Fault,24303.63,20.47,LOW
WO00402,TRK003,QLD001,2024-09-19 15:00:00,2024-09-20 17:15:27,hydraulic leak,7952.04,29.2,HIGH
WO00403,TRK013,QLD001,2024-12-21 01:00:00,2024-12-22 17:28:10,Transmission Issue,30999.99,58.68,high
WO00404,EXC002,QLD001,2024-10-11 02:00:00,2024-10-11 23:58:09,Hydraulic Leak,"$46,397.83",29.73,high
WO00405,CNV003,QLD001,2024-08-07 15:00:00,2024-08-08 10:24:27,Sensor Malfunction,2319.65,24.79,high
WO00406,EXC002,NSW001,2024-07-14 05:00:00,2024-07-16 02:21:46,brake system,10347.17,58.96,MEDIUM
WO00407,TRK008,NSW001,2024-08-05 19:00:00,2024-08-06 18:35:05,Belt Replacement,8625.25,31.59,MEDIUM
WO00408,TRK003,WA001,2024-12-22 20:00:00,2024-12-24 09:05:09,Electrical Fault,"$108,630.00",28.06,Medium
WO00409,EXC001,WA001,2024-01-12 06:00:00,2024-01-13 09:11:59,belt replacement,8916.77,39.52,HIGH
WO00410,TRK010,WA001,2024-10-07 23:00:00,2024-10-08 21:13:01,Hydraulic Leak,11179.41,20.73,Medium
WO00411,TRK015,WA001,2024-02-04 08:00:00,,Tire Damage,"$157,234.00",15.08,high
WO00412,EXC005,NSW001,2024-08-13 20:00:00,2024-08-15 04:35:01,brake system,24292.41,42.2,HIGH
WO00413,CRU003,NSW001,2024-11-26 08:00:00,2024-11-26 11:59:07,Coolant System,37511.58,3.6,HIGH
WO00414,CRU003,NSW001,2024-12-30 09:00:00,2024-12-30 17:06:25,Sensor Malfunction,39385.98,9.28,LOW
WO00415,TRK006,NSW001,2024-11-01 04:00:00,2024-11-01 23:36:56,TIRE DAMAGE,19808.00,12.64,MEDIUM
WO00416,TRK007,QLD001,2024-04-22 19:00:00,2024-04-23 00:56:03,Transmission Issue,"$14,174.95",8.62,MEDIUM
WO00417,TRK006,QLD001,2024-03-14 07:00:00,2024-03-15 05:41:17,Tire Damage,20172.42,12.6,Medium
WO00418,CRU001,NSW001,2024-01-16 04:00:00,,TIRE DAMAGE,"$25,561.20",40.24,LOW
WO00419,TRK014,NSW001,2024-07-24 19:00:00,2024-07-25 02:17:26,Brake System,"$9,995.07",10.44,LOW
WO00420,TRK012,WA001,2024-10-20 01:00:00,,Engine Failure,45197.40,10.02,Medium
WO00421,CNV003,QLD001,2024-09-29 11:00:00,2024-09-29 22:52:53,Bearing Failure,"$188,759.00",14.6,LOW
WO00422,CNV003,NSW001,2024-04-27 19:00:00,2024-04-28 03:23:27,belt replacement,25787.29,7.22,LOW
WO00423,TRK009,QLD001,2024-09-14 22:00:00,2024-09-15 07:10:46,tire damage,47943.33,11.65,Medium
WO00424,TRK012,QLD001,2024-10-17 03:00:00,2024-10-18 09:39:51,Bearing Failure,"$13,721.14",44.52,HIGH
WO00425,TRK008,WA001,2024-06-17 13:00:00,2024-06-19 12:36:40,Hydraulic Leak,17530.59,53.88,LOW
WO00426,TRK006,QLD001,2024-05-16 20:00:00,2024-05-18 12:29:55,hydraulic leak,21594.72,36.42,Medium
WO00427,TRK001,QLD001,2024-05-19 17:00:00,2024-05-21 11:15:09,sensor malfunction,3744.51,44.21,MEDIUM
WO00428,TRK015,NSW001,2024-08-20 03:00:00,2024-08-20 17:19:55,Electrical Fault,37984.37,14.2,HIGH
WO00429,TRK010,WA001,2024-04-13 07:00:00,2024-04-14 17:45:53,coolant system,7990.43,32.76,high
WO00430,TRK005,NSW001,2024-01-31 01:00:00,2024-02-01 05:59:42,hydraulic leak,34315.23,17.86,Medium
WO00431,CNV001,WA001,2024-08-31 17:00:00,2024-09-02 00:16:16,bearing failure,11696.17,28.51,MEDIUM
WO00432,TRK005,QLD001,2024-02-16 04:00:00,2024-02-18 03:00:53,belt replacement,26391.61,54.87,LOW
WO00433,TRK014,QLD001,2024-08-22 00:00:00,2024-08-22 14:47:20,Sensor Malfunction,46197.28,16.98,high
WO00434,TRK010,NSW001,2024-07-24 19:00:00,2024-07-25 03:46:48,TRANSMISSION ISSUE,29629.08,6.93,Medium
WO00435,EXC004,NSW001,2024-06-04 08:00:00,2024-06-04 19:53:02,Engine Failure,24212.36,11.85,high
WO00436,TRK002,QLD001,2024-08-03 19:00:00,2024-08-04 23:59:17,Brake System,"$149,778.00",18.89,MEDIUM
WO00437,TRK004,NSW001,2024-10-06 04:00:00,2024-10-08 01:54:33,Sensor Malfunction,"$102,936.00",47.1,HIGH
WO00438,EXC005,NSW001,2024-08-05 15:00:00,2024-08-05 21:06:25,Sensor Malfunction,38870.39,8.41,Medium
WO00439,EXC002,WA001,2024-07-21 05:00:00,2024-07-22 04:40:54,Tire Damage,1687.40,19.42,HIGH
WO00440,TRK001,QLD001,2024-08-04 06:00:00,2024-08-05 10:13:24,hydraulic leak,32601.92,34.99,HIGH
WO00441,TRK014,QLD001,2024-11-20 09:00:00,2024-11-22 05:10:09,coolant system,14550.85,29.05,high
WO00442,CNV003,QLD001,2024-07-14 20:00:00,2024-07-15 00:31:54,Coolant System,"$38,699.58",4.39,Medium
WO00443,EXC001,WA001,2024-11-30 07:00:00,2024-12-01 19:32:59,Coolant System,8425.75,41.45,Medium
WO00444,TRK012,NSW001,2024-07-03 11:00:00,2024-07-04 13:59:34,Bearing Failure,7754.68,34.45,Medium
WO00445,TRK003,QLD001,2024-04-26 20:00:00,2024-04-27 06:43:59,Engine Failure,19617.75,10.08,MEDIUM
WO00446,TRK004,QLD001,2024-07-27 03:00:00,2024-07-28 04:04:12,ELECTRICAL FAULT,"$17,594.80",32.93,Medium
WO00447,EXC005,WA001,2024-03-02 08:00:00,2024-03-03 03:57:39,transmission issue,1748.73,13.33,Medium
WO00448,TRK009,WA001,2024-05-07 04:00:00,2024-05-07 19:00:19,engine failure,46833.21,16.16,LOW
WO00449,TRK008,QLD001,2024-07-10 15:00:00,2024-07-12 01:03:45,Bearing Failure,12776.86,37.31,Medium
WO00450,TRK013,QLD001,2024-08-23 18:00:00,2024-08-23 21:46:29,engine failure,35859.41,4.87,HIGH
WO00451,TRK014,WA001,2024-12-09 00:00:00,2024-12-09 20:36:50,Bearing Failure,27805.03,19.12,LOW
WO00452,TRK015,WA001,2024-12-04 13:00:00,2024-12-05 19:28:02,Bearing Failure,11577.90,26.03,Medium
WO00453,TRK001,NSW001,2024-07-30 08:00:00,2024-07-31 07:19:47,Sensor Malfunction,9157.49,16.12,Medium
