"Continent","Country","Year","Life Expectancy","Gender","BMI","Blood Pressure","Cholesterol","Lung Cancer","Liver Cancer","Stomach Cancer","Population","Population Growth"
"Asia","Oman",1991,66,"women",25.8,131,5.12,9.19,9.69,23.8,823.209,2.45773913389805
"Asia","Pakistan",1991,59.7,"women",22.4,125,4.67,875,948,1150,53375.376,2.98727165398495
"Americas","Panama",1991,70.5,"women",25.3,125,4.92,47.3,34.5,71.1,1248.322,2.15635055467719
"Oceania","Papua New Guinea",1991,56.5,"women",22.9,114,4.55,73.2,45.6,106,2321.886,2.40261020398172
"Americas","Paraguay",1991,66,"women",24.4,126,4.87,73.8,37.1,90,2138.548,2.61623540984392
"Americas","Peru",1991,63.7,"women",25.5,123,4.89,589,459,1230,11320.005,2.04599423674768
"Asia","Philippines",1991,62.8,"women",22.1,122,4.74,1390,332,776,31407.079,2.54606276121925
"Europe","Poland",1991,66.6,"women",25.6,133,5.32,3640,876,2540,19542.298,0.342562291591596
"Europe","Portugal",1991,71,"women",25.3,133,5.36,513,231,1480,5142.921,0.206065648353726
"Asia","Qatar",1991,74.3,"women",27.3,133,5.34,2.57,2.94,3.73,161.859,2.78850306093938
"Europe","Romania",1991,66.2,"women",25.2,132,5.23,1160,397,1290,11898.022,-0.0976434993770934
"Africa","Rwanda",1991,28.7,"women",21.1,131,4.38,39.1,103,128,3596.141,-2.64112152164119
"Oceania","Samoa",1991,62.3,"women",29.5,123,4.65,1.35,0.95,2.46,78.433,0.792896062506431
"Africa","Sao Tome and Principe",1991,60.2,"women",22.7,132,4.5,1.74,0.51,3.91,61.692,2.26266845690984
"Asia","Saudi Arabia",1991,67.8,"women",27.4,130,5.22,132,235,112,7381.804,3.29019199864552
"Africa","Senegal",1991,55.8,"women",22.4,129,4.5,57.1,202,137,3896.884,3.08698769109489
"Europe","Serbia",1991,68.7,"women",26,134,5.07,745,261,416,4864.064,0.922042690043319
"Africa","Seychelles",1991,66.3,"women",25.9,131,5.31,1.63,0.45,1.82,35.811,1.25827065543177
"Africa","Sierra Leone",1991,36.2,"women",22.2,132,4.39,25.7,117,77.5,2200.258,0.627015734390466
"Asia","Singapore",1991,74.3,"women",23.5,127,4.88,224,72.9,149,1540.44,2.89259344854903
"Europe","Slovenia",1991,69.4,"women",26.2,134,5.38,151,35.9,218,1032.5,0.126649301683295
"Oceania","Solomon Islands",1991,56.8,"women",25.8,120,4.64,4.73,3.33,6.39,156.014,2.89124843368727
"Africa","Somalia",1991,43.8,"women",21.5,128,4.5,37.9,104,119,3621.246,0.738672259355663
"Africa","South Africa",1991,58.6,"women",27.5,132,4.71,1200,522,575,19001.034,2.62729953658195
"Europe","Spain",1991,73.8,"women",25.5,128,5.37,1700,1470,3800,20053.115,0.273045341877986
"Asia","Sri Lanka",1991,66.4,"women",21.9,123,4.56,190,71.6,309,8691.163,1.3224364307192
"Africa","Sudan",1991,54.2,"women",21.5,126,4.55,312,217,462,10414.617,3.68574308923792
"Americas","Suriname",1991,64.3,"women",25.6,126,4.83,10.4,8.45,8.42,203.096,1.94609951862022
"Europe","Sweden",1991,75.1,"women",24.7,129,5.73,1010,261,675,4364.051,0.665018000235763
"Europe","Switzerland",1991,74.3,"women",23.9,126,5.7,635,111,573,3438.421,0.971474499308289
"Asia","Tajikistan",1991,59.3,"women",24.3,130,4.93,100,69,274,2720.977,2.11347789211382
"Asia","Thailand",1991,67.1,"women",22.7,120,4.85,3690,2800,1150,28875.467,1.17614357326566
"Asia","Timor-Leste",1991,47.8,"women",20.4,119,4.37,11.3,5.97,17.4,376.023,2.9824748790167
"Africa","Togo",1991,54.8,"women",21,128,4.38,35.2,104,74.5,1958.784,2.41632985982213
"Oceania","Tonga",1991,68.2,"women",30.2,123,4.72,3.51,3.25,3.14,46.917,0.16438941076003
"Americas","Trinidad and Tobago",1991,65.3,"women",26.7,124,4.83,24.3,25.4,33.6,616.475,0.640599721492574
"Africa","Tunisia",1991,67.3,"women",25.9,130,4.71,76.5,30.6,124,4179.847,2.1718671932214
"Asia","Turkey",1991,61.2,"women",27.1,128,4.91,1630,542,2460,27764.716,1.73395417634521
"Asia","Turkmenistan",1991,59,"women",24.3,131,5.03,58.4,44.2,151,1926,2.80196743536846
"Africa","Uganda",1991,42.3,"women",21,130,4.32,104,277,229,9045.934,3.54950987047174
"Europe","Ukraine",1991,64.6,"women",26.3,134,5.38,5010,720,9030,27506.697,-0.0848817465559873
"Asia","United Arab Emirates",1991,70.9,"women",28,128,5.45,8.12,6.58,12.6,663.919,5.36440057957491
"Europe","United Kingdom",1991,73.1,"women",25.3,132,5.81,13700,764,4830,29442.92,0.27464831831673
"Americas","United States",1991,71.9,"women",26.4,122,5.52,67900,3770,10000,129771.578,0.933820543420388
"Americas","Uruguay",1991,69,"women",24.4,127,5.15,188,26.8,256,1613.502,0.760999078258128
"Asia","Uzbekistan",1991,63.3,"women",24.6,125,4.89,455,236,870,10542.927,2.2848893039515
"Oceania","Vanuatu",1991,62.2,"women",25.1,128,4.69,2.62,1.42,2.79,73.283,2.93423603112622
"Asia","Yemen",1991,56.6,"women",24.5,125,4.67,150,98.8,300,6198.968,4.56721029301574
"Africa","Zambia",1991,42.2,"women",21.9,128,4.58,39.7,118,109,4138.732,2.66886885267861
"Africa","Zimbabwe",1991,53.7,"women",24.9,131,4.54,215,313,265,5370.951,2.47039664093976
"Asia","Afghanistan",1992,50.3,"women",20.7,124,4.51,217,123,464,7024.451,8.44648801213708
"Europe","Albania",1992,69,"women",25,130,4.95,98,81,99.9,1609.731,-0.108161844373532
"Africa","Algeria",1992,65.7,"women",24.8,131,4.94,185,125,299,13343.646,2.36352950896499
"Africa","Angola",1992,39.9,"women",21.1,130,4.63,133,174,207,6325.395,3.41598029447763
"Americas","Antigua and Barbuda",1992,69.1,"women",26,126,5.01,1.52,1.59,2.63,33.341,1.97271837533644
"Americas","Argentina",1992,68.5,"women",25.2,121,5.24,1700,699,1620,17209.618,1.37668589606932
"Asia","Armenia",1992,64.6,"women",26.1,134,5.07,147,120,225,1787.888,-1.36220269571699
"Oceania","Australia",1992,74.5,"women",25.1,125,5.55,2030,129,786,8736.594,1.29904643218195
"Europe","Austria",1992,72.6,"women",24.4,130,5.61,931,219,1060,4071.594,0.575526240059086
"Asia","Azerbaijan",1992,60.4,"women",26.6,131,5.04,189,175,460,3821.002,1.5783043104695
"Americas","Bahamas",1992,67.6,"women",27.4,129,5.33,6.45,4.55,8.46,134.112,1.95994951875561
"Asia","Bahrain",1992,71.9,"women",26.5,136,5.24,12.8,3.45,7.17,220.762,2.53073432630636
"Asia","Bangladesh",1992,59.3,"women",18.9,123,4.46,2410,429,2290,52327.001,2.29906724217833
"Americas","Barbados",1992,69.4,"women",27.6,127,5.08,8.46,8.9,18.6,136.326,0.362945675940305
"Europe","Belarus",1992,64.3,"women",26.1,132,5.38,558,124,1850,5391.323,-0.0562439601235078
"Europe","Belgium",1992,72.9,"women",25,128,5.74,1090,254,972,5146.098,0.37561141451431
"Americas","Belize",1992,68.4,"women",27.3,121,4.83,2.81,4.69,4.81,96.371,1.69042619421962
"Africa","Benin",1992,52.9,"women",22.1,129,4.43,45,154,98,2728.985,3.39743327437868
"Asia","Bhutan",1992,54.1,"women",21.2,123,4.47,4.46,2.36,10.6,260.057,0.027309162801084
"Europe","Bosnia and Herzegovina",1992,66.9,"women",25.3,133,4.86,263,79,205,2143.847,-2.91911008871036
"Africa","Botswana",1992,57.4,"women",24.6,132,4.77,25.8,13.5,14.7,710.328,2.71386430678467
"Americas","Brazil",1992,62.4,"women",24.7,130,4.85,4490,2070,4470,77616.878,1.75402974685419
"Europe","Bulgaria",1992,67.7,"women",25.5,132,5.3,501,305,810,4412.014,-0.900717973367706
"Africa","Burkina Faso",1992,48.1,"women",20.4,127,4.26,59.4,267,228,4750.007,2.68318328640177
"Africa","Burundi",1992,46.1,"women",20.2,130,4.29,41.9,106,147,2902.148,2.23708847002708
"Asia","Cambodia",1992,51.9,"women",20.3,116,4.36,236,106,317,4963.376,3.48041464085865
"Africa","Cameroon",1992,50.1,"women",22.8,126,4.55,148,421,252,6282.243,2.9523500808248
"Americas","Canada",1992,74.5,"women",25.3,123,5.43,5430,314,1850,14239.459,1.24247149372234
"Africa","Central African Republic",1992,45.9,"women",20.6,129,4.47,43.9,61.2,85.7,1501.302,2.78300375448771
"Africa","Chad",1992,45.9,"women",20.1,125,4.33,45.7,162,118,3201.439,3.20537535686562
"Americas","Chile",1992,71.3,"women",25.5,128,5.12,524,253,974,6978.336,1.64088674126576
"Asia","China",1992,68,"women",22.1,123,4.26,82800,77800,110000,587548.393,1.15853308400466
"Americas","Colombia",1992,64.6,"women",24.9,125,5.02,944,629,1890,17477.266,2.02900178543656
"Africa","Comoros",1992,56.1,"women",21.6,129,4.5,2.57,5.69,5.11,217.446,2.93253049689705
"Americas","Costa Rica",1992,73.5,"women",24.9,123,4.86,56.7,53.9,216,1631.974,2.67319457132
"Europe","Croatia",1992,69,"women",24.8,134,5.29,463,116,595,2438.979,-0.542879885429635
"Americas","Cuba",1992,72.9,"women",25.1,126,4.93,905,305,266,5359.996,0.59784442681896
"Asia","Cyprus",1992,74.8,"women",24.9,128,5.41,21.2,6.57,21.1,395.247,2.31925402808267
"Europe","Denmark",1992,72.5,"women",24.1,126,5.66,1310,118,335,2619.272,0.295225615934067
"Africa","Djibouti",1992,55.4,"women",23,130,4.87,2.28,6.95,5,305.676,1.3447384125721
"Americas","Dominican Republic",1992,66.2,"women",24.2,128,4.57,148,105,113,3683.372,1.93437118960866
"Americas","Ecuador",1992,67.4,"women",25.8,126,4.88,148,213,645,5329.709,2.33918285861425
"Africa","Egypt",1992,63,"women",27.4,125,4.77,626,1070,791,29162.579,2.11080360363237
"Americas","El Salvador",1992,61.1,"women",25.2,121,4.69,79,80.2,226,2778.783,1.47702784573264
"Africa","Equatorial Guinea",1992,47.6,"women",21.1,131,4.56,6,8.71,11.5,223.907,2.95852818510803
"Africa","Eritrea",1992,48.8,"women",19.6,121,4.25,14.3,36.7,43.7,1130.48,-0.285696896673694
"Europe","Estonia",1992,63.3,"women",25,133,5.55,131,27.9,260,812.262,-1.56476088679479
"Africa","Ethiopia",1992,46.4,"women",19.4,121,4.27,315,795,1030,25779.464,3.66049797479847
"Oceania","Fiji",1992,64,"women",25.9,126,4.87,8.04,9.18,9.64,366.102,1.2105948474385
"Europe","Finland",1992,71.8,"women",25.3,133,5.73,485,119,536,2593.404,0.448247774544494
"Europe","France",1992,73,"women",24.5,127,5.67,3290,1050,3870,29351.913,0.437640041066225
"Africa","Gabon",1992,59.6,"women",23.3,136,5.08,21.8,32.2,23.9,510.12,2.66132148377125
"Africa","Gambia",1992,51.6,"women",21.9,128,4.43,4.94,38,6.33,514.574,3.4454752882286
"Asia","Georgia",1992,66.2,"women",25.9,133,5.09,207,142,369,2785.473,-1.20183431895996
"Europe","Germany",1992,72.5,"women",25.3,132,5.83,9760,1780,11500,41286.477,0.494769030949626
"Africa","Ghana",1992,56.3,"women",22,128,4.38,84.5,374,267,7766.053,2.89414641501275
"Europe","Greece",1992,74.5,"women",24.4,127,5.22,903,716,792,5249.965,0.973836639014393
"Americas","Grenada",1992,66.6,"women",25.4,125,4.77,2.91,3.1,4.47,49.076,0.567634582675877
"Americas","Guatemala",1992,60.4,"women",24.4,121,4.61,128,187,471,4897.861,2.51797830818766
"Africa","Guinea",1992,50.2,"women",21.1,130,4.33,50.5,270,135,3491.122,2.77975518605988
"Africa","Guinea-Bissau",1992,47.6,"women",21.6,129,4.32,10.1,37.8,32.5,527.053,2.26393860900104
"Americas","Guyana",1992,60.4,"women",24.4,123,4.47,9.7,12,18.4,380.472,0.671279452815954
"Americas","Haiti",1992,53.7,"women",21.7,124,4.45,207,119,410,3718.836,1.95169760215152
"Americas","Honduras",1992,65.3,"women",24.6,123,4.61,62.6,81.3,208,2639.564,2.86134260901011
"Europe","Hungary",1992,65,"women",25.5,132,5.27,1590,391,1100,5394.081,0.0569095270221053
"Europe","Iceland",1992,76.1,"women",24.9,125,5.92,42.8,2.39,17.8,129.577,1.00162130140616
"Asia","India",1992,58.5,"women",20.7,124,4.53,7760,3800,30800,437144.412,1.99926219396117
"Asia","Indonesia",1992,62.5,"women",21.3,125,4.54,2010,2070,4870,93573.572,1.78832220207697
"Asia","Iraq",1992,64.2,"women",27,128,4.93,229,144,177,9123.531,2.87734211902587
"Europe","Ireland",1992,72.4,"women",25.3,128,5.56,493,40.4,216,1775.644,0.398337893439953
"Asia","Israel",1992,75.2,"women",25.6,128,5.58,344,67.7,230,2390.713,3.80188003386666
"Europe","Italy",1992,74.1,"women",24.9,130,5.37,6050,2910,8870,29377.836,0.119893713779694
"Americas","Jamaica",1992,69.6,"women",25.6,126,4.8,69.8,41.8,105,1246.775,0.863113681189161
"Asia","Japan",1992,76.2,"women",21.7,127,5.17,15400,9580,37000,63598.296,0.345337634266566
"Asia","Jordan",1992,69,"women",28.7,126,5.28,33.5,14.5,34.1,1894.774,5.78131751690748
"Asia","Kazakhstan",1992,60.8,"women",25.7,132,5.18,899,494,1590,8390.041,-0.422602510809851
"Africa","Kenya",1992,53.8,"women",21.9,125,4.52,152,164,473,12715.572,3.31281632286944
"Oceania","Kiribati",1992,58.4,"women",27.7,119,4.56,1,1.53,0.83,37.743,1.39153794492948
"Asia","Kuwait",1992,71.6,"women",28.9,130,5.44,17.2,7.36,8.6,818.32,-6.34177606354365
"Europe","Latvia",1992,62.4,"women",25.3,133,5.5,202,45.5,418,1403.205,-0.904861378880784
"Asia","Lebanon",1992,69.4,"women",25.6,131,5,86.5,29.6,89.2,1552.95,5.0904531080504
"Africa","Lesotho",1992,57.4,"women",25.7,128,4.33,24.5,20.9,28.9,946.708,0.944177818911921
"Africa","Liberia",1992,45.9,"women",22,129,4.38,12.2,73.1,44.5,1006.738,-1.88666373646935
"Africa","Libya",1992,67.6,"women",27.6,134,5.08,35.7,37.1,38.4,2205.987,2.49092513240038
"Europe","Lithuania",1992,64.6,"women",26.2,134,5.76,219,50.1,484,1944.68,-0.192257750615105
"Europe","Luxembourg",1992,72.1,"women",25,129,5.84,44.6,12.2,40.9,199.546,1.23020885648915
"Africa","Madagascar",1992,51,"women",20.5,129,4.47,65.7,148,150,6164.28,3.04295562717862
"Africa","Malawi",1992,44.5,"women",21.3,128,4.35,45.5,73.3,53,4883.095,0.867426466122804
"Asia","Malaysia",1992,69.4,"women",23.6,125,4.93,580,219,334,9328.758,2.58481061015518
"Asia","Maldives",1992,63.1,"women",23.9,122,4.67,1.41,1.03,2.57,115.857,3.14261041423701
"Africa","Mali",1992,45.6,"women",20.5,126,4.32,68.1,467,332,4481.638,2.46374097854145
"Europe","Malta",1992,74.7,"women",26.3,131,5.61,14.1,3.92,18.6,186.579,0.750040498947033
"Africa","Mauritania",1992,57.5,"women",24.1,128,4.57,21.8,66.5,42.5,1080,2.67984898456284
"Africa","Mauritius",1992,66.3,"women",24.5,131,4.94,21.1,11.3,33.2,542.577,1.3386003249846
"Americas","Mexico",1992,68.8,"women",26.6,125,4.86,1730,1720,2340,44088.752,1.96732193646075
"Asia","Mongolia",1992,58.1,"women",25,130,5.06,86.2,188,229,1134.952,1.10471595499893
"Europe","Montenegro",1992,71.3,"women",25.7,132,5.25,65.5,15.4,15.3,309.749,0.250505704345012
"Africa","Morocco",1992,64,"women",24.8,127,4.78,218,85.8,405,12895.067,1.83723043975211
"Africa","Mozambique",1992,42,"women",21.3,131,4.45,77.2,386,291,7230.35,3.67039971965899
"Asia","Myanmar",1992,57.2,"women",20.6,119,4.3,621,617,1700,21762.377,1.22831515593551
"Africa","Namibia",1992,58.4,"women",23.4,132,4.68,10.7,4.35,9.06,785.58,2.70080178214482
"Asia","Nepal",1992,55.2,"women",19.4,123,4.42,288,91.1,553,9955.979,2.29252456448782
"Europe","Netherlands",1992,74.1,"women",24.4,128,5.59,1640,163,1340,7661.053,0.644667925471702
"Oceania","New Zealand",1992,73.2,"women",25.5,124,5.79,486,32.8,216,1778.561,1.61997888250996
"Americas","Nicaragua",1992,63,"women",25.5,124,4.67,33.6,62.5,91.8,2201.438,2.30752607718709
"Africa","Niger",1992,44,"women",20.7,130,4.28,56.9,207,141,4368.395,3.22718845245529
"Africa","Nigeria",1992,44.6,"women",22.5,132,4.24,642,3200,989,49760.179,2.53968834228909
"Europe","Norway",1992,74.1,"women",24.5,131,5.64,540,43.6,358,2170.3,0.544672957638558
"Asia","Oman",1992,66.5,"women",25.9,130,5.13,9.39,9.79,23.7,842.02,2.2850819172288
"Asia","Pakistan",1992,60,"women",22.5,125,4.66,922,986,1220,54925.192,2.90361607944459
"Americas","Panama",1992,70.7,"women",25.4,125,4.91,49.3,34.7,74.5,1275,2.13710885492686
"Oceania","Papua New Guinea",1992,56.8,"women",23,115,4.56,76.7,47.4,110,2376.868,2.36798878153363
"Americas","Paraguay",1992,66.2,"women",24.5,126,4.87,76.4,38.7,94.2,2192.872,2.54022822962122
"Americas","Peru",1992,64.2,"women",25.5,123,4.87,624,479,1310,11540.98,1.95207510950746
"Asia","Philippines",1992,62.9,"women",22.2,122,4.74,1450,413,778,32191.334,2.49706443569616
"Europe","Poland",1992,66.7,"women",25.6,132,5.31,3730,866,2470,19605.027,0.32099090905276
"Europe","Portugal",1992,71.2,"women",25.4,132,5.35,523,230,1460,5160.616,0.344065172301883
"Asia","Qatar",1992,74.4,"women",27.4,132,5.33,2.7,3.1,3.87,165.423,2.20191648286471
"Europe","Romania",1992,66.1,"women",25.1,132,5.21,1190,415,1300,11863.559,-0.289653187731554
"Africa","Rwanda",1992,26.4,"women",21.1,131,4.37,38.3,99,121,3411.716,-5.12841404160738
"Oceania","Samoa",1992,62.9,"women",29.8,123,4.65,1.39,0.97,2.51,79.22,1.00340417936327
"Africa","Sao Tome and Principe",1992,60.3,"women",22.8,132,4.48,1.79,0.53,4.07,62.995,2.11210529728327
"Asia","Saudi Arabia",1992,68.2,"women",27.6,130,5.21,137,244,116,7615.402,3.1645110057108
"Africa","Senegal",1992,56,"women",22.5,129,4.49,58.1,209,139,4016.37,3.06619339964956
"Europe","Serbia",1992,68.8,"women",25.9,134,5.05,773,269,429,4915.081,1.04885544269154
"Africa","Seychelles",1992,66.1,"women",26,131,5.32,1.69,0.51,1.75,36.391,1.61961408505766
"Africa","Sierra Leone",1992,35.6,"women",22.3,133,4.37,25.3,117,75.1,2198.82,-0.0653559718905532
"Asia","Singapore",1992,74.6,"women",23.5,126,4.81,229,73.9,147,1587.123,3.03049777985511
"Europe","Slovenia",1992,69.6,"women",26.2,134,5.36,155,36.2,212,1031.887,-0.0593704600484316
"Oceania","Solomon Islands",1992,57.4,"women",26,120,4.64,4.96,3.46,6.57,160.53,2.89461202199802
"Africa","Somalia",1992,43.9,"women",21.6,128,4.48,37.5,103,119,3633.516,0.338833650075139
"Africa","South Africa",1992,58.7,"women",27.5,132,4.66,1220,537,601,19509.646,2.67675959108331
"Europe","Spain",1992,73.9,"women",25.6,127,5.35,1730,1450,3720,20114.125,0.304242009283836
"Asia","Sri Lanka",1992,66.5,"women",21.9,123,4.56,197,73.7,319,8800.041,1.25274373521701
"Africa","Sudan",1992,54.4,"women",21.5,126,4.54,322,228,479,10815.288,3.84719860557522
"Americas","Suriname",1992,64.4,"women",25.7,126,4.81,10.9,8.56,8.74,206.856,1.85134123764131
"Europe","Sweden",1992,75.3,"women",24.7,129,5.69,1030,259,660,4394.992,0.70899721382724
"Europe","Switzerland",1992,74.5,"women",24,126,5.67,683,116,562,3475.897,1.0899188900952
"Asia","Tajikistan",1992,59,"women",24.2,130,4.88,91.5,69.2,270,2768.678,1.7530835431538
"Asia","Thailand",1992,67,"women",22.8,120,4.87,3850,2890,1190,29146.72,0.939389136113368
"Asia","Timor-Leste",1992,48.8,"women",20.5,119,4.37,11.9,6.24,17.6,387.872,3.15113703151137
"Africa","Togo",1992,54.7,"women",21.1,128,4.36,35.7,107,73.8,2002.266,2.21984659870613
"Oceania","Tonga",1992,68.3,"women",30.5,123,4.73,3.61,3.32,3.18,46.998,0.172645309802408
"Americas","Trinidad and Tobago",1992,65.3,"women",26.7,124,4.81,25,25,34.9,620.278,0.616894440163834
"Africa","Tunisia",1992,67.8,"women",26,130,4.72,79.7,31.8,127,4268.864,2.12967125351717
"Asia","Turkey",1992,61.6,"women",27.2,128,4.91,1670,556,2450,28233.978,1.6901379434243
"Asia","Turkmenistan",1992,58.9,"women",24.2,130,5,59.8,45.7,149,1981.361,2.87440290758048
"Africa","Uganda",1992,41.9,"women",21.1,130,4.31,110,288,248,9361.983,3.49382385500492
"Europe","Ukraine",1992,64.1,"women",26.2,134,5.35,5080,740,9190,27465.984,-0.148011227956594
"Asia","United Arab Emirates",1992,71.2,"women",28.1,128,5.44,8.65,6.85,12.8,699.752,5.39719453728542
"Europe","United Kingdom",1992,73.3,"women",25.4,132,5.77,14100,810,4810,29522.721,0.271036296671672
"Americas","United States",1992,72.1,"women",26.6,122,5.5,71200,3960,10200,130962.537,0.917734852542213
"Americas","Uruguay",1992,69.2,"women",24.5,126,5.14,192,26.9,250,1625.759,0.759651986796426
"Asia","Uzbekistan",1992,63.3,"women",24.6,125,4.84,458,246,881,10777.789,2.22767358628207
"Oceania","Vanuatu",1992,62.7,"women",25.2,128,4.69,2.73,1.48,2.88,75.496,3.01979995360451
"Asia","Yemen",1992,57,"women",24.6,125,4.67,156,104,311,6490.826,4.70817077939425
"Africa","Zambia",1992,41.8,"women",21.9,128,4.56,41.1,124,118,4244.576,2.55740163895609
"Africa","Zimbabwe",1992,52.4,"women",24.8,131,4.52,200,314,254,5487.645,2.17268785360359
"Asia","Afghanistan",1993,50.9,"women",20.6,124,4.48,233,135,507,7639.816,8.76032874312882
"Europe","Albania",1993,69,"women",24.9,130,4.93,102,83.8,101,1601.044,-0.539655383414987
"Africa","Algeria",1993,65.9,"women",24.9,131,4.93,186,119,301,13642.618,2.24055704115652
"Africa","Angola",1993,40.1,"women",21.1,130,4.6,137,180,217,6539.142,3.37918817718102
"Americas","Antigua and Barbuda",1993,69.4,"women",26.1,126,5.01,1.5,1.61,2.54,34.128,2.36045709486818
"Americas","Argentina",1993,68.7,"women",25.4,121,5.23,1760,708,1600,17436.832,1.32027334947237
"Asia","Armenia",1993,64.7,"women",26,134,5.02,143,121,212,1754.812,-1.8500040270979
"Oceania","Australia",1993,74.8,"women",25.2,125,5.53,2130,136,790,8842.425,1.21135307420718
"Europe","Austria",1993,72.8,"women",24.4,129,5.58,961,226,1040,4096.13,0.60261411132839
"Asia","Azerbaijan",1993,60.5,"women",26.6,130,4.98,186,178,462,3877.972,1.49097016960473
"Americas","Bahamas",1993,67.7,"women",27.4,128,5.31,6.58,4.65,8.49,136.739,1.95881054640898
"Asia","Bahrain",1993,72.1,"women",26.7,136,5.24,13,3.75,7.17,226.331,2.52262617660648
"Asia","Bangladesh",1993,60.1,"women",18.9,123,4.46,2500,442,2290,53495.491,2.23305363898077
"Americas","Barbados",1993,69.6,"women",27.7,127,5.06,8.24,9.02,17.8,136.842,0.378504467232971
"Europe","Belarus",1993,63.7,"women",26,132,5.36,572,128,1900,5382.299,-0.167380066080262
"Europe","Belgium",1993,73.2,"women",25,128,5.71,1120,259,948,5166.471,0.395892188605806
"Americas","Belize",1993,68,"women",27.4,121,4.82,2.94,4.86,4.78,98.042,1.73392410579947
"Africa","Benin",1993,53.2,"women",22.2,129,4.41,46.1,159,96.9,2822.26,3.41793743827834
