id,city,state,amount,share_under25
704,"EVERGREEN","CO",242.55,.4004413
705,"BROOKLYN","NY",675,.5131685
706,"LOUISVILLE","KY",0,.4657836
707,"SEATTLE","WA",0,.4679543
708,"LOS ANGELES","CA",425,.5352823
709,"MONROE TWP","NJ",400,.4375436
710,"MIAMI","FL",403,.4463278
711,"SAN FRANCISCO","CA",726.48,.4387415
712,"ALLISON PARK","PA",0,.3952351
713,"Newton Highlands","MA",900,.4494399
714,"FAIRFAX","VA",501,.4753132
715,"TAMARAC","FL",210,.4322133
716,"PENSACOLA","FL",0,.4620414
717,"ITHACA","NY",430,.469061
718,"SILVER SPRING","MD",0,.4731771
719,"Federal Way","WA",830,.4650477
720,"Smyrna","GA",0,.4951164
721,"RANCHO MURIETA","CA",355,.4593699
722,"LOS ANGELES","CA",300,.5352823
723,"VIENNA","VA",0,.4798569
724,"Fort Myers","FL",250,.3693463
725,"LAFAYETTE","CA",0,.4590964
726,"SCOTTSDALE","AZ",1000,.4831868
727,"SUN VALLEY","CA",0,.4808716
728,"CAPE ELIZABETH","ME",296,.4439363
729,"DECATUR","GA",522.95,.4951164
730,"EDWARDS","CO",0,.4904153
731,"SANTA YNEZ","CA",0,.4875372
732,"Shelby","NC",0,.4500323
733,"IRVINGTON","NY",300,.420808
734,"RIDGEFIELD","CT",250,.4268852
735,"HILLSDALE","NY",267,.4346137
736,"FARMINGTON","MI",0,.4291991
737,"CHARLOTTE","NC",0,.5258363
738,"FULLERTON","CA",220,.508081
739,"MARIETTA","GA",226,.4951164
740,"ELLICOTT CITY","MD",280,.4411901
741,"FARGO","ND",0,.5672258
742,"Scottsdale","AZ",0,.4831868
743,"ALEXANDRIA","VA",250,.4743382
744,"SOLON","OH",300,.4401636
745,"MOUNDRIDGE","KS",215.05,.453614
746,"UPPER MARLBORO","MD",0,.499497
747,"Chapel Hill","NC",0,.4791312
748,"SCOTTSDALE","AZ",1100,.4831868
749,"ROCHESTER","NY",364.14,.4885501
750,"LEWES","DE",0,.4270301
751,"GUILFORD","VT",1100,.3799024
753,"BOSTON","MA",325,.5174821
754,"Studio City","CA",0,.4961229
755,"SHORT HILLS","NJ",282.6,.4573098
756,"STURGEON BAY","WI",650,.3920307
757,"SPRING","TX",0,.4934856
758,"ITASCA","IL",0,.4846078
759,"HIGH FALLS","NY",0,.3750656
760,"PASADENA","CA",0,.4520558
761,"Silver Spring","MD",0,.4731771
762,"ADA","OH",250,.4591215
763,"ARLINGTON","VA",500,.5314384
764,"BROOKLYN","NY",220,.5131685
765,"SOUTH BURLINGTON","VT",0,.4651355
766,"LOS ANGELES","CA",0,.5352823
767,"LUDINGTON","MI",300,.4757916
769,"SULLIVAN","MO",0,.4428679
770,"SAN FRANCISCO","CA",1250,.4387415
771,"SAN FRANCISCO","CA",250,.4387415
772,"FALLS CHURCH","VA",250,.4753132
773,"HALES LOCATION","NH",750,.412813
774,"VALATIE","NY",817.78,.4346897
775,"SEATTLE","WA",1200,.4679543
776,"ATLANTA","GA",250,.5335559
777,"ANN ARBOR","MI",0,.460889
779,"Nellysford","VA",0,.4685583
780,"Los Angeles","CA",400,.5352823
781,"CHICAGO","IL",0,.5333298
782,"DREXEL HILL","PA",0,.4378969
783,"LAKEWOOD","CO",0,.5182149
784,"HATBORO","PA",0,.4378969
785,"MARTINEZ","CA",231.97,.4590964
786,"AIKEN","SC",515,.4352905
787,"DANVILLE","IL",506.94,.5371014
788,"WHITE PLAINS","MD",250,.4669195
789,"NEW YORK","NY",205,.477233
790,"WASHINGTON","DC",550,.5195411
791,"NEW YORK","NY",0,.477233
792,"LOCKHART","TX",500,.5018783
793,"BATON ROUGE","LA",592.75,.5379761
794,"HAINESVILLE","IL",0,.4493886
797,"COLUMBUS","OH",230,.5344034
798,"MILL SPRING","NC",450,.3891892
799,"LAFAYETTE","LA",0,.499272
800,"WASHINGTON","DC",0,.5195411
801,"ALTADENA","CA",0,.4120456
802,"MANTENO","IL",250,.4580764
803,"Milwaukee","WI",0,.5319132
805,"WINCHESTER","MA",1000,.4513606
806,"Seattle","WA",0,.4679543
807,"San Francisco","CA",0,.4387415
808,"NORTHBROOK","IL",0,.4493886
809,"MIDLOTHIAN","VA",750,.4238136
810,"LA MESA","CA",400,.5035136
811,"LUTSEN","MN",0,.344296
812,"Irvine","CA",0,.448464
813,"BRENTWOOD","CA",345,.4590964
814,"SAN FRANCISCO","CA",310,.4387415
815,"MINNEAPOLIS","MN",0,.5006417
816,"PELHAM","NY",582,.456503
817,"LITTLE ROCK","AR",1000,.4881186
818,"Englewood","FL",0,.337309
819,"BRADENTON","FL",226.15,.337309
820,"CAMBRIDGE","MA",250,.5174821
821,"Oakland","CA",0,.4778767
822,"AMBLER","PA",500,.4378969
823,"NORTH HILLS","CA",0,.4808716
824,"MOUNT JULIET","TN",220,.4909945
825,"WAKEFIELD","RI",350,.4185297
826,"Park Rapids","MN",0,.3999545
827,"TOPEKA","KS",300,.4716764
828,"ANN ARBOR","MI",975,.460889
829,"Minneapolis","MN",0,.5006417
831,"BEVERLY HILLS","CA",735.25,.5116389
832,"SPRINGFIELD","VA",318.83,.4798569
833,"NEW YORK","NY",242.41,.477233
834,"PRINCETON","NJ",275,.4305483
835,"SAN FRANCISCO","CA",500,.4387415
836,"BOZEMAN","MT",450.7,.4770577
837,"WASHINGTON","DC",0,.5195411
838,"NEW YORK","NY",350,.477233
839,"RIVERVIEW","FL",0,.4475638
840,"PHILADELPHIA","PA",295,.5200281
841,"ORONO","ME",661,.4306554
842,"Atlanta","GA",0,.5335559
843,"EAST HARTFORD","CT",0,.4804932
844,"OWINGSVILLE","KY",220.79,.4586913
846,"SIOUX FALLS","SD",807,.5154244
847,"SARANAC LAKE","NY",1399.56,.4365604
848,"MONROE","TN",0,.4158508
849,"NEW ORLEANS","LA",0,.4940248
850,"SUWANEE","GA",0,.4951164
851,"LOUISVILLE","KY",0,.4657836
852,"PORTLAND","OR",268.77,.4743172
853,"GLENVIEW","IL",0,.4493886
854,"SUNNYVALE","CA",0,.4402437
855,"MILLADORE","WI",0,.4362096
856,"SAINT PAUL","MN",0,.4917763
857,"SLEEPY EYE","MN",0,.4690119
858,"HOUSTON","TX",0,.548726
859,"GERMANTOWN","WI",572.07,.4160614
860,"Sarasota","FL",0,.337309
861,"SUNNYSIDE","NY",575,.5099675
862,"AUSTIN","TX",0,.5566342
863,"DENVER","CO",500,.5182149
865,"SEATTLE","WA",300,.4679543
867,"San Diego","CA",340,.520797
868,"MANCHESTER","CA",0,.4264379
869,"BLOOMINGTON","IN",1500,.5108438
870,"WEST BLOOMFIELD","MI",1000,.4291991
871,"Peoria","AZ",0,.4848824
873,"WESTWOOD","MA",227.8,.4028738
874,"COTTAGE GROVE","MN",245,.4665258
875,"BERKELEY","CA",250,.5246695
877,"SAN FRANCISCO","CA",243.58,.4387415
878,"SANDY","UT",500,.6004
879,"Albuquerque","NM",250,.4932771
880,"PITTSBURGH","PA",500,.4520847
881,"RALEIGH","NC",321.65,.5281892
882,"DUBUQUE","IA",290,.441826
883,"Apollo Beach","FL",0,.4475638
884,"San Antonio","TX",0,.5311785
885,"Bonita Springs","FL",0,.3541788
886,"ANN ARBOR","MI",240.88,.460889
887,"MONTCLAIR","NJ",0,.4573098
888,"Roseville","CA",435,.4751711
889,"BETHESDA","MD",0,.4435954
890,"CHICAGO","IL",0,.5333298
891,"BERKELEY","CA",1000,.5246695
892,"BROOKLYN","NY",1500,.5131685
893,"LINCOLNWOOD","IL",0,.4016855
894,"MANHATTAN BEACH","CA",0,.5116389
895,"LOS ANGELES","CA",445,.5352823
896,"PEMBROKE","NH",332.2,.4022934
897,"Falmouth","ME",0,.4439363
899,"FORT WAYNE","IN",357,.4995596
900,"NORTHRIDGE","CA",0,.4808716
901,"CENTENNIAL","CO",0,.448189
902,"PETOSKEY","MI",684,.3805149
903,"GRANBY","CO",400,.4004413
904,"DULUTH","MN",638.75,.4843943
905,"SMYRNA","GA",360,.4951164
906,"LAS VEGAS","NV",0,.4974553
907,"OAKLAND","CA",700,.4778767
908,"CHARLOTTE","NC",205,.5258363
909,"WALNUT CREEK","CA",0,.4590964
910,"FREDERICKSBURG","VA",515,.4766693
911,"GEORGETOWN","TX",0,.5018783
913,"BALTIMORE","MD",0,.4849183
914,"CAMBRIDGE","MA",1500,.5174821
915,"ARLINGTON","VA",400,.5314384
916,"LAKEWOOD","CO",1500,.5182149
919,"FORT POLK","LA",201.25,.4980185
920,"Portland","OR",250,.4743172
921,"Philadelphia","PA",0,.5200281
922,"ALEXANDRIA","VA",0,.4743382
923,"STERLING","VA",275,.4958435
925,"SAN FRANCISCO","CA",482.8,.4387415
926,"FREMONT","OH",212.8,.460113
927,"New York","NY",0,.477233
928,"PORTLAND","OR",0,.4743172
929,"SODA SPRINGS","CA",0,.4751711
930,"LITHONIA","GA",0,.4951164
931,"INDIANAPOLIS","IN",220,.5148932
932,"GLENVIEW","IL",0,.4493886
933,"JESSUP","MD",370,.499497
934,"SOUTHLAKE","TX",0,.4892371
935,"HUMBLE","TX",0,.4934856
936,"OREGON","WI",252.4,.4441077
937,"LOMA MAR","CA",300,.4402437
938,"CHICAGO","IL",250,.5333298
939,"VIRGINIA BEACH","VA",325,.4860543
940,"BROOKLYN","NY",246.24,.5131685
941,"FREDERICKSBURG","TX",0,.5018783
942,"San Francisco","CA",0,.4387415
943,"INDIANAPOLIS","IN",400,.5148932
944,"WEST HOLLYWOOD","CA",0,.5352823
945,"San Francisco","CA",0,.4387415
946,"Louisiana","MO",450,.4719936
947,"ENGLISHTOWN","NJ",275,.4220611
948,"San Mateo","CA",0,.4298374
949,"CHICAGO","IL",360,.5333298
950,"Ann Arbor","MI",0,.460889
951,"LOUDONVILLE","NY",450,.5078134
952,"FAYETTEVILLE","NY",450,.4301481
953,"Portland","OR",500,.4743172
954,"NEW YORK","NY",300,.477233
955,"RICHFIELD","OH",500,.4380642
956,"HENDERSON","NV",375,.4752689
957,"PLEASANTON","CA",300,.4590964
958,"PHILADELPHIA","PA",250,.5200281
959,"Rocky Mount","NC",410,.4626417
960,"SAINT PAUL","MN",300,.4917763
961,"SAN FRANCISCO","CA",0,.4387415
962,"MARYVILLE","MO",1300,.4492032
963,"DURHAM","NC",439,.5311326
964,"New York","NY",0,.477233
965,"WEXFORD","PA",361.46,.3871125
966,"Kalamazoo","MI",0,.4640211
967,"Seattle","WA",0,.4679543
968,"LITTLE RIVER","CA",250,.4264379
969,"LITTLE ROCK","AR",500,.4881186
970,"SARASOTA","FL",0,.337309
971,"Mequon","WI",0,.4160614
972,"MAMARONECK","NY",0,.420808
973,"BERKELEY","CA",500,.5246695
974,"Suches","GA",0,.4593446
975,"SEATTLE","WA",0,.4679543
976,"PASADENA","CA",717,.4520558
977,"FALLS CHURCH","VA",0,.4753132
979,"Ponte Vedra","FL",0,.4336867
980,"NEW YORK","NY",251,.477233
981,"SAN MATEO","CA",0,.4298374
982,"MORAGA","CA",309.83,.4590964
983,"STATE COLLEGE","PA",250,.5293475
984,"BROOKLYN","NY",307.95,.5131685
985,"Baltimore","MD",0,.4849183
986,"WESTERVILLE","OH",215,.473918
987,"PHILADELPHIA","PA",0,.5200281
988,"BURNET","TX",0,.5018783
989,"JUNCTION CITY","OR",600,.4229293
990,"WEST TISBURY","MA",700,.3656803
991,"CORNING","NY",1060,.469061
992,"SAINT PAUL","MN",0,.4917763
993,"BALTIMORE","MD",1000,.4849183
995,"Cupertino","CA",0,.4732465
996,"OCEANSIDE","CA",500,.4887954
997,"TRAVELERS REST","SC",0,.4612637
998,"Santa Barbara","CA",0,.5105435
999,"SCARSDALE","NY",1025,.420808
1000,"NEW YORK","NY",350,.477233
1001,"OAKLAND","CA",295,.4778767
1002,"COLUMBIA","MO",0,.5295759
1003,"LOS ANGELES","CA",0,.5352823
1004,"Deerfield Beach","FL",0,.3923365
1005,"SAN FRANCISCO","CA",465,.4387415
1006,"LEXINGTON","KY",500,.5186065
1007,"PINEHURST","NC",1000,.5063825
1008,"OCEANSIDE","CA",208,.4887954
1009,"PORTLAND","OR",0,.4743172
1010,"WASHINGTON","DC",380,.5195411
1011,"MINNEAPOLIS","MN",0,.5006417
1012,"NEW YORK","NY",0,.477233
1013,"SEATTLE","WA",300,.4679543
1014,"Somerset","NJ",0,.4375436
1015,"WASHINGTON","DC",735,.5195411
1016,"RICHMOND","CA",405,.5030745
1017,"NEW YORK","NY",0,.477233
1018,"LOS ANGELES","CA",252.8,.5352823
1019,"SANDY","UT",500,.6004
1020,"Denver","CO",1636,.5182149
1022,"BEVERLY HILLS","CA",1000,.5116389
1023,"PEAKS ISLAND","ME",233.75,.4439363
1024,"ARLINGTON","TX",252.1,.4892371
1025,"WORCESTER","MA",225,.5174998
1026,"PASADENA","CA",283,.4520558
1027,"Lebanon","OH",0,.4771548
1028,"COLCHESTER","VT",257.2,.4651355
1029,"EAST HAMPTON","NY",500,.4160329
1030,"SUNRISE","FL",490.33,.4322133
1031,"BOWLING GREEN","KY",0,.485794
1032,"MORRISTOWN","NJ",320,.4085009
1035,"BROOKLINE","MA",525,.4494399
1036,"TAMARAC","FL",220,.4322133
1037,"PHOENIX","AZ",0,.5434535
1038,"NEW ALBANY","OH",300,.473918
1039,"FAIRWAY","KS",455,.4575081
1040,"SHREVEPORT","LA",0,.5023212
1041,"WAIPAHU","HI",0,.4707951
1042,"PORTLAND","OR",0,.4743172
1043,"REDONDO BEACH","CA",1250,.5116389
1044,"ATLANTA","GA",0,.5335559
1045,"HERNDON","VA",0,.4958435
1046,"Alexandria","VA",0,.4743382
1047,"MAPLEWOOD","NJ",431,.4573098
1048,"JACKSON HEIGHTS","NY",201,.4543639
1049,"NEW ORLEANS","LA",0,.4940248
1050,"SPRING VALLEY","CA",450,.5035136
1051,"PLAYA DEL REY","CA",220,.5116389
1052,"SAN FRANCISCO","CA",441.16,.4387415
1053,"RICHMOND","VA",1000,.49286
1054,"LOS ANGELES","CA",1403.06,.5352823
1055,"SHERMAN OAKS","CA",250,.5056244
1056,"ROCHESTER","NY",900,.4885501
1057,"CRESTWOOD","KY",218,.4462031
1058,"HOBE SOUND","FL",0,.3923365
1059,"MEDFORD","MA",422.01,.5174821
1061,"Savage","MN",0,.4713001
1062,"BLOOMINGTON","IL",267,.5096664
1063,"PROVO","UT",300,.6743249
1064,"Chicago","IL",0,.5333298
1065,"BROOKINGS","OR",450,.4229293
1066,"LOS ANGELES","CA",0,.5352823
1067,"WASHINGTON","DC",250,.5195411
1068,"FT LAUDERDALE","FL",963.33,.4322133
1069,"Hiawatha","IA",0,.5322919
1070,"HARRISON","AR",300,.3737555
1071,"WINTHROP","WA",0,.4709616
1072,"SOUTHBURY","CT",450,.3924814
1073,"WICHITA","KS",0,.5139288
1074,"BARNARDSVILLE","NC",650,.3891892
1075,"UNION CITY","NJ",0,.4573098
1076,"MORRISVILLE","NC",0,.4791312
1077,"HOUSTON","TX",1000,.548726
1078,"MORAVIA","NY",205,.4343226
1079,"ALAMEDA","CA",486.29,.4590964
1080,"PORTLAND","OR",0,.4743172
1082,"Vista","CA",0,.4887954
1083,"HONOLULU","HI",325,.4193506
1084,"LOS ANGELES","CA",400,.5352823
1085,"PIEDMONT","CA",0,.4778767
1086,"SAN MARCOS","CA",0,.4887954
1088,"LOS ANGELES","CA",955,.5352823
1089,"ALTADENA","CA",269.75,.4120456
1090,"CHAPEL HILL","NC",310,.4791312
1091,"IRVINE","CA",0,.448464
1093,"CHICAGO","IL",250,.5333298
1094,"HOLMES","NY",0,.4346137
1095,"BELLEVUE","WA",500,.4650477
1096,"LOS ANGELES","CA",384,.5352823
1097,"COLUMBUS","OH",400,.5344034
1098,"Osprey","FL",0,.337309
1099,"OCALA","FL",0,.3429156
1100,"BOSTON","MA",800,.5174821
1101,"Alexandria","VA",0,.4743382
1102,"OVERLAND PARK","KS",250,.4575081
1103,"NEWARK","CA",875,.4590964
1104,"REDWOOD CITY","CA",0,.4402437
1105,"Madison","MS",0,.4670858
1106,"WALLINGFORD","PA",500,.4378969
1107,"SOUTH HADLEY","MA",245,.4449917
1108,"NAPERVILLE","IL",500,.4822353
1109,"HOUSTON","TX",1000,.548726
1110,"BETTENDORF","IA",0,.436352
1111,"Woodside","CA",600,.4402437
1112,"NEW YORK","NY",822.48,.477233
1113,"San Francisco","CA",0,.4387415
1114,"SAN JOSE","CA",350,.4954745
1115,"PENN YAN","NY",455,.4065893
1116,"MURRYSVILLE","PA",1030,.3721279
1117,"BROOKLYN","NY",0,.5131685
1118,"SHAWNEE","KS",597.95,.4575081
1119,"NEW YORK","NY",0,.477233
1120,"NEW YORK","NY",1800,.477233
1121,"ARVADA","CO",778.37,.4962959
1122,"OAKLAND","CA",500,.4778767
1123,"TROY","ID",0,.4529644
1124,"Shelburne Falls","MA",0,.3936663
1125,"GLENVIEW","IL",0,.4493886
1126,"SILVER SPRING","MD",508.91,.4731771
1127,"LOS ANGELES","CA",0,.5352823
1128,"KENILWORTH","IL",400,.4493886
1129,"NEW YORK","NY",0,.477233
1130,"MADISON","WI",0,.555514
1131,"KENNETT SQUARE","PA",250,.4510214
1132,"LAMY","NM",265,.4049562
1133,"PHOENIX","AZ",215,.5434535
1134,"ALEXANDRIA","VA",0,.4743382
1135,"BROOKLYN","NY",300,.5131685
1136,"STATE COLLEGE","ZZ",120,.5293475
1137,"BEVERLY HILLS","CA",215.01,.5116389
1138,"BALTIMORE","MD",230,.4849183
1139,"TAMPA","FL",215,.5000342
1140,"WINDSOR","CT",0,.4174982
1141,"WEST HOLLYWOOD","CA",500,.5352823
1142,"PUTNEY","VT",0,.3799024
1143,"NEW YORK","NY",0,.477233
1144,"NEWPORT","KY",0,.4765396
1145,"ALEXANDRIA","VA",250,.4743382
1146,"SANTA BARBARA","CA",0,.5105435
1147,"SPRINGFIELD","VA",400,.4798569
1148,"KEY BISCAYNE","FL",0,.4463278
1149,"San Antonio","TX",0,.5311785
1150,"MADISON","AL",250,.4512688
1151,"Arlington","VA",0,.5314384
1152,"NEW ALBANY","OH",330,.473918
1153,"PALM BAY","FL",355,.3713668
1154,"UNION","NJ",608,.4573098
1155,"BROOKLYN","NY",250,.5131685
1156,"NAPLES","FL",0,.3541788
1157,"SANDPOINT","ID",500,.4529644
1158,"ASHLAND","OR",290,.4052518
1159,"RALEIGH","NC",320,.5281892
1160,"CONCORD","MA",365,.4164453
1161,"Vero Beach","FL",500,.3713668
1162,"COLUMBUS","OH",841.25,.5344034
1163,"EXETER","NH",0,.412813
1164,"AUSTIN","TX",255,.5566342
1165,"BOWIE","MD",0,.499497
1166,"MINNEAPOLIS","MN",0,.5006417
1168,"ATLANTA","GA",310,.5335559
1169,"AUSTIN","TX",0,.5566342
1171,"Milton","NY",0,.4346137
1172,"Southlake","TX",0,.4892371
1173,"LAGUNA BEACH","CA",1050,.448464
1174,"SILVER SPRING","MD",750,.4731771
1175,"OAKLAND","CA",550,.4778767
1177,"BETHESDA","MD",1000,.4435954
1178,"CHAMPAIGN","IL",0,.5371014
1179,"SANTA FE","NM",320,.4049562
1181,"GREENWOOD","AR",0,.4688782
1182,"FALMOUTH","ME",0,.4439363
1183,"Oakland","CA",1150,.4778767
1184,"YOUNGSTOWN","OH",0,.4187242
1185,"OMAHA","NE",574.79,.5261874
1186,"Granville","OH",0,.473918
1187,"ARLINGTON","VA",250,.5314384
1188,"ALAMEDA","CA",300,.4590964
1189,"OREGON","WI",400,.4441077
1190,"Old Lyme","CT",0,.4366401
1191,"Simpsonville","SC",0,.4612637
1192,"PINECREST","FL",583.47,.4463278
1194,"NEWARK","DE",356.15,.4954163
1195,"ANNANDALE","VA",500,.4753132
1196,"ALEXANDRIA","VA",225,.4743382
1197,"CHEVY CHASE","MD",586.6,.4435954
1198,"OCALA","FL",307.9,.3429156
1199,"EULESS","TX",1150,.4892371
1200,"SEATTLE","WA",0,.4679543
1201,"ORLANDO","FL",650,.5322513
1202,"Southport","NC",0,.4320987
1203,"PORTLAND","OR",0,.4743172
1204,"LONG GROVE","IL",0,.4493886
1205,"Lowell","MA",765,.4513606
1206,"Chicago","IL",0,.5333298
1207,"CLIFTON PARK","NY",333,.4134029
1208,"PHOENIX","AZ",200.18,.5434535
1209,"FORT WORTH","TX",0,.5341563
1210,"SHREWSBURY","MA",0,.4167195
1211,"TUCSON","AZ",350,.4749739
1212,"DENVER","CO",500,.5182149
1213,"SEATTLE","WA",0,.4679543
1214,"PALO ALTO","CA",385,.5186713
1215,"LOS ANGELES","CA",0,.5352823
1216,"HOMEWOOD","IL",250,.4750154
1217,"CHICAGO","IL",0,.5333298
1218,"SAN FRANCISCO","CA",0,.4387415
1219,"NAPERVILLE","IL",220.8,.4822353
1220,"NEW YORK","NY",0,.4624566
1221,"TAKOMA PARK","MD",0,.4731771
1222,"LAKEVILLE","MN",317.6,.4665258
1223,"NASHUA","NH",0,.4249431
1224,"SOMERVILLE","MA",300,.5174821
1225,"DALEVILLE","VA",0,.4634323
1226,"NORTH HOLLYWOOD","CA",325.96,.4961229
1227,"SCARSDALE","NY",0,.420808
1228,"AGOURA HILLS","CA",0,.4808716
1229,"WELLS","VT",0,.4013554
1230,"NEW YORK","NY",584.4,.477233
1231,"CAPITOLA","CA",1000,.4732465
1232,"WINTER SPRINGS","FL",0,.4373594
1233,"HUMMELSTOWN","PA",350,.4234625
1234,"SAINT LOUIS","MO",208.45,.4732347
1235,"Chicago","IL",0,.5333298
1236,"PHILADELPHIA","PA",0,.5200281
1237,"Washington","DC",559,.5195411
1238,"SACRAMENTO","CA",250,.5245932
1239,"OAKLAND","CA",0,.4778767
1241,"TAVARES","FL",335,.4373594
1242,"SAINT LOUIS","MO",1000,.4732347
1243,"JACKSON","TN",500,.4440354
1244,"LA JOLLA","CA",0,.4887954
1245,"PALO ALTO","CA",780,.5186713
1246,"EUSTIS","FL",205,.4373594
1247,"DENVER","CO",250,.5182149
1248,"FOREST HILLS","NY",1750,.4543639
1249,"MARIETTA","GA",250,.4951164
1250,"DALLAS","TX",305,.5500803
1251,"WALNUT CREEK","CA",250,.4590964
1252,"CARMEL","IN",300,.4715025
1253,"COLUMBUS","OH",578.06,.5344034
1254,"OAKLAND","CA",290,.4778767
1255,"SAN FRANCISCO","CA",250,.4387415
1256,"SAINT JOHNSBURY","VT",365,.4042332
1257,"Midpines","CA",0,.5226442
1259,"BOSTON","MA",250,.5174821
1260,"WEST HARTFORD","CT",0,.4804932
1261,"INDIANAPOLIS","IN",0,.5148932
1262,"EVERGREEN","CO",250,.4004413
1263,"FARMINGTON HILLS","MI",350,.4291991
1264,"WACO","TX",477.8,.5540192
1265,"Shawnee","KS",0,.4575081
1266,"LANDING","NJ",356.01,.413958
1267,"Atlanta","GA",0,.5335559
1268,"BRYAN","TX",280,.5844948
1269,"WELLESLEY HILLS","MA",0,.4494399
1270,"CHICAGO","IL",250,.5333298
1272,"OLNEY","MD",520.3,.4435954
1273,"GAMBRILLS","MD",0,.4411901
1274,"Santa Barbara","CA",0,.5105435
1275,"SACO","ME",0,.4013654
1276,"LA JOLLA","CA",295,.4887954
1277,"RIO RANCHO","NM",0,.4932771
1278,"ARLINGTON","TX",205.58,.4892371
1279,"SUMMIT","NJ",600,.4085009
1280,"MONTCLAIR","NJ",0,.4573098
1281,"PHOENIX","AZ",265,.5434535
1282,"FRANKLIN","MI",0,.4307068
1283,"Fort Lee","NJ",1500,.4573098
1284,"NORFOLK","VA",509.46,.5774599
1285,"COLFAX","NC",600,.4419411
1286,"RANCHO CUCAMONGA","CA",500,.5043881
1287,"STATE COLLEGE","PA",603.75,.5293475
1288,"PLEASANTON","CA",567.8,.4590964
1289,"KATY","TX",250,.5032269
1290,"BEVERLY HILLS","CA",2000,.5116389
1291,"DELHI","NY",300,.4117243
1292,"TOPEKA","KS",231.6,.4716764
1293,"LEWIS CENTER","OH",2000,.473918
1294,"WESTMINSTER","CO",255,.4962959
1295,"BERKELEY","CA",250,.5246695
1296,"DAVIS","CA",225,.4593699
1297,"WILMINGTON","DE",0,.4404992
1298,"SKOKIE","IL",309.55,.4493886
1299,"Kennebunkport","ME",0,.4013654
1300,"PLAYA VISTA","CA",305,.5352823
1301,"Columbia","MO",0,.5295759
1302,"EVANSTON","IL",0,.5017276
1303,"AUSTIN","TX",321.68,.5566342
1304,"NEW YORK","NY",350,.477233
1306,"SAN FRANCISCO","CA",1850,.4387415
1307,"BLOOMINGTON","IN",1492,.5108438
1308,"COLUMBIA","MD",0,.4411901
1309,"WASHINGTON","DC",0,.5195411
1310,"GUILFORD","CT",500,.3924814
1311,"LOVELAND","CO",760,.4855731
1312,"EAST STROUDSBURG","PA",0,.4282033
1313,"NEW YORK","NY",0,.477233
1314,"FORT LAUDERDALE","FL",510.95,.4322133
1315,"WASHINGTON","DC",250,.5195411
1316,"Philadelphia","PA",500,.5200281
1317,"TALLAHASSEE","FL",205,.5187973
1318,"NEWPORT BEACH","CA",0,.448464
1319,"MERION","PA",500,.4378969
1320,"OAKLAND","CA",755,.4778767
1321,"Seabrook","SC",1675,.4463269
1322,"ROSWELL","GA",0,.4951164
1323,"ATLANTA","GA",201.72,.5335559
1324,"HOBOKEN","NJ",250,.4573098
1325,"WHITT","TX",0,.4558499
1326,"BEDFORD","NH",413,.4721192
1327,"WASHINGTON","DC",300,.5195411
1328,"NEW YORK","NY",0,.4624566
1329,"CHICAGO","IL",0,.5333298
1330,"OMAHA","NE",310,.5261874
1331,"BROOKLYN","NY",275,.5131685
1332,"BETHESDA","MD",0,.4435954
1333,"TUCSON","AZ",500,.4749739
1334,"NEW YORK","NY",500,.477233
1335,"NEW MARKET","MD",0,.4416475
1336,"DULLES","VA",1200,.4958435
1337,"LAS VEGAS","NV",250,.4974553
1338,"BEVERLY","MA",0,.4106115
1339,"GROSSE POINTE PARK","MI",562,.4930004
1340,"LINCOLN","NE",1627.3,.538033
1342,"ARLINGTON","VA",300,.5314384
1343,"PHOENIX","AZ",300,.5434535
1344,"PORTLAND","OR",273.05,.4743172
1345,"LANGHORNE","PA",250,.4378969
1346,"MIMBRES","NM",0,.5080315
1347,"VENICE","CA",1100,.5116389
1348,"SHARON","VT",0,.3841904
1349,"ASHEVILLE","NC",0,.4380134
1350,"FALLBROOK","CA",300,.4887954
1351,"DENVER","CO",0,.5182149
1352,"WASHINGTON","DC",0,.5195411
1353,"ELK RIVER","MN",250,.4713001
1354,"Winchester","MA",0,.4513606
1355,"WASHINGTON","DC",490.03,.5195411
1356,"ATLANTA","GA",0,.5335559
1357,"Deer Harbor","WA",0,.4644603
1358,"Simi Valley","CA",300,.4987158
1359,"MANSFIELD","PA",280,.4076872
1360,"STATEN ISLAND","NY",1505,.4552408
1361,"EVANSTON","IL",500,.5017276
1362,"Topanga","CA",0,.5116389
1363,"LONGMONT","CO",550,.4855731
1365,"DALLAS","TX",210,.5500803
1367,"ROWLETT","TX",360.75,.5117252
1368,"Glen Burnie","MD",0,.4411901
1369,"EVANSTON","IL",290,.5017276
1370,"GOODLETTSVILLE","TN",0,.4813324
1371,"JACKSON","WY",250,.472436
1373,"SAN ANTONIO","TX",270,.5311785
1374,"BALTIMORE","MD",0,.4849183
1375,"SOLOMONS","MD",450,.4669195
1376,"ALLISON PARK","PA",207.65,.3952351
1377,"SEATTLE","WA",0,.4679543
1378,"DAVENPORT","IA",435,.4942546
1379,"CHANTILLY","VA",210,.4958435
1380,"YOUNTVILLE","CA",250,.4590964
1381,"Belvedere Tiburon","CA",0,.3973311
1382,"WASHINGTON","DC",419,.5195411
1383,"ALEXANDRIA","VA",0,.4743382
1384,"Millerton","NY",0,.4346137
1385,"SPOKANE","WA",232.3,.4854283
1386,"OVIEDO","FL",217.06,.4373594
1387,"Chicago","IL",0,.5333298
