Year,Continent,Sub Region,Country,GDP per Capita,GDP per Capita (Grouped),Life Expectancy,Life Expectancy (Grouped),C02 Emissions per Person (Tonnes),Child Mortality Rate (per 1000 births)
1961,Asia,Central Asia,Tajikistan,3500,<5000,53.3,>=50 and <= 60,1.51,185
1961,Asia,South-Eastern Asia,Thailand,1570,<5000,58.2,>=50 and <= 60,0.147,142
1961,Asia,South-Eastern Asia,Timor-Leste,720,<5000,37.6,0-40,,319
1961,Africa,Western Africa,Togo,1290,<5000,45.2,>=40 and < 50,0.0574,267
1961,Oceania,Polynesia,Tonga,1560,<5000,62.3,>60,0.173,89.5
1961,Americas,Caribbean,Trinidad and Tobago,8230,>= 5000 and <20000,63.6,>60,5.32,65.3
1961,Africa,Northern Africa,Tunisia,2340,<5000,47.5,>=40 and < 50,0.417,276
1961,Asia,Western Asia,Turkey,4880,<5000,49.9,>=40 and < 50,0.617,249
1961,Asia,Central Asia,Turkmenistan,7300,>= 5000 and <20000,52.7,>=50 and <= 60,8.9,184
1961,Africa,Eastern Africa,Uganda,849,<5000,45.8,>=40 and < 50,0.0581,219
1961,Europe,Eastern Europe,Ukraine,5750,>= 5000 and <20000,69.7,>60,6.53,52.1
1961,Asia,Western Asia,United Arab Emirates,1980,<5000,56.1,>=50 and <= 60,0.109,194
1961,Americas,South America,Uruguay,8070,>= 5000 and <20000,68,>60,1.6,62.6
1961,Asia,Central Asia,Uzbekistan,2450,<5000,59.7,>=50 and <= 60,5.65,165
1961,Oceania,Melanesia,Vanuatu,1490,<5000,50.8,>=50 and <= 60,,150
1961,Asia,Western Asia,Yemen,1420,<5000,33.9,0-40,0.507,412
1961,Africa,Eastern Africa,Zambia,3050,<5000,51.1,>=50 and <= 60,,202
1961,Africa,Eastern Africa,Zimbabwe,2050,<5000,54.3,>=50 and <= 60,,146
1962,Asia,Southern Asia,Afghanistan,1200,<5000,40.1,>=40 and < 50,0.0738,352
1962,Europe,Southern Europe,Albania,2910,<5000,64.6,>60,1.42,173
1962,Africa,Northern Africa,Algeria,4520,<5000,53.2,>=50 and <= 60,0.485,245
1962,Europe,Southern Europe,Andorra,17800,>= 5000 and <20000,,,,
1962,Africa,Middle Africa,Angola,4130,<5000,43.6,>=40 and < 50,0.201,299
1962,Americas,Caribbean,Antigua and Barbuda,4640,<5000,63.8,>60,1.8,89.7
1962,Americas,South America,Argentina,9190,>= 5000 and <20000,64.3,>60,2.52,64.9
1962,Asia,Western Asia,Armenia,2640,<5000,62.7,>60,1.36,112
1962,Oceania,Australia and New Zealand,Australia,14700,>= 5000 and <20000,71.3,>60,8.88,23.7
1962,Europe,Western Europe,Austria,12900,>= 5000 and <20000,69.5,>60,4.74,37.9
1962,Asia,Western Asia,Azerbaijan,5350,>= 5000 and <20000,58.5,>=50 and <= 60,6.32,123
1962,Americas,Caribbean,Bahamas,16400,>= 5000 and <20000,62.6,>60,6,36.6
1962,Asia,Western Asia,Bahrain,23500,>= 20000 and <40000,55.6,>=50 and <= 60,9.19,167
1962,Asia,Southern Asia,Bangladesh,1070,<5000,44.9,>=40 and < 50,0.0494,250
1962,Americas,Caribbean,Barbados,5830,>= 5000 and <20000,65.6,>60,1.12,73.1
1962,Europe,Eastern Europe,Belarus,4150,<5000,70,>60,4.92,38
1962,Europe,Western Europe,Belgium,13700,>= 5000 and <20000,70.2,>60,10.6,31.2
1962,Americas,Central America,Belize,2060,<5000,61.9,>60,0.715,128
1962,Africa,Western Africa,Benin,1130,<5000,42.2,>=40 and < 50,0.0542,308
1962,Asia,Southern Asia,Bhutan,972,<5000,42.9,>=40 and < 50,,333
1962,Europe,Southern Europe,Bosnia and Herzegovina,1790,<5000,61.9,>60,,111
1962,Africa,Southern Africa,Botswana,1000,<5000,52.9,>=50 and <= 60,,158
1962,Americas,South America,Brazil,4830,<5000,57.9,>=50 and <= 60,0.701,162
1962,Europe,Eastern Europe,Bulgaria,5490,>= 5000 and <20000,69.3,>60,3.83,43
1962,Africa,Western Africa,Burkina Faso,717,<5000,39.8,0-40,0.017,336
1962,Africa,Eastern Africa,Burundi,580,<5000,42.7,>=40 and < 50,0.0152,246
1962,Asia,South-Eastern Asia,Cambodia,1570,<5000,44.3,>=40 and < 50,0.0511,247
1962,Africa,Middle Africa,Cameroon,1870,<5000,47.2,>=40 and < 50,0.0537,267
1962,Americas,Northern America,Canada,15300,>= 5000 and <20000,71.4,>60,11.1,30.5
1962,Africa,Middle Africa,Central African Republic,1380,<5000,42.5,>=40 and < 50,0.0471,270
1962,Africa,Middle Africa,Chad,1520,<5000,45.3,>=40 and < 50,0.027,284
1962,Americas,South America,Chile,6210,>= 5000 and <20000,59,>=50 and <= 60,2.07,142
1962,Asia,Eastern Asia,China,569,<5000,43.5,>=40 and < 50,0.648,168
1962,Americas,South America,Colombia,3590,<5000,62.2,>60,1.11,127
1962,Africa,Eastern Africa,Comoros,1080,<5000,47.1,>=40 and < 50,0.0558,300
1962,Americas,Central America,Costa Rica,4380,<5000,64.6,>60,0.384,100
1962,Europe,Southern Europe,Croatia,8020,>= 5000 and <20000,65.1,>60,,59.7
1962,Americas,Caribbean,Cuba,9490,>= 5000 and <20000,67,>60,1.9,50.5
1962,Asia,Western Asia,Cyprus,5980,>= 5000 and <20000,68.3,>60,1.57,52
1962,Europe,Eastern Europe,Czech Republic,12400,>= 5000 and <20000,70,>60,11.8,30.1
1962,Europe,Northern Europe,Denmark,17000,>= 5000 and <20000,72.3,>60,7.94,23.8
1962,Africa,Eastern Africa,Djibouti,3740,<5000,53.8,>=50 and <= 60,0.506,242
1962,Americas,Caribbean,Dominica,2470,<5000,,,0.177,117
1962,Americas,Caribbean,Dominican Republic,2850,<5000,58.7,>=50 and <= 60,0.353,144
1962,Americas,South America,Ecuador,4570,<5000,59,>=50 and <= 60,0.325,168
1962,Africa,Northern Africa,Egypt,2080,<5000,48.6,>=40 and < 50,0.652,293
1962,Americas,Central America,El Salvador,4340,<5000,54.7,>=50 and <= 60,0.222,179
1962,Africa,Middle Africa,Equatorial Guinea,782,<5000,41.2,>=40 and < 50,0.0838,300
1962,Africa,Eastern Africa,Eritrea,948,<5000,42,>=40 and < 50,,268
1962,Europe,Northern Europe,Estonia,7580,>= 5000 and <20000,69.7,>60,,35.9
1962,Africa,Eastern Africa,Ethiopia,678,<5000,40.4,>=40 and < 50,0.017,263
1962,Oceania,Melanesia,Fiji,3590,<5000,60.8,>60,0.548,71.2
1962,Europe,Northern Europe,Finland,11600,>= 5000 and <20000,68.5,>60,3.74,23.8
1962,Europe,Western Europe,France,12800,>= 5000 and <20000,70.8,>60,6.34,25.7
1962,Africa,Middle Africa,Gabon,1880,<5000,44.7,>=40 and < 50,0.173,222
1962,Africa,Western Africa,Gambia,1300,<5000,46.3,>=40 and < 50,0.0669,348
1962,Asia,Western Asia,Georgia,3440,<5000,61.7,>60,1.73,82.6
1962,Europe,Western Europe,Germany,15800,>= 5000 and <20000,69.9,>60,11.9,36.4
1962,Africa,Western Africa,Ghana,2320,<5000,51.8,>=50 and <= 60,0.202,205
1962,Europe,Southern Europe,Greece,6840,>= 5000 and <20000,71.2,>60,1.22,44
1962,Americas,Caribbean,Grenada,2170,<5000,64,>60,0.278,71.1
1962,Americas,Central America,Guatemala,3360,<5000,45.7,>=40 and < 50,0.31,211
1962,Africa,Western Africa,Guinea,891,<5000,42.8,>=40 and < 50,0.179,347
1962,Africa,Western Africa,Guinea-Bissau,1310,<5000,39.3,0-40,0.064,313
1962,Americas,South America,Guyana,3120,<5000,59.7,>=50 and <= 60,1.12,85.1
1962,Americas,Caribbean,Haiti,2320,<5000,42,>=40 and < 50,0.0757,277
1962,Americas,Central America,Honduras,2540,<5000,51.6,>=50 and <= 60,0.325,197
1962,Europe,Eastern Europe,Hungary,10000,>= 5000 and <20000,67.9,>60,5.02,49.4
1962,Europe,Northern Europe,Iceland,11600,>= 5000 and <20000,73.8,>60,6.56,20.7
1962,Asia,Southern Asia,India,1040,<5000,43,>=40 and < 50,0.307,238
1962,Asia,South-Eastern Asia,Indonesia,1790,<5000,47.5,>=40 and < 50,0.248,210
1962,Asia,Western Asia,Iraq,6710,>= 5000 and <20000,52.3,>=50 and <= 60,1.18,173
1962,Europe,Northern Europe,Ireland,8460,>= 5000 and <20000,70.2,>60,4.64,32.5
1962,Asia,Western Asia,Israel,7910,>= 5000 and <20000,67.9,>60,3.51,37.6
1962,Europe,Southern Europe,Italy,11600,>= 5000 and <20000,69.1,>60,2.9,47.6
1962,Americas,Caribbean,Jamaica,5550,>= 5000 and <20000,65.8,>60,1.26,77.2
1962,Asia,Eastern Asia,Japan,5790,>= 5000 and <20000,68.9,>60,3.07,32.9
1962,Asia,Western Asia,Jordan,4560,<5000,55.9,>=50 and <= 60,1.04,139
1962,Asia,Central Asia,Kazakhstan,8910,>= 5000 and <20000,60.4,>60,11.4,102
1962,Africa,Eastern Africa,Kenya,1850,<5000,52.4,>=50 and <= 60,0.304,183
1962,Oceania,Micronesia,Kiribati,3020,<5000,50.8,>=50 and <= 60,0.254,185
1962,Asia,Western Asia,Kuwait,23700,>= 20000 and <40000,64.7,>60,42.2,127
1962,Europe,Northern Europe,Latvia,5790,>= 5000 and <20000,69.8,>60,,36.5
1962,Asia,Western Asia,Lebanon,9570,>= 5000 and <20000,64.3,>60,1.48,72.9
1962,Africa,Southern Africa,Lesotho,636,<5000,53.6,>=50 and <= 60,,190
1962,Africa,Western Africa,Liberia,1740,<5000,42.1,>=40 and < 50,0.216,315
1962,Africa,Northern Africa,Libya,16600,>= 5000 and <20000,53.4,>=50 and <= 60,0.676,244
1962,Europe,Northern Europe,Lithuania,9530,>= 5000 and <20000,69.4,>60,3.65,41.6
1962,Europe,Western Europe,Luxembourg,23300,>= 20000 and <40000,69.1,>60,36,32.7
1962,Africa,Eastern Africa,Madagascar,2290,<5000,46,>=40 and < 50,0.074,230
1962,Africa,Eastern Africa,Malawi,526,<5000,40.8,>=40 and < 50,,358
1962,Asia,South-Eastern Asia,Malaysia,3230,<5000,60.7,>60,,81.2
1962,Asia,Southern Asia,Maldives,1140,<5000,33.4,0-40,,336
1962,Africa,Western Africa,Mali,815,<5000,34.5,0-40,0.0259,445
1962,Europe,Southern Europe,Malta,2720,<5000,67.3,>60,1.05,37.8
1962,Oceania,Micronesia,Marshall Islands,1780,<5000,,,,118
1962,Africa,Western Africa,Mauritania,1890,<5000,49.1,>=40 and < 50,0.0686,238
1962,Africa,Eastern Africa,Mauritius,3240,<5000,58.6,>=50 and <= 60,0.362,93.1
1962,Americas,Central America,Mexico,6210,>= 5000 and <20000,58.9,>=50 and <= 60,1.57,139
1962,Asia,Eastern Asia,Mongolia,1290,<5000,49.5,>=40 and < 50,1.95,218
1962,Europe,Southern Europe,Montenegro,6930,>= 5000 and <20000,67.5,>60,,83.1
1962,Africa,Northern Africa,Morocco,2000,<5000,51.7,>=50 and <= 60,0.235,227
1962,Africa,Eastern Africa,Mozambique,496,<5000,42.9,>=40 and < 50,0.258,273
1962,Asia,South-Eastern Asia,Myanmar,861,<5000,42.1,>=40 and < 50,0.132,236
1962,Africa,Southern Africa,Namibia,5140,>= 5000 and <20000,53,>=50 and <= 60,,110
1962,Asia,Southern Asia,Nepal,971,<5000,44.9,>=40 and < 50,0.00848,314
1962,Europe,Western Europe,Netherlands,13700,>= 5000 and <20000,73.3,>60,7.08,19.7
1962,Oceania,Australia and New Zealand,New Zealand,16700,>= 5000 and <20000,71.4,>60,4.53,25.8
1962,Americas,Central America,Nicaragua,4770,<5000,52.3,>=50 and <= 60,0.35,194
1962,Africa,Western Africa,Niger,1330,<5000,42.3,>=40 and < 50,0.0184,317
1962,Africa,Western Africa,Nigeria,3590,<5000,50.5,>=50 and <= 60,0.0889,331
1962,Europe,Northern Europe,Norway,16700,>= 5000 and <20000,73.4,>60,3.87,21.5
1962,Asia,Western Asia,Oman,5430,>= 5000 and <20000,44.6,>=40 and < 50,,339
1962,Asia,Southern Asia,Pakistan,1310,<5000,51.1,>=50 and <= 60,0.288,242
1962,Americas,Central America,Panama,4630,<5000,64.3,>60,0.991,85.3
1962,Oceania,Melanesia,Papua New Guinea,1190,<5000,46,>=40 and < 50,0.0945,187
1962,Americas,South America,Paraguay,3130,<5000,68,>60,0.196,81.7
1962,Americas,South America,Peru,5900,>= 5000 and <20000,43.8,>=40 and < 50,0.936,214
1962,Asia,South-Eastern Asia,Philippines,2710,<5000,60.4,>60,0.369,98.4
1962,Europe,Eastern Europe,Poland,6590,>= 5000 and <20000,67.6,>60,7.14,55.8
1962,Europe,Southern Europe,Portugal,6160,>= 5000 and <20000,64.6,>60,1.04,105
1962,Asia,Western Asia,Qatar,24500,>= 20000 and <40000,61.8,>60,3.39,114
1962,Europe,Eastern Europe,Romania,6650,>= 5000 and <20000,67.3,>60,3.38,72
1962,Africa,Eastern Africa,Rwanda,673,<5000,44.8,>=40 and < 50,0.0277,213
1962,Oceania,Polynesia,Samoa,3420,<5000,59.5,>=50 and <= 60,0.158,127
1962,Africa,Middle Africa,Sao Tome and Principe,1420,<5000,53.7,>=50 and <= 60,0.171,123
1962,Asia,Western Asia,Saudi Arabia,13800,>= 5000 and <20000,56.3,>=50 and <= 60,1.43,229
1962,Africa,Western Africa,Senegal,2090,<5000,46,>=40 and < 50,0.24,299
1962,Europe,Southern Europe,Serbia,7220,>= 5000 and <20000,66,>60,,100
1962,Africa,Eastern Africa,Seychelles,5880,>= 5000 and <20000,62.1,>60,,97.8
1962,Africa,Western Africa,Sierra Leone,1310,<5000,39.8,0-40,0.138,383
1962,Asia,South-Eastern Asia,Singapore,5370,>= 5000 and <20000,66.8,>60,1.48,40.6
1962,Europe,Southern Europe,Slovenia,8520,>= 5000 and <20000,67.8,>60,,23
1962,Oceania,Melanesia,Solomon Islands,1150,<5000,50.5,>=50 and <= 60,0.117,175
1962,Africa,Eastern Africa,Somalia,1270,<5000,45.3,>=40 and < 50,0.037,264
1962,Africa,Southern Africa,South Africa,8130,>= 5000 and <20000,53.6,>=50 and <= 60,5.75,177
1962,Africa,Eastern Africa,South Sudan,2500,<5000,43.6,>=40 and < 50,,352
1962,Europe,Southern Europe,Spain,7140,>= 5000 and <20000,69.4,>60,1.93,40.2
1962,Asia,Southern Asia,Sri Lanka,1890,<5000,60.9,>60,0.248,91.5
1962,Africa,Northern Africa,Sudan,2320,<5000,49.3,>=40 and < 50,0.186,171
1962,Americas,South America,Suriname,7270,>= 5000 and <20000,61.5,>60,1.62,87.5
1962,Africa,Southern Africa,Swaziland,2510,<5000,47.7,>=40 and < 50,,204
1962,Europe,Northern Europe,Sweden,16600,>= 5000 and <20000,73.2,>60,6.77,18.6
1962,Europe,Western Europe,Switzerland,29600,>= 20000 and <40000,71.2,>60,4.39,25.4
1962,Asia,Central Asia,Tajikistan,3530,<5000,53.6,>=50 and <= 60,1.53,182
1962,Asia,South-Eastern Asia,Thailand,1640,<5000,58.7,>=50 and <= 60,0.173,137
1962,Asia,South-Eastern Asia,Timor-Leste,722,<5000,38.2,0-40,,310
1962,Africa,Western Africa,Togo,1300,<5000,45.9,>=40 and < 50,0.0546,262
1962,Oceania,Polynesia,Tonga,1580,<5000,62.7,>60,0.166,85.5
1962,Americas,Caribbean,Trinidad and Tobago,8420,>= 5000 and <20000,64.1,>60,8.23,63
1962,Africa,Northern Africa,Tunisia,2250,<5000,48.3,>=40 and < 50,0.418,268
1962,Asia,Western Asia,Turkey,5050,>= 5000 and <20000,50.8,>=50 and <= 60,0.75,241
1962,Asia,Central Asia,Turkmenistan,7380,>= 5000 and <20000,53.1,>=50 and <= 60,9.03,181
1962,Africa,Eastern Africa,Uganda,861,<5000,46.4,>=40 and < 50,0.0593,215
1962,Europe,Eastern Europe,Ukraine,5810,>= 5000 and <20000,69.1,>60,6.76,50
1962,Asia,Western Asia,United Arab Emirates,2220,<5000,57.2,>=50 and <= 60,0.163,183
1962,Americas,South America,Uruguay,7730,>= 5000 and <20000,68.2,>60,1.54,61
1962,Asia,Central Asia,Uzbekistan,2480,<5000,60.2,>60,5.74,163
1962,Oceania,Melanesia,Vanuatu,1510,<5000,51.5,>=50 and <= 60,0.595,145
1962,Asia,Western Asia,Yemen,1430,<5000,34.9,0-40,0.726,408
1962,Africa,Eastern Africa,Zambia,2970,<5000,51.5,>=50 and <= 60,,198
1962,Africa,Eastern Africa,Zimbabwe,2030,<5000,54.6,>=50 and <= 60,,142
1963,Asia,Southern Asia,Afghanistan,1190,<5000,40.8,>=40 and < 50,0.0742,346
1963,Europe,Southern Europe,Albania,3010,<5000,65.3,>60,1.16,166
1963,Africa,Northern Africa,Algeria,5590,>= 5000 and <20000,53.8,>=50 and <= 60,0.453,246
1963,Europe,Southern Europe,Andorra,19200,>= 5000 and <20000,,,,
1963,Africa,Middle Africa,Angola,4280,<5000,44.3,>=40 and < 50,0.193,295
1963,Americas,Caribbean,Antigua and Barbuda,4750,<5000,64.2,>60,1.45,86.1
1963,Americas,South America,Argentina,8820,>= 5000 and <20000,64.3,>60,2.32,61.1
1963,Asia,Western Asia,Armenia,2540,<5000,63.1,>60,1.41,110
1963,Oceania,Australia and New Zealand,Australia,15400,>= 5000 and <20000,71.4,>60,9.27,23.2
1963,Europe,Western Europe,Austria,13300,>= 5000 and <20000,69.6,>60,5.13,35.9
1963,Asia,Western Asia,Azerbaijan,5160,>= 5000 and <20000,58.9,>=50 and <= 60,6.56,119
1963,Americas,Caribbean,Bahamas,17200,>= 5000 and <20000,62.9,>60,5.56,35.3
1963,Asia,Western Asia,Bahrain,24100,>= 20000 and <40000,57,>=50 and <= 60,6.71,152
1963,Asia,Southern Asia,Bangladesh,1160,<5000,45.3,>=40 and < 50,0.0551,244
1963,Americas,Caribbean,Barbados,5510,>= 5000 and <20000,66.1,>60,0.816,68.7
1963,Europe,Eastern Europe,Belarus,3990,<5000,70.6,>60,5.23,34.9
1963,Europe,Western Europe,Belgium,14100,>= 5000 and <20000,70,>60,11.3,30
1963,Americas,Central America,Belize,2080,<5000,62.4,>60,0.622,124
1963,Africa,Western Africa,Benin,1160,<5000,42.8,>=40 and < 50,0.0476,301
1963,Asia,Southern Asia,Bhutan,983,<5000,43.4,>=40 and < 50,,327
1963,Europe,Southern Europe,Bosnia and Herzegovina,1940,<5000,62.5,>60,,104
1963,Africa,Southern Africa,Botswana,1020,<5000,53.3,>=50 and <= 60,,154
1963,Americas,South America,Brazil,4700,<5000,58.4,>=50 and <= 60,0.705,158
1963,Europe,Eastern Europe,Bulgaria,5700,>= 5000 and <20000,70.1,>60,4.25,39.1
1963,Africa,Western Africa,Burkina Faso,702,<5000,40.4,>=40 and < 50,0.0175,332
1963,Africa,Eastern Africa,Burundi,596,<5000,43,>=40 and < 50,0.0162,243
1963,Asia,South-Eastern Asia,Cambodia,1650,<5000,44.5,>=40 and < 50,0.0629,243
1963,Africa,Middle Africa,Cameroon,1910,<5000,47.7,>=40 and < 50,0.0545,264
1963,Americas,Northern America,Canada,15800,>= 5000 and <20000,71.4,>60,11.1,29.4
1963,Africa,Middle Africa,Central African Republic,1350,<5000,43,>=40 and < 50,0.0462,265
1963,Africa,Middle Africa,Chad,1470,<5000,45.7,>=40 and < 50,0.0288,281
1963,Americas,South America,Chile,6450,>= 5000 and <20000,59.5,>=50 and <= 60,2.1,136
1963,Asia,Eastern Asia,China,638,<5000,50.7,>=50 and <= 60,0.631,148
1963,Americas,South America,Colombia,3590,<5000,62.7,>60,1.18,123
1963,Africa,Eastern Africa,Comoros,1280,<5000,47.6,>=40 and < 50,0.0549,288
1963,Americas,Central America,Costa Rica,4600,<5000,65.2,>60,0.405,96.5
1963,Europe,Southern Europe,Croatia,8760,>= 5000 and <20000,65.5,>60,,55.6
1963,Americas,Caribbean,Cuba,9460,>= 5000 and <20000,67.6,>60,1.71,47
1963,Asia,Western Asia,Cyprus,6220,>= 5000 and <20000,68.5,>60,1.71,49.5
1963,Europe,Eastern Europe,Czech Republic,12100,>= 5000 and <20000,70.5,>60,12.4,29.3
1963,Europe,Northern Europe,Denmark,17000,>= 5000 and <20000,72.4,>60,8.69,23
1963,Africa,Eastern Africa,Djibouti,3770,<5000,54.4,>=50 and <= 60,0.656,238
1963,Americas,Caribbean,Dominica,2500,<5000,,,0.233,108
1963,Americas,Caribbean,Dominican Republic,2940,<5000,59.5,>=50 and <= 60,0.344,142
1963,Americas,South America,Ecuador,4570,<5000,59.6,>=50 and <= 60,0.363,164
1963,Africa,Northern Africa,Egypt,2100,<5000,49.1,>=40 and < 50,0.736,284
1963,Americas,Central America,El Salvador,4380,<5000,55.4,>=50 and <= 60,0.373,175
1963,Africa,Middle Africa,Equatorial Guinea,888,<5000,41.6,>=40 and < 50,0.0963,297
1963,Africa,Eastern Africa,Eritrea,965,<5000,42.3,>=40 and < 50,,263
1963,Europe,Northern Europe,Estonia,7300,>= 5000 and <20000,69.7,>60,,35.6
1963,Africa,Eastern Africa,Ethiopia,690,<5000,41,>=40 and < 50,0.0177,257
1963,Oceania,Melanesia,Fiji,3690,<5000,61.2,>60,0.555,68.5
1963,Europe,Northern Europe,Finland,11900,>= 5000 and <20000,68.9,>60,4.28,22.5
1963,Europe,Western Europe,France,13200,>= 5000 and <20000,70.6,>60,6.99,24.5
1963,Africa,Middle Africa,Gabon,2160,<5000,45.3,>=40 and < 50,0.142,218
1963,Africa,Western Africa,Gambia,1270,<5000,47,>=40 and < 50,0.0754,342
1963,Asia,Western Asia,Georgia,3320,<5000,62,>60,1.83,81.4
1963,Europe,Western Europe,Germany,16200,>= 5000 and <20000,70,>60,12.6,34.5
1963,Africa,Western Africa,Ghana,2330,<5000,52.3,>=50 and <= 60,0.236,203
1963,Europe,Southern Europe,Greece,7510,>= 5000 and <20000,71.6,>60,1.46,42.5
1963,Americas,Caribbean,Grenada,2220,<5000,64.5,>60,0.157,68
1963,Americas,Central America,Guatemala,3570,<5000,46.2,>=40 and < 50,0.331,206
1963,Africa,Western Africa,Guinea,829,<5000,43,>=40 and < 50,0.186,344
1963,Africa,Western Africa,Guinea-Bissau,1340,<5000,39.5,0-40,0.0749,310
1963,Americas,South America,Guyana,2670,<5000,59.8,>=50 and <= 60,0.99,82.4
1963,Americas,Caribbean,Haiti,2120,<5000,42.5,>=40 and < 50,0.0608,273
1963,Americas,Central America,Honduras,2530,<5000,52.4,>=50 and <= 60,0.321,190
1963,Europe,Eastern Europe,Hungary,10600,>= 5000 and <20000,68.9,>60,5.57,47.9
1963,Europe,Northern Europe,Iceland,12600,>= 5000 and <20000,73.1,>60,7.01,20.2
1963,Asia,Southern Asia,India,1060,<5000,43.7,>=40 and < 50,0.323,235
1963,Asia,South-Eastern Asia,Indonesia,1690,<5000,48.4,>=40 and < 50,0.24,205
1963,Asia,Western Asia,Iraq,6380,>= 5000 and <20000,53.5,>=50 and <= 60,1.19,163
1963,Europe,Northern Europe,Ireland,8810,>= 5000 and <20000,70.5,>60,4.75,31.3
1963,Asia,Western Asia,Israel,8410,>= 5000 and <20000,68.1,>60,3.48,36.5
1963,Europe,Southern Europe,Italy,12200,>= 5000 and <20000,69.3,>60,3.24,45.4
1963,Americas,Caribbean,Jamaica,5620,>= 5000 and <20000,66.3,>60,1.41,74.2
1963,Asia,Eastern Asia,Japan,6220,>= 5000 and <20000,70,>60,3.37,29.8
1963,Asia,Western Asia,Jordan,4600,<5000,56.7,>=50 and <= 60,1.16,131
1963,Asia,Central Asia,Kazakhstan,8580,>= 5000 and <20000,60.8,>60,11.8,100
1963,Africa,Eastern Africa,Kenya,1870,<5000,53.2,>=50 and <= 60,0.321,177
1963,Oceania,Micronesia,Kiribati,3120,<5000,51.3,>=50 and <= 60,0.413,180
1963,Asia,Western Asia,Kuwait,26200,>= 20000 and <40000,65.4,>60,44.8,118
1963,Europe,Northern Europe,Latvia,5570,>= 5000 and <20000,70.2,>60,,37
1963,Asia,Western Asia,Lebanon,9490,>= 5000 and <20000,64.6,>60,1.53,71
1963,Africa,Southern Africa,Lesotho,694,<5000,54,>=50 and <= 60,,190
1963,Africa,Western Africa,Liberia,1730,<5000,42.6,>=40 and < 50,0.297,313
1963,Africa,Northern Africa,Libya,21700,>= 20000 and <40000,55.3,>=50 and <= 60,0.91,228
1963,Europe,Northern Europe,Lithuania,9170,>= 5000 and <20000,70.6,>60,3.86,38.2
1963,Europe,Western Europe,Luxembourg,23400,>= 20000 and <40000,69.3,>60,35.3,31.1
1963,Africa,Eastern Africa,Madagascar,2220,<5000,46.5,>=40 and < 50,0.0842,225
1963,Africa,Eastern Africa,Malawi,505,<5000,41,>=40 and < 50,,355
1963,Asia,South-Eastern Asia,Malaysia,3300,<5000,61.3,>60,,75.9
1963,Asia,Southern Asia,Maldives,1170,<5000,34,0-40,,328
1963,Africa,Western Africa,Mali,855,<5000,34.9,0-40,0.0323,442
1963,Europe,Southern Europe,Malta,2730,<5000,67.6,>60,1.29,36.6
1963,Oceania,Micronesia,Marshall Islands,1820,<5000,,,,113
1963,Africa,Western Africa,Mauritania,1760,<5000,49.9,>=40 and < 50,0.094,232
1963,Africa,Eastern Africa,Mauritius,3620,<5000,59.3,>=50 and <= 60,0.291,87.2
1963,Americas,Central America,Mexico,6520,>= 5000 and <20000,59.4,>=50 and <= 60,1.58,134
1963,Asia,Eastern Asia,Mongolia,1340,<5000,50.3,>=50 and <= 60,1.54,209
1963,Europe,Southern Europe,Montenegro,7590,>= 5000 and <20000,68.2,>60,,76.6
1963,Africa,Northern Africa,Morocco,2020,<5000,52.1,>=50 and <= 60,0.294,222
1963,Africa,Eastern Africa,Mozambique,468,<5000,43.5,>=40 and < 50,0.211,269
1963,Asia,South-Eastern Asia,Myanmar,862,<5000,42.9,>=40 and < 50,0.118,228
1963,Africa,Southern Africa,Namibia,5520,>= 5000 and <20000,53.7,>=50 and <= 60,,107
