Name,Platform,Release Year,Genre,Publisher,NA_Sales,EU_Sales,JP_Sales,Other_Sales,Global_Sales
Left 4 Dead,X360,2008,Shooter,Electronic Arts,2.66,0.5,0.05,0.3,3.51
Kung Fu,NES,1985,Action,Nintendo,1.64,0.38,1.42,0.06,3.5
Assassin's Creed: Brotherhood,X360,2010,Action,Ubisoft,2.84,0.39,0.03,0.24,3.5
Batman: Arkham Asylum,X360,2009,Action,Other,2.2,0.97,0.02,0.31,3.5
Clubhouse Games,DS,2006,Misc,Nintendo,0.59,1.83,0.73,0.35,3.5
Donkey Kong Country 3: Dixie Kong's Double Trouble!,SNES,1996,Platform,Nintendo,1.17,0.5,1.75,0.08,3.5
Guitar Hero: On Tour,DS,2008,Misc,Activision,2.11,1.01,0.01,0.35,3.48
Battlefield: Bad Company 2,X360,2010,Shooter,Electronic Arts,2.09,1.02,0.04,0.32,3.47
Tekken 4,PS2,2002,Fighting,Namco Bandai,1.55,1.27,0.33,0.29,3.44
Borderlands,X360,2009,Shooter,Take-Two Interactive,2.39,0.73,0.03,0.29,3.44
Final Fantasy III,SNES,1994,Role-Playing,Other,0.86,0,2.55,0.02,3.43
Grand Theft Auto 2,PS,1998,Action,Take-Two Interactive,1.13,2.07,0,0.22,3.42
F-1 Race,GB,1990,Racing,Nintendo,1.73,0.69,0.59,0.4,3.41
Spider-Man 2,PS2,2004,Action,Activision,1.75,1.2,0.02,0.43,3.4
FIFA Soccer 2003,PS2,2002,Sports,Electronic Arts,0.46,2.28,0.05,0.61,3.4
Crash Bash,PS,2000,Misc,Sony Computer Entertainment,1.56,1.47,0.19,0.17,3.39
The Legend of Zelda: Spirit Tracks,DS,2009,Action,Nintendo,1.43,0.94,0.74,0.27,3.38
LEGO Batman: The Videogame,X360,2008,Action,Other,2.03,1.03,0,0.32,3.38
WWF War Zone,PS,1998,Fighting,Other,2.47,0.76,0,0.13,3.36
Professor Layton and the Unwound Future,DS,2008,Puzzle,Nintendo,0.65,1.61,0.82,0.28,3.36
The Legend of Zelda: Majora's Mask,N64,2000,Action,Nintendo,1.9,0.67,0.73,0.06,3.36
Rugrats: Search For Reptar,PS,1998,Adventure,THQ,1.63,1.53,0,0.18,3.34
English Training: Have Fun Improving Your Skills!,DS,2006,Misc,Nintendo,0,0.99,2.32,0.02,3.33
James Bond 007: Nightfire,PS2,2002,Shooter,Electronic Arts,1.45,1.29,0.12,0.46,3.32
Star Wars Episode III: Revenge of the Sith,PS2,2005,Action,Other,1.47,1.39,0.03,0.43,3.32
Ratchet & Clank,PS2,2002,Platform,Sony Computer Entertainment,1.44,1.01,0.57,0.3,3.32
Max Payne,PS2,2001,Shooter,Take-Two Interactive,1.99,1.05,0.05,0.22,3.31
The Lord of the Rings: The Return of the King,PS2,2003,Action,Electronic Arts,1.5,1.28,0.05,0.46,3.29
True Crime: Streets of LA,PS2,2003,Action,Activision,1.89,1.05,0.02,0.31,3.27
Wii Music,Wii,2008,Misc,Nintendo,1.36,1.13,0.46,0.32,3.27
Gran Turismo (PSP),PSP,2009,Racing,Sony Computer Entertainment,0.5,1.59,0.31,0.87,3.27
Tekken,PS,1995,Fighting,Sony Computer Entertainment,0.95,1.3,0.77,0.22,3.24
007: Tomorrow Never Dies,PS,1999,Shooter,Electronic Arts,1.72,1.33,0,0.16,3.21
Baseball,NES,1983,Sports,Nintendo,0.73,0.1,2.35,0.02,3.2
Killer Instinct,SNES,1995,Fighting,Nintendo,2.26,0.72,0.12,0.1,3.2
WWF SmackDown! 2: Know Your Role,PS,2000,Fighting,THQ,1.76,1.21,0.07,0.16,3.2
God of War: Chains of Olympus,PSP,2008,Action,Sony Computer Entertainment,1.48,1.01,0.04,0.66,3.19
Dragon Quest VI: Maboroshi no Daichi,SNES,1995,Role-Playing,Other,0,0,3.19,0,3.19
Crisis Core: Final Fantasy VII,PSP,2007,Role-Playing,Other,1.35,0.6,0.8,0.44,3.19
Dance Central,X360,2010,Misc,Other,2.15,0.77,0.01,0.26,3.19
Enter the Matrix,PS2,2003,Action,Atari,1.78,1.12,0.09,0.19,3.18
Ace Combat 04: Shattered Skies,PS2,2001,Simulation,Sony Computer Entertainment,2.06,0.56,0.38,0.17,3.17
Fallout: New Vegas,PS3,2010,Role-Playing,Other,1.52,1.08,0.1,0.47,3.17
Animal Crossing,GC,2001,Simulation,Nintendo,1.92,0.16,0.99,0.09,3.16
Club Penguin: Elite Penguin Force,DS,2008,Adventure,Other,1.88,0.98,0,0.3,3.16
Rhythm Heaven,DS,2008,Misc,Nintendo,0.58,0.51,1.93,0.14,3.16
FIFA Soccer 08,PS2,2007,Sports,Electronic Arts,0.68,0,0,2.46,3.14
Sonic Rush,DS,2005,Platform,Sega,1.22,1.57,0.06,0.29,3.14
LEGO Batman: The Videogame,DS,2008,Action,Other,1.79,1.06,0,0.29,3.14
Spider-Man,PS,2000,Action,Activision,1.7,1.25,0.02,0.16,3.13
Need for Speed III: Hot Pursuit,PS,1998,Racing,Electronic Arts,2.14,0.86,0,0.13,3.13
The Elder Scrolls IV: Oblivion,PS3,2007,Role-Playing,Ubisoft,1.69,0.87,0.14,0.42,3.12
Heavy Rain,PS3,2010,Adventure,Sony Computer Entertainment,1.29,1.27,0.06,0.5,3.12
Dragon Warrior IV,NES,1990,Role-Playing,Other,0.08,0,3.03,0.01,3.12
Star Wars Episode I Racer,N64,1999,Racing,Nintendo,2.31,0.62,0.14,0.04,3.11
Personal Trainer: Cooking,DS,2006,Misc,Nintendo,0.91,1,1.03,0.17,3.11
Mass Effect 2,X360,2010,Role-Playing,Electronic Arts,1.99,0.82,0.03,0.27,3.11
Madden NFL 2002,PS2,2001,Sports,Electronic Arts,2.5,0.16,0.01,0.42,3.09
Donkey Kong,GB,1994,Platform,Nintendo,1.57,0.62,0.55,0.34,3.08
World Class Track Meet,NES,1986,Sports,Namco Bandai,1.92,0.45,0.64,0.07,3.08
Dragon Ball Z: Budokai,PS2,2002,Fighting,Atari,2.17,0.28,0.55,0.08,3.08
The Sims: Vacation,PC,2002,Simulation,Electronic Arts,1.72,1.21,0,0.14,3.07
Epic Mickey,Wii,2010,Platform,Other,2.06,0.64,0.12,0.22,3.04
Kung Fu Panda,X360,2008,Action,Activision,1.91,0.84,0,0.29,3.04
Rayman,PS,1995,Platform,Ubisoft,1.54,1.33,0,0.16,3.03
Saints Row 2,X360,2008,Action,THQ,1.94,0.8,0.02,0.27,3.03
WWE SmackDown! Shut Your Mouth,PS2,2002,Sports,THQ,1.45,1.13,0.07,0.38,3.03
Mike Tyson's Punch-Out!!,NES,1987,Fighting,Nintendo,2.03,0.47,0.45,0.07,3.02
Tom Clancy's Splinter Cell,XB,2002,Action,Ubisoft,1.85,1.04,0,0.13,3.02
Killzone 2,PS3,2009,Shooter,Sony Computer Entertainment,1.4,1.07,0.08,0.47,3.02
Dragon Ball Z: Budokai Tenkaichi 3,PS2,2007,Fighting,Atari,1.15,0,0.76,1.09,3
Devil May Cry,PS2,2001,Action,Capcom,1.36,0.86,0.64,0.13,2.99
World Soccer Winning Eleven 6 International,PS2,2002,Sports,Other,0.12,1.26,1.16,0.45,2.99
Star Fox,SNES,1993,Shooter,Nintendo,1.61,0.51,0.8,0.07,2.99
Battlefield: Bad Company 2,PS3,2010,Shooter,Electronic Arts,1.33,1.12,0.08,0.45,2.98
The Sims: Livin Large,PC,2000,Misc,Electronic Arts,1.67,1.18,0,0.13,2.98
Hitman 2: Silent Assassin,PS2,2002,Action,Other,1.36,1.15,0.04,0.41,2.96
Sonic Heroes,PS2,2003,Platform,Sega,1.04,1.37,0.06,0.49,2.96
Kirby Super Star Ultra,DS,2008,Platform,Nintendo,1.57,0.04,1.19,0.15,2.95
SOCOM II: U.S. Navy SEALs,PS2,2003,Shooter,Sony Computer Entertainment,2.22,0.51,0.06,0.15,2.94
inFAMOUS,PS3,2009,Action,Sony Computer Entertainment,1.76,0.69,0.12,0.37,2.94
Street Fighter IV,X360,2009,Fighting,Capcom,1.82,0.71,0.15,0.26,2.94
Wave Race 64,N64,1996,Racing,Nintendo,1.98,0.58,0.34,0.04,2.94
Pac-Man Collection,GBA,2001,Puzzle,Atari,2.07,0.77,0.05,0.05,2.94
WWE SmackDown! vs. RAW 2006,PS2,2005,Fighting,THQ,1.45,1.11,0.04,0.33,2.93
Mass Effect,X360,2007,Role-Playing,Microsoft Game Studios,1.83,0.8,0.03,0.27,2.93
WarioWare: Smooth Moves,Wii,2006,Puzzle,Nintendo,0.87,1.06,0.73,0.26,2.92
Super Mario World 2: Yoshi's Island,GBA,2002,Platform,Nintendo,1.75,0.45,0.62,0.09,2.91
Cooking Mama: Cook Off,Wii,2007,Simulation,Other,1.43,1.13,0.05,0.3,2.91
World Soccer Winning Eleven 7 International,PS2,2003,Sports,Other,0.08,1.24,1.13,0.45,2.9
Sonic Mega Collection Plus,PS2,2004,Misc,Sega,1.54,1.14,0,0.22,2.9
Hot Shots Golf 3,PS2,2001,Sports,Sony Computer Entertainment,0.99,0.32,1.38,0.2,2.89
Sega Superstars Tennis,X360,2008,Sports,Sega,1.75,0.86,0,0.28,2.89
Imagine: Babyz,DS,2007,Simulation,Ubisoft,1.3,1.27,0,0.31,2.88
Syphon Filter,PS,1999,Shooter,Sony Computer Entertainment,2.03,0.72,0.02,0.11,2.88
Call of Duty: Finest Hour,PS2,2004,Shooter,Activision,1.51,1.12,0.01,0.24,2.88
Colin McRae Rally,PS,1998,Racing,Other,0.09,2.43,0.12,0.22,2.86
The Elder Scrolls III: Morrowind,XB,2002,Role-Playing,Ubisoft,2.09,0.63,0.03,0.11,2.86
Command & Conquer: Red Alert,PC,1996,Strategy,Other,1.37,1.34,0,0.14,2.85
Assassin's Creed: Brotherhood,PS3,2010,Action,Ubisoft,1.87,0.57,0.11,0.3,2.85
Yoshi's Story,N64,1997,Platform,Nintendo,1.29,0.53,0.98,0.05,2.85
BioShock,X360,2007,Shooter,Take-Two Interactive,1.65,0.86,0.05,0.28,2.84
F-Zero,SNES,1990,Racing,Nintendo,1.37,0.51,0.89,0.07,2.84
WWE SmackDown! vs. Raw,PS2,2002,Fighting,THQ,1.32,1.08,0.04,0.39,2.83
Madden NFL 10,X360,2009,Sports,Electronic Arts,2.52,0.09,0,0.22,2.83
Medal of Honor,PS3,2010,Shooter,Electronic Arts,1.28,1.05,0.07,0.43,2.83
Finding Nemo,GBA,2003,Action,THQ,1.59,1.05,0.04,0.14,2.82
Metroid Prime,GC,2002,Shooter,Nintendo,1.96,0.67,0.1,0.09,2.82
Myst,PC,1994,Adventure,Other,0.02,2.79,0,0,2.81
Imagine: Fashion Designer,DS,2007,Simulation,Ubisoft,1.32,1.19,0,0.3,2.81
Need for Speed: Hot Pursuit,PS3,2010,Racing,Electronic Arts,1.05,1.25,0.03,0.48,2.81
Hot Shots Golf,PS,1997,Sports,Sony Computer Entertainment,0.29,0.2,2.13,0.18,2.8
Star Wars: The Force Unleashed,X360,2008,Action,Other,1.74,0.8,0,0.26,2.8
WWE SmackDown! Here Comes the Pain,PS2,2003,Fighting,THQ,1.32,1.06,0.04,0.38,2.8
Professor Layton and the Last Specter,DS,2009,Puzzle,Nintendo,0.3,1.47,0.68,0.34,2.79
NBA Street,PS2,2001,Sports,Electronic Arts,2.19,0.22,0,0.38,2.79
WWF SmackDown! Just Bring It,PS2,2001,Fighting,THQ,1.19,1.15,0.04,0.41,2.79
Yoshi's Island DS,DS,2006,Platform,Nintendo,1.47,0.07,1.1,0.15,2.79
Dragon Quest V: Tenkuu no Hanayome,SNES,1992,Role-Playing,Other,0,0,2.78,0.01,2.79
Mortal Kombat Trilogy,PS,1996,Fighting,Other,1.98,0.7,0,0.11,2.79
A Bug's Life,PS,1998,Platform,Sony Computer Entertainment,1.96,0.72,0,0.11,2.79
Ratchet & Clank: Going Commando,PS2,2003,Platform,Sony Computer Entertainment,1.44,0.83,0.26,0.25,2.78
Sonic and the Secret Rings,Wii,2007,Platform,Sega,1.24,1.2,0.04,0.3,2.78
Jak II,PS2,2003,Platform,Sony Computer Entertainment,1.68,0.74,0,0.36,2.78
Tekken 6,PS3,2009,Fighting,Namco Bandai,1.2,0.98,0.17,0.43,2.78
The Sims,PS2,2003,Simulation,Electronic Arts,1.41,1.12,0,0.24,2.77
Missile Command,2600,1980,Shooter,Atari,2.56,0.17,0,0.03,2.76
Mario Paint,SNES,1992,Misc,Nintendo,1.43,0.54,0.71,0.07,2.75
Pokémon Stadium 2,N64,2000,Strategy,Nintendo,1.02,0.36,1.13,0.23,2.74
Metroid,NES,1986,Action,Nintendo,1.33,0.31,1.04,0.05,2.73
Call of Duty 3,X360,2006,Shooter,Activision,1.49,0.93,0.02,0.27,2.71
The Legend of Zelda: A Link to the Past,GBA,2002,Action,Nintendo,1.75,0.52,0.33,0.1,2.7
Onimusha: Warlords,PS2,2001,Action,Other,0.99,0.48,1.09,0.14,2.7
Mario Party,N64,1998,Misc,Nintendo,1.25,0.53,0.87,0.05,2.7
LEGO Star Wars II: The Original Trilogy,PS2,2006,Action,Other,1.85,0.64,0.01,0.19,2.69
Madden NFL 11,X360,2010,Sports,Electronic Arts,2.38,0.12,0,0.18,2.68
Mario vs. Donkey Kong: Mini-Land Mayhem!,DS,2010,Puzzle,Nintendo,1.63,0.52,0.35,0.18,2.68
Skate 3,X360,2010,Sports,Electronic Arts,1.46,0.98,0,0.24,2.68
Burnout 3: Takedown,PS2,2004,Racing,Electronic Arts,1.23,1.11,0,0.34,2.68
Medal of Honor,PS,1998,Shooter,Electronic Arts,1.44,1.09,0,0.14,2.67
Mortal Kombat,GEN,1992,Fighting,Other,1.95,0.63,0,0.09,2.67
Guitar Hero: World Tour,X360,2008,Misc,Activision,1.78,0.64,0,0.25,2.67
Call Of Duty 2: Big Red One,PS2,2005,Shooter,Activision,1.48,0.92,0.01,0.26,2.67
Need for Speed: Shift,PS3,2009,Racing,Electronic Arts,0.69,1.41,0.04,0.53,2.67
Tom Clancy's Splinter Cell,PS2,2003,Action,Ubisoft,1.15,1.11,0,0.4,2.66
Fable,XB,2004,Role-Playing,Microsoft Game Studios,1.99,0.58,0,0.09,2.66
Hannah Montana,DS,2006,Action,Other,1.59,0.8,0,0.26,2.65
Super Mario Bros.: The Lost Levels,NES,1986,Platform,Nintendo,0,0,2.65,0,2.65
Star Wars: Shadows of the Empire,N64,1996,Action,Nintendo,2,0.5,0.12,0.03,2.65
Medal of Honor Heroes,PSP,2006,Shooter,Electronic Arts,0.86,1.11,0.01,0.66,2.64
LEGO Star Wars: The Complete Saga,X360,2007,Action,Other,1.53,0.87,0,0.24,2.64
God of War Collection,PS3,2009,Action,Sony Computer Entertainment,1.7,0.46,0.06,0.41,2.63
ESPN NFL 2K5,PS2,2004,Sports,Sega,2.15,0.12,0,0.36,2.63
Midnight Club: Street Racing,PS2,2000,Racing,Take-Two Interactive,2,0.47,0.02,0.14,2.63
Halo Wars,X360,2009,Strategy,Microsoft Game Studios,1.53,0.82,0.04,0.24,2.63
Pac-Man: Adventures in Time,PSP,2006,Fighting,Sony Computer Entertainment,0.76,1.1,0.12,0.65,2.63
Mario Strikers Charged,Wii,2007,Sports,Nintendo,1.07,1.06,0.24,0.25,2.62
Style Savvy,DS,2008,Simulation,Nintendo,0.63,0.84,0.96,0.19,2.62
FIFA Soccer 10,X360,2009,Sports,Electronic Arts,0.59,1.79,0.01,0.23,2.62
Medal of Honor,X360,2010,Shooter,Electronic Arts,1.55,0.81,0.04,0.21,2.61
Streets of Rage,GEN,1990,Action,Sega,1.86,0.55,0.11,0.08,2.6
Super Mario All-Stars: Limited Edition,Wii,2010,Platform,Nintendo,1.02,0.52,0.92,0.14,2.6
Harry Potter and the Chamber of Secrets,PS2,2002,Action,Electronic Arts,0.9,1.22,0.04,0.44,2.6
NBA Live 2005,PS2,2004,Sports,Electronic Arts,2.03,0.21,0,0.35,2.59
Ratchet & Clank Future: Tools of Destruction,PS3,2007,Platform,Sony Computer Entertainment,0.93,1.12,0.08,0.45,2.58
Ratchet & Clank: Up Your Arsenal,PS2,2004,Platform,Sony Computer Entertainment,1.31,0.74,0.31,0.22,2.58
Ghostbusters: The Video Game (DS Version),X360,2009,Action,Take-Two Interactive,1.04,1.24,0.03,0.27,2.58
LittleBigPlanet,PSP,2009,Platform,Sony Computer Entertainment,0.64,1.24,0.01,0.69,2.58
FIFA Soccer 09,PS3,2008,Sports,Electronic Arts,0.48,1.63,0.04,0.43,2.58
Dragon Age: Origins,X360,2009,Role-Playing,Electronic Arts,1.76,0.56,0.03,0.22,2.57
Art Academy,DS,2010,Misc,Nintendo,0.28,1.68,0.33,0.28,2.57
Madden NFL 08,PS2,2007,Sports,Electronic Arts,2.14,0.08,0,0.35,2.57
Monster Hunter Freedom 2,PSP,2007,Role-Playing,Capcom,0.37,0.27,1.75,0.18,2.57
Sonic Adventure 2 Battle,GC,2001,Platform,Sega,1.7,0.59,0.21,0.07,2.57
WWE SmackDown vs. RAW 2007,PS2,2006,Fighting,THQ,1.4,0.88,0.03,0.26,2.57
Dragon Warrior II,NES,1987,Role-Playing,Other,0.15,0,2.41,0,2.56
Pokémon Colosseum,GC,2003,Role-Playing,Nintendo,1.21,0.57,0.7,0.07,2.55
Deca Sports,Wii,2008,Sports,Other,1.13,0.87,0.29,0.25,2.54
Crazy Taxi,PS2,2001,Racing,Other,1.13,1.12,0.06,0.22,2.53
Madden NFL 09,X360,2008,Sports,Electronic Arts,2.21,0.12,0,0.2,2.53
Game Party,Wii,2007,Misc,Other,1.5,0.78,0,0.24,2.52
Perfect Dark,N64,2000,Action,Nintendo,1.55,0.75,0.16,0.06,2.52
Dragon Warrior,NES,1986,Role-Playing,Capcom,0.49,0,0.52,1.51,2.52
Mario Party 2,N64,1999,Misc,Nintendo,1.28,0.14,1.08,0.01,2.51
PES 2009: Pro Evolution Soccer,PS2,2008,Sports,Other,0.13,0.07,0.26,2.05,2.51
Marvel: Ultimate Alliance,X360,2006,Role-Playing,Activision,2.29,0.02,0,0.19,2.5
Resistance 2,PS3,2008,Shooter,Sony Computer Entertainment,1.15,0.85,0.1,0.39,2.49
Rockstar Games Double Pack: Grand Theft Auto III & Grand Theft Auto Vice City,XB,2003,Action,Take-Two Interactive,1.84,0.56,0,0.09,2.49
LEGO Harry Potter: Years 1-4,Wii,2010,Action,Other,1.29,0.97,0,0.23,2.49
Tomb Raider: The Last Revelation,PS,1998,Action,Other,1.15,1.14,0.06,0.13,2.48
Pure,X360,2008,Racing,Other,1.38,0.85,0,0.25,2.48
Mortal Kombat: Deadly Alliance,PS2,2002,Fighting,Other,1.81,0.52,0,0.15,2.48
Mario Party 4,GC,2002,Misc,Nintendo,1.13,0.36,0.92,0.07,2.48
Final Fantasy V,SNES,1992,Role-Playing,Other,0,0,2.43,0.02,2.45
Final Fantasy Tactics,PS,1997,Role-Playing,Other,0.93,0.12,1.34,0.06,2.45
uDraw Studio,Wii,2010,Misc,THQ,1.67,0.58,0,0.2,2.45
Midnight Club: Los Angeles,PS3,2008,Racing,Take-Two Interactive,1.55,0.54,0.05,0.31,2.45
Riven: The Sequel to Myst,PC,1997,Adventure,Other,1.52,0.82,0,0.1,2.44
The Sims: Bustin' Out,PS2,2003,Simulation,Electronic Arts,1.07,1.19,0,0.18,2.44
Twisted Metal 2,PS,1996,Racing,Sony Computer Entertainment,2.12,0.25,0,0.07,2.44
Need for Speed Carbon: Own the City,PSP,2006,Racing,Electronic Arts,0.87,0.98,0,0.59,2.44
Dragon Ball Z: Budokai 2,PS2,2003,Fighting,Atari,1.63,0.22,0.51,0.06,2.42
Ice Hockey,NES,1988,Sports,Nintendo,1.27,0.32,0.78,0.05,2.42
Tom Clancy's Rainbow Six: Vegas 2,X360,2008,Shooter,Ubisoft,1.56,0.61,0.02,0.23,2.42
pro evolution soccer 2011,PS3,2010,Sports,Other,0.29,1.18,0.54,0.41,2.42
ATV Offroad Fury,PS2,2001,Racing,Sony Computer Entertainment,2.07,0.26,0,0.08,2.41
Dino Crisis,PS,1998,Action,Capcom,0.81,0.76,0.7,0.14,2.41
Need for Speed: ProStreet,PS2,2007,Racing,Electronic Arts,0.69,0,0.04,1.68,2.41
Sonic Adventure,DC,1998,Platform,Sega,1.26,0.61,0.46,0.08,2.41
Tetris Plus,PS,1996,Puzzle,Other,2.1,0.24,0,0.07,2.41
Monopoly,PC,1994,Misc,Other,1.49,0.81,0,0.1,2.4
Zumba Fitness,X360,2010,Sports,Other,1.74,0.48,0,0.18,2.4
Theme Hospital,PC,1997,Strategy,Electronic Arts,2.3,0.1,0,0,2.4
Pro Wrestling,NES,1987,Fighting,Nintendo,0.77,0.18,1.42,0.03,2.4
Half-Life 2,PC,2004,Shooter,Other,2.28,0.02,0.08,0,2.38
Tony Hawk's Underground 2,PS2,2004,Sports,Activision,1.25,0.86,0.01,0.26,2.38
The Incredibles,PS2,2004,Action,THQ,0.96,1.08,0.04,0.3,2.38
WCW/nWo Revenge,N64,1998,Fighting,THQ,1.94,0.39,0.03,0.02,2.38
Madden NFL 11,PS3,2010,Sports,Electronic Arts,2.04,0.15,0,0.19,2.38
LEGO Star Wars: The Complete Saga,PS3,2007,Action,Other,1.02,0.97,0,0.39,2.38
Guitar Hero,PS2,2005,Misc,Other,1.67,0.61,0.03,0.07,2.38
Madden NFL 08,X360,2007,Sports,Electronic Arts,2.18,0.01,0,0.18,2.37
Madden NFL 10,PS3,2009,Sports,Electronic Arts,2.03,0.13,0,0.21,2.37
Yu-Gi-Oh! The Duelists of the Roses,PS2,2001,Misc,Other,1.16,0.91,0,0.3,2.37
Kirby's Dream Land 2,GB,1995,Platform,Nintendo,0.69,0.14,1.48,0.05,2.36
Donkey Kong Land II,GB,1996,Platform,Nintendo,1.39,0.48,0.4,0.08,2.35
Midnight Club: Los Angeles,X360,2008,Racing,Take-Two Interactive,1.68,0.46,0.01,0.2,2.35
LEGO Harry Potter: Years 1-4,DS,2010,Action,Other,1.07,1.05,0,0.23,2.35
Dragon Warrior Monsters,GB,1998,Role-Playing,Other,0,0,2.34,0.01,2.35
My Fitness Coach,Wii,2008,Sports,Ubisoft,1.2,0.9,0,0.24,2.34
WWE SmackDown vs Raw 2008,PS2,2007,Fighting,THQ,0.92,0,0.01,1.41,2.34
The Sims 3,X360,2010,Simulation,Electronic Arts,1.27,0.86,0,0.2,2.33
Resident Evil - Code: Veronica X,PS2,2001,Action,Capcom,1.08,0.7,0.34,0.21,2.33
Grand Theft Auto,PS,1997,Action,Take-Two Interactive,0.79,1.35,0.04,0.14,2.32
James Bond 007: Everything or Nothing,PS2,2004,Shooter,Electronic Arts,0.85,1.06,0.09,0.32,2.32
Just Dance Kids,Wii,2010,Misc,Ubisoft,1.57,0.56,0,0.19,2.32
Need For Speed: High Stakes,PS,1999,Racing,Electronic Arts,1.58,0.64,0,0.09,2.31
Cool Boarders 3,PS,1998,Sports,Other,1.65,0.46,0.1,0.1,2.31
Mario Tennis,N64,2000,Sports,Nintendo,0.78,0.4,1.06,0.07,2.31
Chrono Trigger,SNES,1995,Role-Playing,Other,0.28,0,2.02,0.01,2.31
WarioWare Touched!,DS,2004,Puzzle,Nintendo,0.52,0.45,1.21,0.13,2.31
Pro Evolution Soccer 2010,PS3,2009,Sports,Other,0.3,1.27,0.46,0.26,2.29
Tomb Raider II,PC,1997,Action,Other,0.91,1.25,0,0.13,2.29
Pokemon Ranger: Shadows of Almia,DS,2008,Role-Playing,Nintendo,0.95,0.54,0.62,0.18,2.29
Star Wars: The Force Unleashed,PS3,2008,Action,Other,1.01,0.9,0,0.37,2.28
FIFA Soccer 09,PS2,2008,Sports,Electronic Arts,0.38,0.07,0.01,1.82,2.28
Mario Bros.,NES,1983,Platform,Nintendo,0.51,0.12,1.63,0.02,2.28
Need for Speed Underground 2,XB,2004,Racing,Electronic Arts,1.38,0.8,0,0.1,2.28
Super Monkey Ball: Banana Blitz,Wii,2006,Misc,Sega,1.07,0.92,0.04,0.24,2.27
Kirby: Nightmare in Dream Land,GBA,2002,Platform,Nintendo,1.22,0.1,0.91,0.04,2.27
Sonic's Ultimate Genesis Collection,PS3,2009,Misc,Sega,1.34,0.62,0,0.31,2.27
TOCA Touring Car Championship,PS,1997,Racing,Other,0.07,2,0.02,0.18,2.27
Cool Boarders 2,PS,1997,Sports,Other,1.52,0.46,0.2,0.08,2.26
Resident Evil 4,Wii,2007,Action,Capcom,1.34,0.57,0.14,0.21,2.26
Wario Land 4,GBA,2001,Platform,Nintendo,0.9,0.73,0.54,0.09,2.26
Guitar Hero III: Legends of Rock,PS3,2007,Misc,Activision,1.4,0.54,0.02,0.3,2.26
Sonic Advance,GBA,2001,Platform,Sega,1.19,0.71,0.22,0.13,2.25
Paper Mario: The Thousand-Year Door,GC,2004,Role-Playing,Nintendo,1.48,0.25,0.46,0.06,2.25
Onimusha 2: Samurai's Destiny,PS2,2002,Adventure,Capcom,0.62,0.44,1.06,0.13,2.25
Dissidia: Final Fantasy,PSP,2008,Fighting,Other,0.51,0.51,0.91,0.32,2.25
LEGO Indiana Jones: The Original Adventures,DS,2008,Action,Activision,1.42,0.61,0,0.21,2.24
Monster Hunter Tri,Wii,2009,Role-Playing,Nintendo,0.67,0.41,1.05,0.11,2.24
Scribblenauts,DS,2009,Puzzle,Other,1.71,0.32,0.02,0.18,2.23
Teenage Mutant Ninja Turtles II: The Arcade Game,NES,1990,Action,Other,1.74,0.25,0.21,0.03,2.23
Spyro: Season of Ice,GBA,2001,Platform,Other,1.29,0.83,0,0.11,2.23
Prince of Persia: The Sands of Time,PS2,2003,Action,Ubisoft,0.88,1.03,0,0.31,2.22
Need for Speed: Hot Pursuit,X360,2010,Racing,Electronic Arts,1.03,0.98,0,0.21,2.22
Dance Dance Revolution X2,PS2,2009,Simulation,Other,1.09,0.85,0,0.28,2.22
BioShock 2,X360,2010,Shooter,Take-Two Interactive,1.45,0.55,0.02,0.19,2.21
Devil May Cry 3: Dante's Awakening Special Edition,PS2,2006,Action,Capcom,1.06,0.82,0.05,0.28,2.21
The Legend of Zelda: Link's Awakening DX,GB,1998,Adventure,Nintendo,1,0.63,0.45,0.13,2.21
Star Wars: Knights of the Old Republic,XB,2003,Role-Playing,Activision,1.68,0.44,0,0.08,2.2
Frogger,2600,1981,Action,Other,2.06,0.12,0,0.02,2.2
Rock Band 2,X360,2008,Misc,Electronic Arts,1.78,0.24,0,0.18,2.2
High School Musical: Makin' the Cut!,DS,2007,Puzzle,Other,1.06,0.91,0,0.23,2.2
Pro Yakyuu Family Stadium,NES,1986,Sports,Namco Bandai,0.15,0,2.05,0,2.2
Guitar Hero II,X360,2007,Misc,Activision,2.01,0.02,0,0.17,2.2
Wario Land 3,GB,2000,Platform,Nintendo,1.11,0.51,0.34,0.23,2.19
Kirby's Pinball Land,GB,1992,Misc,Nintendo,0.87,0.17,1.1,0.05,2.19
Donkey Kong Country,GB,2000,Platform,Nintendo,1.04,0.72,0.3,0.13,2.19
Saints Row,X360,2006,Action,THQ,1.17,0.78,0.02,0.22,2.19
Sonic Unleashed,Wii,2008,Platform,Sega,1.28,0.68,0.02,0.21,2.19
Mario & Luigi: Superstar Saga,GBA,2003,Role-Playing,Nintendo,1.48,0.17,0.47,0.06,2.18
ATV Offroad Fury 2,PS2,2002,Racing,THQ,1.92,0.2,0,0.06,2.18
Pokemon Ranger,DS,2006,Role-Playing,Nintendo,1.29,0.04,0.73,0.12,2.18
Yu-Gi-Oh: Duel Monsters 4,GB,2000,Role-Playing,Other,0,0,2.17,0.01,2.18
Tennis,NES,1984,Sports,Nintendo,0.48,0.11,1.56,0.02,2.17
Star Wars: Rogue Squadron,N64,1998,Simulation,Nintendo,1.6,0.46,0.08,0.03,2.17
